"","0","24","48","72","96","120","144","168","192","216","240","264","288","312","336","360","384","408","432","456","480","504","528","552","576","600","624","648","672","696","720","744","768","792","816","840","864","888","912","936","960","984","1008","1032","1056","1080","1104","1128","1152","1176","1200","Model","Index"
"1",0.1041689,0.112382363494148,0.12052052151769,0.128584064511863,0.136573676587566,0.144490035583402,0.152333813123182,0.160105674672905,0.167806279597222,0.175436281215371,0.182996326856605,0.190487057915114,0.197909109904439,0.205263112511392,0.212549689649471,0.219769459511803,0.226923034623584,0.234011021894049,0.241034022667959,0.247992632776625,0.254887442588452,0.26171903705903,0.268487995780758,0.275194893032021,0.281840297825909,0.288424773958491,0.294948880056652,0.301413169625482,0.307818191095237,0.314164487867868,0.320452598363125,0.326683056064234,0.332856389563158,0.338973122605444,0.345033774134656,0.351038858336405,0.356988884681968,0.362884357971516,0.368725778376938,0.374513641484278,0.380248438335779,0.385930655471543,0.39156077497081,0.397139274492858,0.402666627317524,0.408143302385362,0.413569764337425,0.418946473554687,0.424273886197097,0.429552454242288,0.434782625523914,"Quantal-Linear",1
"2",0.05547995,0.0695476656914969,0.0834058563180924,0.0970576425536606,0.110506098592646,0.123754252842329,0.136805088604786,0.149661544748681,0.162326516371065,0.174802855449306,0.187093371483322,0.199200832128234,0.211127963817612,0.222877452377422,0.234451943630843,0.245854043994069,0.257086321063236,0.268151304192611,0.279051485064167,0.289789318248676,0.300367221758445,0.310787577591817,0.321052732269567,0.331164997363304,0.341126650016008,0.350939933454808,0.360607057496125,0.3701301990433,0.379511502576791,0.388753080637092,0.397857014300438,0.406825353647443,0.415660118224746,0.424363297499783,0.432936851308793,0.441382710298142,0.44970277635908,0.457898923056019,0.465972996048437,0.473926813506492,0.481762166520449,0.489480819504012,0.497084510591643,0.504574952029965,0.511953830563342,0.519222807813702,0.526383520654719,0.53343758158041,0.54038657906825,0.54723207793687,0.553975619698439,"Quantal-Linear",2
"3",0.06091603,0.0730044435041831,0.0849372481962511,0.096716447159768,0.108344017693488,0.119821911643269,0.131152055729721,0.142336351871629,0.153376677505217,0.164274885899299,0.175032806466381,0.185652245069747,0.196134984326599,0.206482783907298,0.216697380830741,0.22678048975595,0.236733803269897,0.246558992171629,0.256257705752735,0.2658315720742,0.2752821982397,0.284611170665372,0.293820055346122,0.302910398118491,0.311883724920151,0.32074154204605,0.329485336401268,0.338116575750609,0.346636708964991,0.355047166264657,0.363349359459252,0.371544682184822,0.37963451013775,0.387620201305687,0.395503096195508,0.403284518058333,0.410965773111658,0.418548150758614,0.426032923804418,0.433421348670023,0.440714665603033,0.44791409888589,0.45502085704139,0.462036133035547,0.468961104477852,0.475796933818945,0.482544768545756,0.489205741374119,0.49578097043892,0.502271559481785,0.508678598036363,"Quantal-Linear",3
"4",0.06391145,0.0732202947093602,0.0824365684863838,0.0915611918940175,0.100595076340756,0.109539124171677,0.118394228758574,0.127161274589187,0.135841137355552,0.144434684041465,0.152942773009088,0.161366254084676,0.169705968643469,0.17796274969373,0.18613742195995,0.194230801965222,0.202243698112805,0.210176910766866,0.218031232332425,0.225807447334507,0.2335063324965,0.241128656817738,0.248675181650317,0.256146660775134,0.263543840477186,0.270867459620107,0.278118249719973,0.285296935018365,0.292404232554712,0.299440852237913,0.306407496917242,0.313304862452558,0.320133637783804,0.326894504999826,0.3335881394065,0.340215209594187,0.346776377504515,0.353272298496494,0.359703621411979,0.366070988640476,0.372375036183312,0.378616393717155,0.384795684656916,0.390913526218013,0.396970529478024,0.402967299437721,0.408904435081506,0.414782529437236,0.420602169635455,0.426363936968048,0.432068406946292,"Quantal-Linear",4
"5",0.04284333,0.0574521798800147,0.0718380584309817,0.0860043688101642,0.0999544622332623,0.113691638767185,0.12721914811072,0.140540190363293,0.153657916781987,0.166575430527016,0.17929578739581,0.191821996545907,0.204157021206803,0.216303779380941,0.228265144534003,0.24004394627466,0.251642971023954,0.263064962674459,0.274312623239382,0.285388613491759,0.296295553593892,0.307036023717186,0.31761256465251,0.328027678411263,0.338283828817252,0.348383442089535,0.358328907416383,0.368122577520462,0.377766769215406,0.387263763953884,0.396615808367305,0.405825114797293,0.414893861819033,0.42382419475665,0.432618226190706,0.44127803645796,0.449805674143494,0.458203156565336,0.466472470251676,0.474615571410809,0.482634386393895,0.490530812150666,0.49830671667817,0.50596393946267,0.513504291914797,0.520929557798059,0.528241493650818,0.535441829201816,0.542532267779363,0.549514486714286,0.556390137736718,"Quantal-Linear",5
"6",0.06219766,0.0717607464767384,0.0812263149381544,0.0905953598083112,0.099868865370795,0.10904780587212,0.118133145624082,0.127125839105063,0.136026831060306,0.144837056601173,0.153557441303374,0.162188901304218,0.170732343398849,0.179188665135516,0.187558754909866,0.195843492058279,0.204043746950241,0.21216038107979,0.22019424715602,0.22814618919266,0.236017042596748,0.243807634256395,0.251518782627656,0.259151297820512,0.266705981683981,0.274183627890357,0.281585022018588,0.28891094163681,0.296162156384034,0.303339428051005,0.310443510660227,0.317475150545187,0.324435086428754,0.331324049500793,0.33814276349498,0.344891944764833,0.351572302358974,0.358184538095615,0.364729346636293,0.371207415558845,0.377619425429649,0.383966049875114,0.390247955652456,0.396465802719743,0.402620244305227,0.408711926975972,0.414741490705779,0.420709568942423,0.426616788674196,0.43246377049578,0.438251128673443,"Quantal-Linear",6
"7",0.02410905,0.0371822143159649,0.0500802487926457,0.0628054994925464,0.0753602810500068,0.0877468770922191,0.0999675406546034,0.112024494590619,0.123919931976086,0.13565601650809,0.147234882898546,0.158658637262485,0.16992935750114,0.181049093679907,0.192019868401233,0.202843677172516,0.213522488769072,0.224058245592242,0.234452864022704,0.244708234769044,0.254826223211665,0.264808669742092,0.274657390097716,0.284374175692073,0.293960793940685,0.303418988582542,0.312750479997276,0.321956965518085,0.331040119740468,0.340001594826819,0.348843020806949,0.357566005874572,0.366172136679826,0.374662978617874,0.383040076113639,0.391304952902722,0.399459112308562,0.407504037515877,0.415441191840447,0.423272018995278,0.430997943353209,0.43862037020599,0.446140686019896,0.453560258687917,0.460880437778569,0.468102554781367,0.475227923349018,0.482257839536363,0.48919358203612,0.496036412411472,0.502787575325534,"Quantal-Linear",7
"8",0.04604116,0.0526922425456338,0.0592969531754427,0.0658556151983863,0.0723685496692863,0.078836075404543,0.0852585089977411,0.0916361648351483,0.097969355111104,0.104258389843302,0.110503576887966,0.116705221954921,0.122863628622556,0.128979098352685,0.135051930505306,0.141082422353252,0.147070869096745,0.153017563877846,0.158922797794804,0.164786859916308,0.170610037295632,0.176392614984694,0.182134876048002,0.187837101576516,0.193499570701406,0.199122560607714,0.204706346547927,0.210251201855446,0.215757397957968,0.221225204390774,0.226654888809922,0.232046717005347,0.237400952913878,0.242717858632149,0.247997694429437,0.2532407187604,0.258447188277725,0.263617357844697,0.268751480547671,0.273849807708463,0.278912588896652,0.283940071941797,0.288932502945566,0.293890126293788,0.29881318466841,0.303701919059383,0.308556568776453,0.313377371460879,0.318164563097065,0.322918378024111,0.327639048947286,"Quantal-Linear",8
"9",0.0135733,0.0244645052530071,0.0352354599573793,0.0458874918077207,0.0564219138394677,0.066840024590742,0.077143108262416,0.087332434876412,0.0974092604322522,0.107374827061882,0.117230363182782,0.12697708364939,0.136616189902854,0.146148870119125,0.155576299355422,0.164899639695078,0.174120040390782,0.183238638006246,0.192256556556301,0.201174907645455,0.209994790604914,0.218717292628092,0.227343488904625,0.235874442752906,0.244311205751157,0.252654817867051,0.260906307585908,0.269066692037469,0.277136977121277,0.285118157630666,0.293011217375391,0.300817129302895,0.30853685561824,0.316171347902716,0.32372154723114,0.331188384287853,0.338572779481451,0.345875643058231,0.353097875214401,0.360240366207037,0.36730399646383,0.374289636691603,0.381198147983649,0.388030381925868,0.394787180701742,0.401469377196148,0.408077795098022,0.414613249001896,0.421076544508304,0.427468478323093,0.433789838355622,"Quantal-Linear",9
"10",0.04392645,0.0584457839115325,0.0727446211288153,0.0868263102071245,0.100694148849171,0.114351384677371,0.127801215994382,0.141046792532097,0.15409121618926,0.166937541757881,0.179588777638613,0.19204788654528,0.204317786198688,0.216401350009912,0.228301407753202,0.240020746228668,0.251562109914907,0.26292820161171,0.27412168307302,0.285145175630265,0.296001260806237,0.30669248091964,0.317221339680458,0.327590302776287,0.337801798449756,0.347858218067184,0.357761916678598,0.367515213569246,0.37712039280274,0.386579703755941,0.395895361645733,0.405069548047785,0.414104411407443,0.423002067542862,0.431764600140494,0.440394061243056,0.448892471730082,0.457261821791184,0.465504071392118,0.473621150733778,0.481614960704218,0.48948737332381,0.497240232183639,0.504875352877241,0.512394523425788,0.519799504696813,0.527092030816577,0.53427380957617,0.541346522831452,0.548311826896914,0.55517135293356,"Quantal-Linear",10
