Dataset,RSD.log10sd,RSD.log10mad,RSD.log10iqr,RSD.log10ci90,RSD.log10ci95,Model,sigmaH,DAF,AHU,Residuals
1,0.940603971587967,0.65185608783743,0.879180749114775,3.53882790648339,4.09461054645361,0.714901042820961,0.0521105918194407,0.00391716010063528,0.0933412459391836,0.105998187291699
2,1.09887634673013,1.03620632809326,1.79447566851736,3.42899884815844,3.79323754564577,0.741111057205316,0.0681511140227359,0.00519290995198062,0.0703095197851715,0.105138223468847
3,0.947824472173254,0.655871036943846,0.89268537102868,3.41712243196694,3.980100333834,0.678988592142487,0.0593131018872919,0.00598197741461022,0.0898517082481719,0.157840433176147
4,1.33339250526682,1.6845511153217,2.17851157798041,4.15030780420762,4.53695749034182,0.835130251116509,0.0567626617069269,0.00290519822034764,0.0476474949207151,0.0493208215474298
5,0.513731414307549,0.476261940062584,0.645083074281532,1.64279608805727,2.00160589824211,0.0193370880972718,0.132766173653413,0.0217697406056767,0.318986438373618,0.510313526573405
6,0.855220606449003,0.738042560556746,1.01948569241234,2.90451889231331,3.42687674908683,0.696699980672406,0.0551803693233965,0.00628961529673924,0.115498251865847,0.09520376508186
7,0.498792528327444,0.421104298916098,0.567761007799663,1.46676243146217,1.86481269488409,0.306784892303457,0.124240794968708,0.0245807114870142,0.344362675187732,0.183435171010109
8,0.813920852172786,0.636874342879303,0.860305899763269,2.76917418935359,3.31880895242783,0.691554624900307,0.0638203509235839,0.00952678241983675,0.127303450632054,0.067097485431444
9,0.651451665008899,0.533520602680166,0.724821586377086,2.00885777264666,2.63764832088032,0,0.650779009148542,0.0145338274334264,0.197773438324123,0.0996986413862357
10,1.24010708190439,1.33498144090554,1.93973390134622,3.97719748489988,4.31105477449268,0.80173788469768,0.0605889992277252,0.000971861854507054,0.0506468961913546,0.0739176604890396
11,0.652020613477757,0.532018319961916,0.720489665347183,2.00786701157679,2.63277229259311,0,0.652383948454031,0.0147134185189195,0.198180554728762,0.0974207381971952
12,0.935456678792101,0.723121685620633,1.09143659862523,3.11456434319141,3.57535949041539,0.560230866130772,0.0536637197182986,0.00255477597871838,0.0851741145140978,0.259733342555602
13,0.925006312749143,0.770895659720747,1.09085082898351,2.84283781822099,3.74920222292843,0.00248897364582983,0.112971700031386,0.00385511602613622,0.0962090934574192,0.773723827661477
14,1.07263860414375,0.800174131402559,1.0792695108669,3.79915678569419,4.21524559777708,0.698196810947565,0.0467567660861893,0.00147059667883878,0.0700152129801339,0.161320680825667
15,1.32356820711547,1.47098112975877,1.97813141433797,4.24810668112369,4.67172959792865,0.809082168481357,0.0381209690333233,0.00253300931498979,0.0451629914124162,0.0901170074803351
16,1.24465230437891,1.35214886060119,1.97332038766052,3.94212939645211,4.41870803299839,0.82722698115786,0.0409328344712371,0.00196749649717468,0.056030170894143,0.0777747887533353
17,0.450181070019032,0.406798735144181,0.548675389766072,1.38942735841947,1.72869916302438,0.0839136022301892,0.164522426966639,0.0131125047124803,0.411454108466639,0.317955401564543
18,1.1459450446885,0.697207781953942,1.02661530244073,3.91720856125712,4.32430663175562,0.758113710519111,0.0435255306968515,0.00151570751851304,0.0640328282316223,0.123721763425641
19,1.11708228692143,0.722303452309717,1.04695133207602,3.88894493334893,4.34600326953251,0.766744364986947,0.0411439608250075,0.00165610186146539,0.0634834498795082,0.105369389198973
20,1.32017887618797,1.0332204997751,1.97359085124393,4.07089764684039,4.49513132646765,0.792479874125269,0.0403030522729309,0.00103543446881322,0.0502045957876575,0.0974156320531165
21,0.909835158197387,0.80352865973801,1.23927234607354,2.92403528268386,3.29907310229589,0.421984531898248,0.0634883391877806,0.00651505086024988,0.0928168022951629,0.399763142959794
22,1.30311299439533,1.31513837474434,1.82680088785913,4.16135443647918,5.17258875846827,0.0314981901882546,0.06473555931114,0.00446754134777809,0.0432931873781894,0.852983195618911
23,1.55581421075869,1.66104060394888,2.87968361991913,4.51292799529977,4.82484534355006,0.847750902200177,0.0412648431486936,0.000971094895122098,0.0327677240106714,0.0488322772901296
24,1.24890110327708,1.18574533196881,1.87161385506751,3.59601940885596,4.48355188842796,0.366793948265915,0.0506847476121397,0.00107069381343062,0.0666994569952715,0.506331377408703
25,1.68763355683487,1.38048214936704,3.35920876172463,4.73732564741626,5.02398066802028,0.88568599494895,0.0379990180232105,0.000970407185692559,0.0316162272156935,0.0351481262054165
26,1.66953333157661,1.35989731740516,3.31663467149528,4.69518534161072,4.99501853143072,0.859199636040948,0.0417969073190586,0.000755317636331111,0.0278112948316688,0.0421069109682783
27,1.05832482458175,0.656787289267151,0.946141645495473,3.52100124706703,3.95281670757917,0.622629146915994,0.0445823586094998,0.00137776860843713,0.0667593838687527,0.240432610322698
28,1.0192448601581,0.550692575844042,0.764904260100675,3.53717608943903,4.02523877642145,0.70654690871746,0.048834633961683,0.00548722499834439,0.0807045023785449,0.158179323621167
29,1.00378284484051,0.574733546282907,0.809140185012147,3.4642949229672,3.98459473495001,0.670066618266127,0.0483094862859244,0.00106776431555862,0.0843424248310109,0.192379224539994
30,1.38774437781481,1.62009206244741,2.3854822711619,4.14022962502144,4.51089345666739,0.797821795720076,0.0716514542129583,0.00254454179887143,0.0379151557252362,0.0594224321584817
31,0.594754417306529,0.558676599739493,0.753440319120183,1.87678255692042,2.32541525027066,0.180267141216635,0.348476306201729,0.0077564931926331,0.232842565484213,0.202685404528991
32,1.19419995709818,1.39356559969999,1.89693600199896,3.49567722689375,4.31665895136138,0.204677584425396,0.0952535027005428,0.00194173096256137,0.0562644403894325,0.629008980769293
33,1.3138365037189,1.4693815004713,1.9288049572494,4.20896664877924,4.56154637042176,0.804412848833701,0.0506501707020985,0.00132253207977363,0.0493642067714943,0.0774706906513472
34,1.0146423614709,0.82420481539636,1.44158414088169,3.15361367223183,3.60322401096044,0.699925823601058,0.0584943699715792,0.00106233847957774,0.0739934289060182,0.12789479319626
35,1.17050132339192,1.04573913789241,1.39667761361472,3.94179708040265,4.40831863012184,0.759213108474967,0.0451456754172197,0.0050405969679585,0.0570402249566075,0.114693565549949
36,1.05638952561178,0.828373801311054,1.12978591706085,3.66768602063272,4.11892175740987,0.615483614736822,0.0473457697766285,0.0034971921944028,0.0749028983871576,0.240844482986961
37,1.11348241855046,0.869434664019742,1.46172330517001,3.46999853527512,4.02890309538853,0.386899501415918,0.0616511180380068,0.00715077296854342,0.066464723042916,0.459329414439961
38,1.12034223389551,0.997442627969648,1.33061448080849,3.79672661100211,4.25841926814911,0.751442325016311,0.041680708478007,0.00446072506541224,0.0623433545455417,0.118399572415846
39,1.13639693660312,1.25759710811424,1.83810642046961,3.55868411674272,3.97922419775671,0.736319975109909,0.0542008516860292,0.00471185900327324,0.0623919949981722,0.124840554973613
40,1.06367800234613,0.826050357951916,1.12999941676943,3.71678706617338,4.19758016280166,0.692009865011013,0.0493918588112149,0.00406669589982808,0.0724825807220122,0.159734956664323
41,1.11643774704861,0.925451370883572,1.48433078972944,3.46607446292929,4.01743517780285,0.474634980134668,0.0636257412170594,0.00296713536064184,0.0717028927175026,0.373730350049057
42,0.9806088074987,0.750870829031003,1.53726298212567,2.96640711393667,3.31835720759687,0.740281511626785,0.0567520336369124,0.00236837998002183,0.0926114805493737,0.0779277909510952
43,1.65089576822818,1.72378604371609,3.23858998717207,4.71730536807658,5.03828296623574,0.844754654692289,0.0400194158430788,0.00083197426621513,0.0285563909377007,0.0729163719283161
44,1.3956843425148,1.76579530702936,2.26432849803536,4.30487209647645,4.71320354656868,0.823368644839913,0.0497564188749942,0.00279813470197366,0.0408985380197188,0.0610915722040316
45,1.46802822732263,1.55517703695148,2.13789213522512,4.48874773227922,4.85125836118804,0.857237017471701,0.0442249988518831,0.00165379057480144,0.0376950418659001,0.073167984513058
46,1.30030415213116,1.38433820469286,1.92138965341568,4.16659377769045,4.58588943578496,0.812786101688506,0.0385623420945456,0.00124207019190894,0.045502280269188,0.0865919787012489
47,1.35212998417787,1.61119250743125,2.29119146273055,3.85013060760712,4.45705595565964,0.448467810939042,0.046579154657907,0.00266718107868962,0.0484742956080908,0.43281940269511
48,1.34148722457338,1.19984308922406,2.40733662563194,3.89256274423719,4.2167454531323,0.787120044176817,0.0508088595770585,0.00317352398289699,0.0447641888086691,0.0996095880039629
49,0.777458358251057,0.628133883322819,0.862622065779135,2.50114987967622,3.31284466634776,0.307162640487653,0.4623006295384,0.00857743183479516,0.135950847385693,0.0921935017870115
50,1.02085508919046,0.774676940333761,1.04418764756411,3.51064687123133,3.95848270695257,0.67336684617256,0.0470655573584653,0.00526299450690833,0.081851772811026,0.162619941857929
51,2.0735461501612,1.41888878052344,4.19314675102026,5.47017849884638,5.80155729883069,0.912671107797287,0.0396061888141594,0.000708971642805571,0.0189761778949347,0.0229330564848284
52,1.02597171872905,0.562597168513827,0.770231264430263,3.53126087164424,4.10414442083333,0.653046971012162,0.0441929144823617,0.0069769683274107,0.0830095825601867,0.181323554543539
53,1.24659771975429,1.04944510606902,1.54796796278269,3.98526176840428,4.41901351153997,0.798691363687089,0.036614708763934,0.00321626145349725,0.0513195635097244,0.0858491881693028
54,1.35530729926509,1.70830129743181,2.13913950046833,4.20605587753759,4.56180472204155,0.819678893928927,0.0498415409832686,0.00204766610978713,0.0444167531228472,0.0581139859308172
