Dataset,RSD.log10sd,RSD.log10mad,RSD.log10iqr,RSD.log10ci90,RSD.log10ci95,Model,sigmaH,DAF,AHU,Residuals
1,1.14445306433593,0.699414464785649,0.951989949861817,4.22210871020044,4.93858320186368,0.767501295504249,0.0401982865836181,0.00182845782881815,0.0666835373220135,0.1191521671268
2,1.42901109230559,1.18741915086003,2.45727065499347,4.22892028613359,4.64200292776886,0.796939554463119,0.0454330152846488,0.00182717594937103,0.0431130899417981,0.11403512365239
3,1.18838392446545,0.685623579795034,0.936371636594176,4.32906411807193,4.89039011666413,0.732836536618413,0.0366589289508899,0.00227652821176795,0.0624924334001453,0.166160980778861
4,1.67536289202363,2.30218357639376,2.89731977867006,5.02879190373287,5.41009210693177,0.875086680950134,0.0400645915989754,0.00268492309695239,0.0300920939942375,0.054252587585732
5,0.596201716093172,0.525697806910165,0.709981200191645,1.88881293739476,2.33160597227265,0.00499512259426968,0.10090531019629,0.0131080903964866,0.216933637559815,0.649998372782299
6,1.00306148313856,0.802787124015872,1.06367074090646,3.43571274418616,4.10125658677047,0.7684692089936,0.0424132996367797,0.00590890687889321,0.0836099558041593,0.0822464956770219
7,0.59981449275297,0.413899622621046,0.559684364800658,1.75976354873546,2.36583448927475,0.39798566374774,0.102815310877775,0.0224111568654162,0.238972120793722,0.201161287566414
8,0.983897646556748,0.77542282537021,1.10109952476666,3.35062436804653,3.97065936785771,0.758926142851951,0.0515113651581652,0.00531220689227643,0.0852642845900993,0.0895068254238591
9,1.61003268485432,1.75743547572888,2.77628021690821,4.88416598518247,5.2868475094864,0.851863969612564,0.0376935187910944,0.00127860208028838,0.0304963537432049,0.0741069052562589
10,0.69006137267857,0.545892447024741,0.761122303134554,2.0871775691772,2.67578056730979,0,0.660291409290041,0.0151961654343918,0.177289072813508,0.122037534409931
11,1.25484122667769,0.862235128045287,1.52079227494845,4.02000766663182,4.54061145427684,0.657094511124603,0.0414434091557034,0.000446461015678469,0.0587090305075843,0.231380907312732
12,1.1323093053454,0.916463459475395,1.28341567685348,3.45556410488535,4.45038310629764,0.000160776321608538,0.0757792451950475,0.00551417797395893,0.0717127974165331,0.840888712040577
13,1.37375093083063,0.925093586806086,1.31437047791976,4.61866559353699,5.21329725700594,0.741369132204683,0.0358528948369621,0.00276407507577627,0.0476368080427635,0.176076842888226
14,1.61136893735527,1.64178997165114,2.32752703087969,5.10100426274602,5.54345279173665,0.831817200639573,0.0255954759101954,0.00190872011541585,0.0308596661638908,0.100589213210519
15,1.51513206718323,1.60843125071256,2.14443052289276,4.90645012386338,5.38133616284309,0.867695644261162,0.0311882395492132,0.0012225458432449,0.0365703315660075,0.0587990312954875
16,0.48002705488961,0.402548132911759,0.545338344790298,1.52592250939647,1.87806304732778,0.0695960282892349,0.15465207346756,0.0106262547943764,0.366765817679945,0.373701262567022
17,1.44053641976639,0.724844342699707,1.11592947714191,4.75417491489446,5.21935237979811,0.813914789749705,0.0248123337926827,0,0.0407807095471076,0.122898587376123
18,1.44527371744613,0.786527883086387,1.17009771718699,4.7679807217308,5.15039094375919,0.839078094758686,0.0205917013112596,0,0.034743620479311,0.0891184009914895
19,1.68460212601445,1.14842764942358,2.88844857700427,4.94570492925791,5.38360715269438,0.880996152922725,0.0294596568487041,0.00137598337240952,0.0317954036439962,0.0574208530000258
20,1.1169618804359,0.926487664769546,1.46156521465455,3.56074964328264,4.09473404869673,0.441724303917772,0.051566125107365,0.00490101488251958,0.0758899868227244,0.42065170499471
21,1.63938166616481,1.60969589677281,2.20364236735448,5.34495932829582,6.38425005658158,0.044525271130618,0.0405280151981033,0.000580547546072158,0.0473412142238029,0.865830078897897
22,1.92105839608231,2.12964140421886,3.65943645730143,5.29299357982763,5.62155722531753,0.902495298966006,0.0303280066406323,0.000890405719251796,0.0245675607299805,0.0461109808109641
23,1.57211717486999,1.4742538657386,2.60071784230499,4.50425255400288,5.21785287770349,0.448554426870989,0.0438591603625256,0.000347128392640952,0.0324679914494582,0.468296828953517
24,1.90184845495155,1.81051573333661,3.8915363556091,5.48375995027366,5.79772229370931,0.909042877281106,0.0226050766476098,0,0.0237143007648441,0.056675271318091
25,1.4083201741769,0.721256734280556,1.14045127774697,4.47183668255714,4.89494423016088,0.68360598335816,0.0233470947031529,0,0.0510685730266964,0.25536607771014
26,1.36991885774866,0.611595045383651,0.90341090111294,4.42813202877921,4.91330798874014,0.751829144201593,0.0303001886893104,0.00351994222224237,0.0457642494584154,0.16476782633546
27,1.33638414844393,0.615328567860384,0.86865527200037,4.36842490038065,4.86377364499961,0.770781278062609,0.0199474214784978,0,0.0503626201743356,0.145758116911149
28,1.73285060416812,1.76677281513612,3.17298364223055,4.91907531439798,5.24624265578711,0.879342789519322,0.0458996961547583,0,0.0286251278663903,0.0509447701432802
29,0.682341130448524,0.636457543985184,0.856360606005142,2.1336301026748,2.60343585970172,0.248992236551296,0.286675125393536,0.00741019324716809,0.195003948728228,0.244875941918236
30,1.53637502366707,1.78781207251174,2.57894369965898,4.40826094398554,5.32018861238418,0.278288020161245,0.0700641623645055,0.00253715361365888,0.0345032734512114,0.614348809114516
31,1.65291707113155,2.08844927844567,2.65742866189161,5.07139143918813,5.51847719011303,0.857420663969466,0.0357111225924171,0.00115371084783315,0.02862381423185,0.0710043632708948
32,1.30456389818553,1.03473728874381,2.01231582025629,3.92355032822133,4.32649492820658,0.756023103152538,0.0375958920647298,0.00126313669954565,0.0477338097774471,0.150384540676236
33,1.44786709323996,1.10283944333631,1.62615930867749,4.8995581041565,5.34356948015961,0.799613498745305,0.0234541664213723,0,0.0414304874138333,0.110081252026315
34,1.44893922761803,1.57134080335545,2.54748895244845,4.34175782612255,4.71307922286411,0.840015739379651,0.0301917831235173,0,0.0410439930515359,0.103286510121572
35,1.29758712863601,0.858108624159972,1.19795735389515,4.52131353628436,5.08568288137377,0.70150792374669,0.0248587200797975,0,0.0486350633014168,0.204877500426222
36,1.41613702958366,1.09658535033084,2.13608815151936,4.32539891113562,4.82917531596128,0.538350981024252,0.0311464884864678,0,0.0356079471915489,0.378890884015617
37,1.271675180418,0.985103888248369,2.14630922804351,3.717074758944,4.08448111201594,0.823871734599117,0.0316623278062641,0,0.0490018014138531,0.0684229252611538
38,1.92550397373319,2.09587205993044,3.45250584745942,5.571004633378,5.94565241541908,0.866108228885704,0.0293887140772578,0,0.0227225740612602,0.0714094194302139
39,1.71918092848228,2.42256657162076,2.9388817446062,5.09716804680847,5.54711605300549,0.892381376178275,0.0330019593738821,0,0.0282456683107517,0.0587793073755655
40,1.76926595284802,2.18049354061743,2.81919148283608,5.34723435112733,5.75034075402013,0.844924703668429,0.0304859805184596,0.000812530250603522,0.0268967645490836,0.0891111838102538
41,1.57130053670999,1.58362660729758,2.22369926068401,5.02573602363195,5.38613394373745,0.876246696467576,0.0243912629967891,0,0.0313674544580712,0.0730192538127878
42,1.59141113770652,2.13779933871816,2.89393040904358,4.49224397049371,5.00748170089227,0.616101639376144,0.0396441066052926,0,0.0335418192010924,0.325075012656436
43,1.73068196527624,1.37479045507737,3.30338523840514,4.68247343428168,5.00593602345188,0.871703753785375,0.0338209568278229,0,0.0302831973998405,0.0700052431883722
44,0.866549920901319,0.625790504010284,0.859406881218291,2.66574463385266,3.87136970506928,0.43722146972569,0.363166066902749,0,0.115635138768651,0.095917544591548
45,1.33029352751916,0.823715824499831,1.11615585773436,4.4938299796746,5.02838385077641,0.764772830062655,0.0314421421503357,0,0.0444960429980889,0.138103191410116
46,2.49089930275565,1.41923479862785,5.16040661615772,6.45575228334224,6.83820684954887,0.920885733776909,0.0254903583225274,0,0.0138300376034602,0.0186158509618825
47,1.36251106711288,0.58339597392503,0.866884801801801,4.43971014172325,4.93780741624045,0.727469352803536,0.0348000651929642,0.00210182413075567,0.053720030697002,0.170319198057867
48,1.57989105821751,1.20280546034124,2.48348357633963,4.86050565221979,5.30687663896279,0.85364527727932,0.0232965021573184,0,0.0339911859311229,0.0693497457340107
49,1.71968371797991,2.47328240746647,2.9428675712808,5.06054612961895,5.39079266210424,0.902493573701932,0.034012273441971,0,0.0310331323518397,0.0432141613236642
50,1.64077286672767,2.2757137804977,2.70598574970642,4.96097059166883,5.34917389757113,0.861527406937671,0.0327950680146881,0,0.0317805695501287,0.0603083975968757
51,1.35179232384505,0.889452025693647,1.19814648154591,4.59844147409227,5.02267002244753,0.86706707040848,0.0283024639746677,0,0.0425585516938186,0.0674687877336505
52,1.47925512319525,1.16238476730845,1.77775504235722,4.76200515786112,5.15334840327234,0.878008955313597,0.0282703381361657,0,0.036397191602636,0.0675965844389041
53,1.59597933314465,0.738655970335005,1.26531273188155,4.84110656034647,5.2470066154983,0.872553581838478,0.0205599701015338,0,0.0306339280871958,0.0572909976550873
54,1.5780465385606,1.6465548767057,2.4290669857831,5.0286334988456,5.38126995431102,0.886096125186538,0.028129688363818,0,0.035915032504014,0.0537086714866432
55,1.05090517628553,1.05580615380339,1.43183003856577,3.38668064612477,4.02535853877197,0.410324355744261,0.124222640145449,0.00309787766764927,0.0802569904720874,0.382673977698498
56,1.55411158004833,1.90198492918058,2.83494289555403,4.40458552212202,4.81564008314807,0.839844171356491,0.0330924720822452,0.00318925722965979,0.033612944154171,0.079391887259952
57,1.55429246722017,1.77907920215139,2.79177234924267,4.44367418135603,4.88002237838409,0.812951811237956,0.036595173534084,0.00254493174971893,0.0400557598391555,0.0972747709223026
58,1.59846077764763,0.882628589506312,2.79875026774868,4.66272932189149,5.1023940519348,0.907844548399368,0.0233383529213377,0,0.0283005325343058,0.0445187965694683
59,1.60593880349127,1.89735167562057,2.7040007930039,4.34301972762174,5.22565877948853,0.425887937506566,0.0530185707025238,0.00105082311746849,0.0356920006123437,0.487774057526249
60,1.26483565795574,0.592237688970788,1.04074444653748,4.03744025231365,4.49944754756693,0.751292752849354,0.0296171183806015,0,0.0478301135213104,0.146585400641261
61,1.65607823386449,1.91246009360853,2.85842757684626,5.07200974874672,5.44947968057421,0.878826140418583,0.0335337078914733,0.000855911848045239,0.0289566674857113,0.0540128922610279
62,2.45401920420066,1.36951194129974,5.00866150734575,6.48383186814818,6.79146416370769,0.919277461136281,0.0351950833244344,0.000603634515952113,0.0148241157831249,0.0238809435176858
63,2.48602368556591,1.26029087069335,5.13208985618274,6.47636196351593,6.80538447899041,0.933592691902262,0.0347328724114384,0.000472448773004285,0.0123325413905985,0.0182172940326219
64,1.75358983458533,1.50501791593224,2.24377491909748,5.62857538308367,6.87249938327032,0.00206899339792543,0.0541555884007243,4.55870116325915e-09,0.03210835623276,0.910071676093245
65,1.37956747870673,1.25035457815641,2.05552678511006,4.11183675563255,4.91311350286317,0.434612116809069,0.0469917369567535,0.00418529231398151,0.0449169431510941,0.467890613985272
66,1.32924367446567,1.07318489288692,2.08371177936399,4.07688087083134,4.53631710928136,0.754029029183434,0.0403597517030624,0.00273234358631382,0.0423181749147917,0.154688740177195
67,1.79305072634763,2.12539330507846,3.43239133483877,5.31528435236853,5.75930344433896,0.886107953983911,0.025923474948437,0.00144227863857642,0.0248605927707206,0.0557160697342358
68,1.75261778001183,2.328559588426,2.96658433001264,5.20442274527393,5.57433316260549,0.8995441711237,0.0334800744415119,0,0.0273477706881963,0.0547142178177983
69,1.32119249458164,0.833113070914035,1.12223531665101,4.63664497376786,5.13002651885404,0.833196075564059,0.0348073113357375,0.0022134128315765,0.0487384647741699,0.0852212991089872
70,1.16625502402563,0.865991574975692,1.28664105189842,3.81020437889686,4.4303375550437,0.724131792132544,0.123905998811845,0.00399538251776918,0.0635886594137605,0.0890067918782547
71,1.88018636908038,2.78578113410893,3.77478668966965,5.42541632037324,5.85821043636345,0.906195243007901,0.0260045770145788,0.00157995361737701,0.0239270524455086,0.0331267768445273
72,1.61870211227367,1.42452861431253,1.93257897743349,5.09400742274358,5.49336123788411,0.879891612157721,0.0259632461242569,0.00185403427942936,0.0326471270167577,0.0514789052018201
73,1.38265146323815,0.897141189458729,1.22313561885246,4.69250266200585,5.18701030190576,0.831770403666773,0.0337994966643392,0.00289841205826103,0.042741661736045,0.0866197006631235
74,1.43240478823754,1.482932787918,2.33169537123291,4.47463384558746,4.97184878458891,0.799234623060842,0.034550777944337,0.00395090172596575,0.0401208128096993,0.120235846769426
75,1.36871596465308,0.773292991674704,1.57966421234061,4.27611560761966,4.79820734029647,0.76684620943941,0.0380927823084532,0.00152765585905952,0.045425355459155,0.142327842137165
76,1.38156837083645,0.791179340220871,1.84807845575494,4.21413455129806,4.84094052212512,0.72553673578702,0.0339891875195382,0.00213719168673764,0.0451228805671159,0.18989329155245
77,1.44269936450982,0.916188601390991,1.29741633368221,4.69641852287717,5.16570016814375,0.833845478013733,0.0300352018170304,0.00255171800661133,0.0382957774263397,0.0868590856790754
78,1.31906608003675,0.63778944161395,0.938739231745153,4.34424291576508,4.88310835780206,0.715852265345567,0.0277383868629535,0,0.0456113362922901,0.219338400572207
79,1.60522534235042,1.1215480694369,1.73213133598769,5.1834750038468,6.3824706087076,0.00415418449936851,0.066561500569745,0.00353552631640863,0.029038475209778,0.893140553962204
80,0.881542860199314,0.770194625457379,1.09774957635473,2.91163803878904,3.40913943964888,0.392677555021786,0.187721023735018,0.0103617553509182,0.103503935511092,0.302956169427467
81,2.38201409533941,3.23701924927177,4.65827870668418,6.33812529597559,6.63768575952006,0.914191276760393,0.0241064813739559,0.000924415803403306,0.0171355233156063,0.0412981328999645
82,1.65989514272979,2.06283916159777,2.8049527906149,4.73719125492632,5.74647140737378,0.347732267686953,0.0541455628594413,0.00137286457159924,0.0369804279820519,0.561618167357743
83,1.43446484980985,0.776921005948034,2.02249514381978,4.26652741258832,4.79659636808484,0.747715249715421,0.0286857273947908,0.00126192489162029,0.0433483868109278,0.17976781921667
84,1.51726601018196,0.761621625772612,1.06026915683865,4.98103524501163,5.49077460909883,0.858648128083419,0.0258231372999198,0.000157392938014319,0.0385618827309109,0.0726938390380529
85,1.66360325961304,1.30960544211253,3.10073665056167,4.65160720416873,5.07017299315672,0.818138673038759,0.0358332805368982,0.00241561329577757,0.0263158512825666,0.113791012306075
86,1.34484001513461,1.06417379205691,1.73131745438024,4.50484233196153,4.94838908383109,0.74085968180032,0.0378136123515863,0.000943019394384011,0.0384770631098433,0.177231226716038
87,1.77076691837883,1.70594196391249,3.37349425479129,4.87920879453425,5.16828639885846,0.884387988912522,0.030985473913873,0,0.0312582582038844,0.0646803625924836
88,1.64894770734102,1.59698100410189,2.41918100547426,5.15674727813383,5.54151447067681,0.869257667753219,0.0312653722131635,0.00191147316041678,0.0321388454610254,0.0589174939928266
