Index,Trad.RSD6,Reg.RSD6,Prob.1,Prob.2,Prob.3,Prob.4,Prob.5,Prob.6,Prob.7,Prob.8,Prob.9,Prob.10,Prob.11,Prob.12,Prob.13,Prob.14,Prob.15,Prob.16,Prob.17,Prob.18,Prob.19,Prob.20,Prob.21,Prob.22,Prob.23,Prob.24,Prob.25,Prob.26,Prob.27,Prob.28,Prob.29,Prob.30,Prob.31,Prob.32,Prob.33,Prob.34,Prob.35,Prob.36,Prob.37,Prob.38,Prob.39,Prob.40,Prob.41,Prob.42,Prob.43,Prob.44,Prob.45,Prob.46,Prob.47,Prob.48,Prob.49,Prob.50,Prob.51,Prob.52,Prob.53,Prob.54,Prob.55,Prob.56,Prob.57,Prob.58,Prob.59,Prob.60,Prob.61,Prob.62,Prob.63,Prob.64,Prob.65,Prob.66,Prob.67,Prob.68,Prob.69,Prob.70,Prob.71,Prob.72,Prob.73,Prob.74,Prob.75,Prob.76,Prob.77,Prob.78,Prob.79,Prob.80,Prob.81,Prob.82,Prob.83,Prob.84,Prob.85,Prob.86,Prob.87,Prob.88,Prob.89,Prob.90,Prob.91,Prob.92,Prob.93,Prob.94,Prob.95,Prob.96,Prob.97,Prob.98,Prob.99
1,-5.598087191,-5.785329835,-1.080380714,-1.339461122,-1.524163993,-1.697836711,-1.889289607,-2.057290044,-2.239611261,-2.466151182,-2.74151906,-3.100027241,-3.531940946,-4.00394904,-4.320466922,-4.495908769,-4.615727799,-4.71224328,-4.766266878,-4.815193079,-4.863203929,-4.906444345,-4.948518276,-4.984498009,-5.016425077,-5.044564885,-5.071510798,-5.097853536,-5.123213905,-5.146697493,-5.170830972,-5.192439248,-5.212378749,-5.233684731,-5.254862487,-5.275552024,-5.295542144,-5.313911603,-5.331988617,-5.348323768,-5.365293679,-5.381604597,-5.39865472,-5.416843094,-5.431623939,-5.449073559,-5.46630185,-5.482568233,-5.496255926,-5.512465413,-5.528566421,-5.541782055,-5.555905905,-5.570349556,-5.583501815,-5.599428116,-5.616813402,-5.631347013,-5.646482967,-5.66471224,-5.681852037,-5.699035715,-5.717035524,-5.734133361,-5.749173598,-5.765932757,-5.781615294,-5.797440934,-5.814868024,-5.833081971,-5.854836043,-5.87463871,-5.893855276,-5.913458758,-5.935279635,-5.958558566,-5.982472397,-6.009724345,-6.037541339,-6.067791976,-6.103496393,-6.142497063,-6.190549304,-6.236186309,-6.292243582,-6.359285354,-6.443471895,-6.523553313,-6.599990554,-6.67547151,-6.73624231,-6.805348643,-6.860863424,-6.921764107,-6.978695825,-7.032438822,-7.093006833,-7.171687214,-7.260075614,-7.35581018,-7.555270296
2,-6.029487096,-7.591064607,-1.186493528,-1.370581503,-1.527645565,-1.602220608,-1.668059468,-1.719384097,-1.771841246,-1.82118666,-1.876374985,-1.933803999,-1.987184994,-2.053422799,-2.09207801,-2.137546302,-2.181833683,-2.231739691,-2.272779145,-2.322329314,-2.366821086,-2.429010397,-2.487173713,-2.552273373,-2.612209238,-2.670201663,-2.743927361,-2.826666576,-2.908662702,-3.020246046,-3.168077779,-3.312939635,-3.513218388,-3.768310427,-4.16921568,-4.707082078,-5.033035754,-5.184114831,-5.295583815,-5.370881421,-5.435087727,-5.490116521,-5.536864224,-5.575382741,-5.614598792,-5.648952806,-5.677478884,-5.705295064,-5.73340049,-5.761121612,-5.788771118,-5.812429133,-5.836744444,-5.86334811,-5.889247825,-5.913111984,-5.934360226,-5.955544296,-5.980609296,-6.005212972,-6.024357243,-6.046081301,-6.065240663,-6.087012141,-6.108749653,-6.127900048,-6.148089295,-6.169576008,-6.190713695,-6.213938435,-6.234523542,-6.25551216,-6.276592583,-6.299424982,-6.321600107,-6.343880139,-6.366135748,-6.38867911,-6.413204265,-6.43684284,-6.459695245,-6.481970142,-6.5049546,-6.530876274,-6.557566771,-6.588001509,-6.61978079,-6.648772828,-6.676147542,-6.708101462,-6.742396905,-6.77861422,-6.819655532,-6.864663777,-6.907338496,-6.954208947,-7.006760293,-7.066161172,-7.153586866,-7.259603767,-7.427676321
3,-4.728960404,-4.924279286,0.040036659,-0.19958066,-0.355952235,-0.487837788,-0.64235748,-0.787291282,-0.922936066,-1.098148606,-1.30410779,-1.576345002,-1.878350681,-2.246645303,-2.628073633,-3.004699347,-3.295240085,-3.530682009,-3.663977826,-3.764190834,-3.839974089,-3.890329104,-3.938464944,-3.980294353,-4.020933256,-4.061872749,-4.095386991,-4.127604537,-4.153917615,-4.18363979,-4.212300951,-4.238368638,-4.259468224,-4.285310793,-4.308032346,-4.331072,-4.353819136,-4.376933883,-4.399741292,-4.419117675,-4.442142893,-4.46001017,-4.480765198,-4.498473621,-4.513666609,-4.530192657,-4.548197702,-4.565224605,-4.58267826,-4.594854563,-4.610780808,-4.627987434,-4.645395576,-4.658864562,-4.678725648,-4.695363965,-4.710752529,-4.724334199,-4.743238778,-4.760696248,-4.777524503,-4.792092039,-4.808240118,-4.824659317,-4.841853302,-4.857793657,-4.87572274,-4.892907306,-4.90850708,-4.926238288,-4.94267324,-4.962120176,-4.979775054,-4.9986917,-5.02130486,-5.043982769,-5.063784438,-5.089474537,-5.114836662,-5.139593162,-5.161814888,-5.187421736,-5.223177276,-5.258493338,-5.291886839,-5.330498252,-5.372997039,-5.414005411,-5.461540892,-5.513023754,-5.567662166,-5.610787585,-5.674463533,-5.75032675,-5.805462417,-5.872680262,-5.938380922,-6.021497266,-6.109141698,-6.214991585,-6.394354143
4,-4.30476817,-4.913813852,0.474684624,0.282575327,0.144209315,0.085143576,0.028951642,-0.021095569,-0.070887822,-0.124025468,-0.172755268,-0.222517078,-0.268173099,-0.311307322,-0.368313965,-0.405119571,-0.437207225,-0.477008083,-0.508277017,-0.542957328,-0.57906207,-0.622660806,-0.656976857,-0.69281126,-0.736794032,-0.786518683,-0.831536128,-0.886711131,-0.932179868,-0.988356573,-1.047092514,-1.106758422,-1.170904192,-1.250912628,-1.32398956,-1.427257716,-1.522416795,-1.665756836,-1.804468108,-1.997250428,-2.251567719,-2.761876822,-3.387361579,-3.563246272,-3.646367788,-3.711313708,-3.76783561,-3.823315323,-3.88298372,-3.920309482,-3.957173493,-3.990049275,-4.023128814,-4.057654716,-4.092516947,-4.123375861,-4.153117187,-4.180185185,-4.214007975,-4.243641307,-4.27057037,-4.298631908,-4.330988358,-4.358448675,-4.38452509,-4.411890275,-4.438753013,-4.471289392,-4.500512042,-4.527663305,-4.560431474,-4.597559367,-4.629300034,-4.669500914,-4.708987179,-4.755834568,-4.807882527,-4.846032441,-4.894985093,-4.968632873,-5.056890802,-5.158370894,-5.269428472,-5.370446632,-5.438780997,-5.511190957,-5.573008372,-5.630682332,-5.682752746,-5.73278602,-5.780927061,-5.824791727,-5.867816435,-5.912156379,-5.960629756,-6.016952537,-6.079234148,-6.142263622,-6.228458556,-6.307767871,-6.473621877
5,-5.87965785,-6.017033339,-4.139994508,-4.371900467,-4.533916112,-4.644386222,-4.722714458,-4.796643307,-4.859122495,-4.916502992,-4.974034797,-5.025065158,-5.070747878,-5.111355482,-5.152394391,-5.188839411,-5.226532447,-5.258752747,-5.289153575,-5.320557085,-5.354821095,-5.382190322,-5.407215694,-5.427352831,-5.453290576,-5.474416791,-5.494132097,-5.513691345,-5.532187896,-5.55178152,-5.569876104,-5.586860087,-5.605344697,-5.624093508,-5.643398621,-5.661619886,-5.680300886,-5.697160828,-5.714559013,-5.729976657,-5.746747598,-5.762881665,-5.779152067,-5.793600506,-5.809168799,-5.82288374,-5.837702584,-5.853036313,-5.868488999,-5.882885066,-5.895399923,-5.910525732,-5.925605138,-5.94073125,-5.955554214,-5.968829154,-5.983647673,-5.997588246,-6.012806582,-6.027140062,-6.042811554,-6.056126245,-6.069172164,-6.084829882,-6.097695178,-6.112236531,-6.126696727,-6.14053455,-6.154192092,-6.16932971,-6.182381727,-6.196351907,-6.211227543,-6.227452473,-6.24155603,-6.256260079,-6.274500742,-6.291267897,-6.306699374,-6.321300938,-6.337384045,-6.354164879,-6.370817556,-6.389785701,-6.409905006,-6.427579718,-6.449220034,-6.473701501,-6.496406446,-6.522855013,-6.547556782,-6.57525216,-6.604556169,-6.641506472,-6.675768272,-6.720021764,-6.769173532,-6.826503596,-6.885276401,-6.990789929,-7.143801076
6,-4.83015946,-5.69019608,-0.901750705,-1.429120876,-1.720618567,-2.021924682,-2.253573278,-2.462924317,-2.652874824,-2.788984379,-2.918314666,-3.040330914,-3.156254484,-3.275373922,-3.397317535,-3.509605854,-3.619753555,-3.737230448,-3.864862177,-4.012955493,-4.137682279,-4.233229478,-4.295986804,-4.352335338,-4.396308317,-4.443276934,-4.478888266,-4.516466294,-4.544768491,-4.571641987,-4.598291165,-4.62494732,-4.648385461,-4.671427348,-4.692096306,-4.714332094,-4.733700016,-4.750757332,-4.769251352,-4.787116792,-4.806595696,-4.825461047,-4.843000502,-4.863301536,-4.879567675,-4.895800147,-4.912890277,-4.929485748,-4.945041678,-4.960416454,-4.976798611,-4.993651084,-5.009384699,-5.026623324,-5.041754273,-5.058213057,-5.076048332,-5.093780701,-5.111681555,-5.133187801,-5.150853881,-5.169721577,-5.189872091,-5.212595794,-5.230623317,-5.251589337,-5.277898278,-5.304030809,-5.329598248,-5.359574576,-5.38918475,-5.415518408,-5.447082758,-5.480491121,-5.510365438,-5.539961839,-5.573304484,-5.611069543,-5.643860946,-5.67894033,-5.711301906,-5.743456791,-5.78006817,-5.817537277,-5.854298016,-5.888569812,-5.923523201,-5.951646545,-5.986554906,-6.020843811,-6.052570762,-6.086542097,-6.12632502,-6.159215097,-6.201845973,-6.253509642,-6.30091848,-6.349539235,-6.415783308,-6.499038969,-6.687473321
7,-5.386444798,-5.903089987,-2.773979059,-3.635988575,-4.006360994,-4.283411188,-4.526896581,-4.66553193,-4.760982742,-4.853870445,-4.913923049,-4.963099362,-5.001423214,-5.032581253,-5.065330177,-5.094461789,-5.123018174,-5.150194033,-5.171495607,-5.192795102,-5.212114414,-5.230910711,-5.246252816,-5.262430715,-5.277107065,-5.292596468,-5.308635717,-5.324605805,-5.338552066,-5.352274879,-5.363896205,-5.376775342,-5.389220027,-5.401090839,-5.414493337,-5.426493872,-5.439225788,-5.452996027,-5.463814138,-5.474289353,-5.48589474,-5.49738165,-5.509285953,-5.519173968,-5.528564669,-5.537503429,-5.547750591,-5.558335647,-5.567321899,-5.577155717,-5.585675272,-5.596937994,-5.607814803,-5.617694534,-5.628009261,-5.637455464,-5.646904713,-5.656413272,-5.664773096,-5.675773184,-5.686107821,-5.697160147,-5.707139089,-5.718810982,-5.730045696,-5.742171098,-5.753069145,-5.76435698,-5.774674693,-5.785618583,-5.797527408,-5.807090906,-5.81945269,-5.830898412,-5.842118884,-5.855742209,-5.8657359,-5.877581584,-5.891606439,-5.906060459,-5.920408334,-5.936005468,-5.949236271,-5.965641698,-5.98094378,-5.997479129,-6.015190475,-6.032722572,-6.053104889,-6.07161079,-6.093406928,-6.119960308,-6.146404885,-6.174568493,-6.206424091,-6.243913355,-6.294290874,-6.351526906,-6.414674102,-6.512496614,-6.723269689
8,-4.889820417,-5.62324929,-1.122374121,-1.452170823,-1.714817034,-1.954739036,-2.185112484,-2.406071189,-2.599301665,-2.759638472,-2.889128692,-3.002653905,-3.103371086,-3.183041238,-3.273205552,-3.338784728,-3.434758833,-3.524765501,-3.604035092,-3.690539147,-3.767412144,-3.860012566,-3.941010248,-4.029485123,-4.123770642,-4.208693585,-4.287805281,-4.342760417,-4.392794382,-4.439833699,-4.481345588,-4.519721235,-4.550923877,-4.581736172,-4.607688045,-4.636911198,-4.660661013,-4.681028929,-4.701655746,-4.721202168,-4.73817159,-4.758825243,-4.776295646,-4.795698036,-4.812834431,-4.828853067,-4.842628524,-4.861417087,-4.87861725,-4.895870972,-4.91145308,-4.927058151,-4.943706471,-4.961159609,-4.977843634,-4.99404702,-5.010291986,-5.026249509,-5.042222176,-5.059499945,-5.076969866,-5.092978429,-5.109352874,-5.127207308,-5.147958691,-5.164619475,-5.185927048,-5.205040851,-5.225782676,-5.248244121,-5.273269981,-5.293968419,-5.314151692,-5.340205273,-5.368451913,-5.392829563,-5.422932534,-5.451070861,-5.482176635,-5.517249322,-5.55726505,-5.594157543,-5.631113022,-5.670122843,-5.706190784,-5.747907858,-5.78592796,-5.827277336,-5.877425654,-5.918457823,-5.964940973,-6.008361541,-6.052606861,-6.103082567,-6.148040153,-6.197565303,-6.255038976,-6.323555079,-6.408006884,-6.508406398,-6.676934625
9,-4.982232176,-7.079181246,-0.406332566,-0.507183305,-0.584581235,-0.638737971,-0.676775042,-0.712275111,-0.743541209,-0.774271112,-0.797058592,-0.820608522,-0.840888674,-0.863480235,-0.883766039,-0.904859772,-0.923033405,-0.942632979,-0.958770788,-0.974230544,-0.989145872,-1.001327528,-1.015743751,-1.029705577,-1.043164941,-1.057106649,-1.072936576,-1.086230826,-1.098357703,-1.110905655,-1.12433252,-1.136339863,-1.148018669,-1.159842013,-1.172107385,-1.184162573,-1.19404638,-1.205397542,-1.216600007,-1.227781009,-1.239458705,-1.252032905,-1.263434172,-1.275895871,-1.288332736,-1.300095444,-1.312342803,-1.322482449,-1.333660806,-1.347185469,-1.360277186,-1.371228468,-1.383341563,-1.397075137,-1.409344666,-1.422677083,-1.437134138,-1.450308456,-1.463406505,-1.478894888,-1.493206769,-1.505804238,-1.521407645,-1.535212472,-1.549465834,-1.566728813,-1.583217776,-1.597918768,-1.615226887,-1.628219606,-1.642367961,-1.657803911,-1.675257345,-1.690784949,-1.707993525,-1.726901187,-1.746039003,-1.7655023,-1.788273596,-1.805196687,-1.825660572,-1.849521222,-1.875008162,-1.896570782,-1.921840816,-1.948749098,-1.973146491,-2.003626383,-2.037727835,-2.074070488,-2.110478378,-2.14969463,-2.194718682,-2.250007153,-2.312891527,-2.380437757,-2.453178132,-2.554525701,-2.684133376,-2.877675232,-3.225356992
10,-5.29328732,-6.86332286,-0.44060713,-0.607178758,-0.699925129,-0.791808547,-0.852878937,-0.920935669,-0.998287843,-1.057545137,-1.102281243,-1.142276787,-1.18799309,-1.226192261,-1.268969063,-1.317813587,-1.368328807,-1.418483745,-1.466562164,-1.520328296,-1.572179749,-1.6103699,-1.655477817,-1.699170363,-1.751084784,-1.81096876,-1.871817128,-1.943013511,-2.026836657,-2.10420775,-2.194775911,-2.31346972,-2.443776727,-2.587275227,-2.824494937,-3.11359219,-3.469370702,-4.024884883,-4.366751978,-4.507473216,-4.600084251,-4.661430296,-4.714612302,-4.767188753,-4.815832046,-4.856681356,-4.893167402,-4.92670335,-4.958895987,-4.984725098,-5.016736871,-5.043577506,-5.074942574,-5.102735634,-5.127497012,-5.151467283,-5.171615397,-5.195165276,-5.217837961,-5.243083553,-5.267113629,-5.291496528,-5.3151153,-5.337613724,-5.362000799,-5.388310387,-5.411343517,-5.440407406,-5.465984508,-5.494286934,-5.521521789,-5.54943393,-5.580416369,-5.614776924,-5.645238545,-5.685782991,-5.723362537,-5.765964689,-5.810103178,-5.861411955,-5.916613661,-5.975881012,-6.042733659,-6.103134821,-6.157922926,-6.213655934,-6.273759408,-6.324729893,-6.378060252,-6.417896704,-6.460239696,-6.509383312,-6.559297409,-6.599533363,-6.642784252,-6.703234113,-6.769293597,-6.840171208,-6.922959939,-7.032921111,-7.218895736
