Dataset,X1.,X2.,X3.,X4.,X5.,X6.,X7.,X8.,X9.,X10.,X11.,X12.,X13.,X14.,X15.,X16.,X17.,X18.,X19.,X20.,X21.,X22.,X23.,X24.,X25.,X26.,X27.,X28.,X29.,X30.,X31.,X32.,X33.,X34.,X35.,X36.,X37.,X38.,X39.,X40.,X41.,X42.,X43.,X44.,X45.,X46.,X47.,X48.,X49.,X50.,X51.,X52.,X53.,X54.,X55.,X56.,X57.,X58.,X59.,X60.,X61.,X62.,X63.,X64.,X65.,X66.,X67.,X68.,X69.,X70.,X71.,X72.,X73.,X74.,X75.,X76.,X77.,X78.,X79.,X80.,X81.,X82.,X83.,X84.,X85.,X86.,X87.,X88.,X89.,X90.,X91.,X92.,X93.,X94.,X95.,X96.,X97.,X98.,X99.
35,-6.18642340425178,-5.9862713654924,-5.88004494253379,-5.77492630865984,-5.69877828627412,-5.66434655014973,-5.61299746143974,-5.57441855395118,-5.52214661917169,-5.48701068529608,-5.45670624244751,-5.42514577368242,-5.37891551681079,-5.3411402329816,-5.30649916045249,-5.25187695209058,-5.21801063702767,-5.15620666481823,-5.10328358223771,-5.07176078474511,-5.03100599299404,-4.9810832878546,-4.9340167390746,-4.89816850975037,-4.86841581735261,-4.84424092139722,-4.79751389607438,-4.76073855493619,-4.71115579528977,-4.67025566002598,-4.62674934238056,-4.57673530060628,-4.55165042198264,-4.52999223009913,-4.51083880994598,-4.48637402525753,-4.45850632582332,-4.43714299118211,-4.41690471855238,-4.39736470504548,-4.37117503052133,-4.35160997060187,-4.33237207382239,-4.3104885458765,-4.28676009073916,-4.25780445425295,-4.22872273173295,-4.20415772386206,-4.18285283108574,-4.15471478240884,-4.12975710188468,-4.11223446551786,-4.09137081181979,-4.07401462282889,-4.05428046308472,-4.02333918846855,-3.99190149404986,-3.96835552733353,-3.95121825440528,-3.92898404908806,-3.89543579668109,-3.87087728708725,-3.8362811406142,-3.81167184202746,-3.77603129710811,-3.75625267239648,-3.73365215389558,-3.71155016563136,-3.67949184559632,-3.64765623409063,-3.61416498193596,-3.59039796200806,-3.55812760846041,-3.52933009764796,-3.47173683424781,-3.42616450212333,-3.35225569654999,-3.29672809558284,-3.21139912958455,-3.17236900695692,-3.11133915645865,-3.00070981614118,-2.93284950294973,-2.7787898245926,-2.67715849375353,-2.55455426023993,-2.43161680036225,-2.34647870250873,-2.25101791452252,-2.16981488113739,-2.0956335567689,-2.01140194563529,-1.91044917136411,-1.85743482499339,-1.75698100432021,-1.68206087433711,-1.57811671141934,-1.43438477470103,-1.29678539285459
36,-5.03697128697817,-4.87126882219255,-4.73946789190167,-4.63566896696683,-4.56785702484426,-4.48451525836936,-4.42599575567506,-4.37739584452091,-4.33236748427094,-4.2788248593152,-4.2367168025271,-4.16678774853144,-4.10679453222549,-4.04861167268831,-3.99480899355626,-3.92261561354553,-3.81017357159559,-3.75691068758123,-3.71463226554209,-3.66850555491838,-3.62503353865659,-3.58742919577463,-3.55356262135039,-3.51218462710182,-3.48597114696965,-3.45778050867734,-3.43008683388661,-3.40806553554085,-3.39237979113021,-3.37192686327489,-3.34935067177032,-3.32450531044903,-3.30322438699976,-3.27939957684583,-3.26252021912796,-3.24655797751625,-3.2339926004543,-3.21451433531918,-3.19177489660131,-3.17068207218593,-3.15016387600881,-3.13669541213049,-3.11805947676243,-3.09898831467539,-3.07709767769675,-3.05394447605663,-3.02985902254062,-3.01162633726739,-2.99236623379286,-2.97617182796047,-2.95650857315287,-2.93898735272875,-2.92147043243457,-2.90382453526608,-2.87935456976511,-2.85898655574737,-2.8414470812488,-2.82260628025808,-2.8077899103396,-2.78530354924802,-2.76749017703496,-2.73529039776635,-2.71634100574677,-2.69964325010627,-2.67849136079812,-2.64147477125958,-2.62036533350007,-2.60092684387157,-2.57525967000387,-2.54592373349657,-2.51250941657871,-2.48467066465464,-2.43231879714856,-2.39449886425193,-2.35618475791515,-2.31199265933345,-2.28139921320122,-2.24621569192628,-2.18401937962997,-2.14105174958577,-2.07453859112043,-1.98333179899926,-1.89266780293024,-1.83136985091109,-1.76616723413444,-1.68948573024273,-1.60227530030661,-1.52401742614081,-1.41679747970872,-1.33009893452364,-1.25598572863445,-1.17607060791567,-1.05474461783896,-0.980159624404462,-0.900165357416684,-0.819185442122145,-0.727953722905885,-0.614827665170279,-0.46523274884401
37,-5.47914963292105,-4.77220076979854,-4.57749168996108,-4.48052556447676,-4.39705149533592,-4.32106136085425,-4.2512860515591,-4.17516211165684,-4.11760012576478,-4.04557692596546,-4.00158010314709,-3.9529200985709,-3.91396815395203,-3.87337474258435,-3.83094991946559,-3.79695156712429,-3.74075782326433,-3.71993787402451,-3.69088790121121,-3.67221022083735,-3.64625127293169,-3.62296697931533,-3.60047146328026,-3.57594376417661,-3.55866451961432,-3.54151407615683,-3.52300423530179,-3.50213633516135,-3.48675424121761,-3.47051410751745,-3.45088310926797,-3.43544296261117,-3.4147296702829,-3.4031773078478,-3.39298622657932,-3.37814538392571,-3.36606925819381,-3.35168801431222,-3.33182105777975,-3.31345701067161,-3.29593023933378,-3.27366226707305,-3.2572095257243,-3.229268337901,-3.20709275134412,-3.18614266253203,-3.17055221401638,-3.14885341139011,-3.12927331444726,-3.10044638015879,-3.08214547523594,-3.0699234238396,-3.05339233802988,-3.03117842442059,-3.00145514009889,-2.96808436023024,-2.94693540948659,-2.93210443590775,-2.90350064496524,-2.85794271431458,-2.82214157716202,-2.78793646115799,-2.76136597102323,-2.73108098912738,-2.70191315224953,-2.6651174082215,-2.62512011506475,-2.58103215015778,-2.53773144136697,-2.45536371825709,-2.38500039751014,-2.30144412936072,-2.23742038062397,-2.18018586151176,-2.09694093165838,-2.04360036605495,-1.98712282928025,-1.89452944802531,-1.83223779997082,-1.76743984706853,-1.70961854966441,-1.6483182158379,-1.58852580153174,-1.54075008523782,-1.48710911381303,-1.42730605578723,-1.37282213213116,-1.32269121927104,-1.26514628154553,-1.22081823503855,-1.18051068266244,-1.12912160442946,-1.06533853888057,-1.00260865857449,-0.927053136245882,-0.803107847972162,-0.68074019248648,-0.588747969424394,-0.374409218748147
38,-6.16856701426455,-5.96097289181277,-5.82114306511451,-5.76855064957624,-5.70403576947051,-5.65180470236974,-5.57799744445267,-5.54214955177709,-5.50667563025584,-5.45673078386322,-5.40352608549938,-5.38018953615141,-5.35151962283195,-5.3036585789565,-5.26583922281712,-5.22573866337866,-5.18595689051884,-5.15891781093359,-5.11842752902872,-5.07222571543897,-5.00469907169819,-4.95464140506927,-4.9095882466603,-4.8526327512344,-4.80754375154394,-4.77966206157238,-4.74990466620135,-4.72337174128851,-4.70227581926687,-4.66645278676912,-4.62973850990509,-4.59496571689336,-4.56848062154765,-4.54995884362163,-4.52743684369156,-4.49228255526109,-4.45230431942982,-4.42733293481903,-4.40055043047037,-4.3801901653614,-4.35386130012245,-4.33238505988199,-4.31501514324966,-4.29692155356705,-4.27371131607523,-4.25439684701578,-4.230798411842,-4.21336288335962,-4.18330834902253,-4.15913350676065,-4.13867377074599,-4.11003590695221,-4.08285340125051,-4.0655521001874,-4.04183089578488,-4.02551919652031,-4.00692820007792,-3.9792428119456,-3.95416805651407,-3.92842640059531,-3.89989420739806,-3.87803977173369,-3.86353736233613,-3.83537761281209,-3.81980644373455,-3.78238971967378,-3.7563573762884,-3.73046682130076,-3.69957285052455,-3.66313039943602,-3.62949403107572,-3.59845628309827,-3.55617765729609,-3.51005086172634,-3.47693819228659,-3.44370487246157,-3.40573017805541,-3.33782187722121,-3.27957912430508,-3.2019020044163,-3.09836277960826,-3.03640940715351,-2.9537922820041,-2.87005793980286,-2.77730773727904,-2.68518945660233,-2.58972168781487,-2.53316567931616,-2.42468504663868,-2.33356045519927,-2.24393785097385,-2.18078212635338,-2.09315029878528,-2.01532617976876,-1.90730055705586,-1.80849380954198,-1.71257444407801,-1.56267217421437,-1.38198899397621
39,-6.07927226966729,-5.93006805669041,-5.83897014801722,-5.75078730293823,-5.68026109787334,-5.61850018915123,-5.55222106196314,-5.50931431191389,-5.44934859115219,-5.40988501753813,-5.36598759038236,-5.3283352580391,-5.29185540743208,-5.25361166273328,-5.22245739221561,-5.19014599882979,-5.15105689604216,-5.12463960858149,-5.09564648966833,-5.07067143223867,-5.04323185677674,-5.01119983323722,-4.97817017978175,-4.9500358004071,-4.92497356734873,-4.89777240107718,-4.879765077468,-4.85474222924245,-4.82999127317639,-4.79300353291222,-4.76359276839671,-4.73205617491189,-4.70912383164625,-4.68293450655286,-4.65337825167977,-4.63108898062298,-4.59337465253723,-4.56821310743276,-4.53712500731294,-4.51706378973638,-4.48545040589731,-4.46268771664597,-4.43835902138574,-4.41132807954907,-4.38388042584264,-4.352617789782,-4.32317936691757,-4.30434946516004,-4.27393585334251,-4.24992877736693,-4.22610850111761,-4.19084122907913,-4.15277125433763,-4.11720262419751,-4.0887116856406,-4.05311934287196,-4.01460359091465,-3.98400605027175,-3.94725050809114,-3.90720838974762,-3.85121213989178,-3.80101115994969,-3.76431905959943,-3.71274541402137,-3.62277440441685,-3.57721933939919,-3.50880774715874,-3.4605237695882,-3.3994356200299,-3.34463641591069,-3.29610640212267,-3.23919280530694,-3.18665990932354,-3.13560287455167,-3.08686731704146,-3.04097052115581,-2.99332487344382,-2.95795166161605,-2.91008110214081,-2.86127483998596,-2.78506083126204,-2.75373419022779,-2.72073793914292,-2.67452506895362,-2.62760989868372,-2.58279882383388,-2.53838220924293,-2.48501669868546,-2.44245664551312,-2.38352714932445,-2.3329687517428,-2.27873451865567,-2.21591605600316,-2.15176081492903,-2.12157684151511,-2.05776966775885,-1.97408306257022,-1.8324791607757,-1.67151062025595
40,-5.00841306514572,-4.82951908505384,-4.73115631635952,-4.6341576580599,-4.53583589589933,-4.46933400448833,-4.43689614037463,-4.38985404083841,-4.33170131918425,-4.26960040478175,-4.22749276490282,-4.16494261611436,-4.10242347432086,-4.02517380256248,-3.9440964890434,-3.85621217085378,-3.8032547968364,-3.74326809815628,-3.71268183142137,-3.66765673492098,-3.6281443041311,-3.5989527463014,-3.56126003825523,-3.53268984885419,-3.49551688784514,-3.46772420479883,-3.44802533950243,-3.42431550362815,-3.39104405162523,-3.371488890737,-3.35482549978797,-3.33791741608415,-3.31493188310755,-3.29108870290118,-3.27758630884518,-3.25796148285906,-3.24588764672079,-3.2267474269929,-3.2065500491384,-3.18221601901173,-3.16270969048456,-3.13995031542133,-3.1260383149229,-3.10679299612793,-3.08365279417732,-3.06445033899291,-3.04472887755667,-3.03035729993267,-3.00722020365364,-2.98109054551139,-2.96448307395069,-2.94209271652138,-2.92147545563638,-2.90449652763836,-2.88516819625875,-2.86477007919051,-2.84732220114154,-2.82280156521291,-2.80340315374221,-2.78022280763617,-2.75712856689207,-2.73095192988346,-2.71760748905667,-2.69954100763273,-2.67126874825636,-2.64669302567861,-2.61189927077925,-2.57879117897012,-2.55143402643939,-2.53625482375116,-2.50960013820657,-2.48618179762645,-2.44931115593351,-2.40913197444537,-2.36551695051765,-2.32645595689495,-2.27445272696632,-2.22677731661532,-2.18077677230805,-2.0950352717401,-2.01817411273568,-1.95321797094208,-1.87089343772845,-1.81223758383123,-1.7414344057503,-1.64700069102396,-1.57148558575256,-1.46332607117603,-1.37651217552542,-1.28660999647776,-1.19862709989902,-1.10771149596402,-0.99817901984132,-0.930442719019557,-0.819044851884289,-0.739351271439471,-0.622225699530431,-0.532192818914442,-0.392928267955063
41,-4.92681139494502,-4.69644633896827,-4.53072628658481,-4.38449749925569,-4.25806093450682,-4.17242654773433,-4.09804026396436,-4.04993816160818,-3.9968624993499,-3.95469952731236,-3.90669231829746,-3.86847269403947,-3.831405214472,-3.80482080453078,-3.77356460218149,-3.74570960716849,-3.73198855424794,-3.70794272043517,-3.67143122036635,-3.64364082084057,-3.6173871370924,-3.5933033579619,-3.56322604997041,-3.54432566930591,-3.51695620016336,-3.49741852676586,-3.48205798456166,-3.46238599776863,-3.44669454461004,-3.42841502543816,-3.4084741071267,-3.39507942167748,-3.37956730519907,-3.36957182560518,-3.35474088242201,-3.33468083966207,-3.3148717114939,-3.29593582125855,-3.27886239077723,-3.26432732154006,-3.24557031671061,-3.22514139329561,-3.20608201134261,-3.18936359805856,-3.17430067481007,-3.15830060273299,-3.13969663271934,-3.12556937361318,-3.1028583917747,-3.0801454667267,-3.05998367502859,-3.0371352187376,-3.01466578997511,-2.99098027970071,-2.95791927141766,-2.92700579124412,-2.89422105695076,-2.86427650722995,-2.83776643370682,-2.80318642909734,-2.76152038798395,-2.73898100348334,-2.69217088919332,-2.65640375914824,-2.60730450025696,-2.53850330895919,-2.4966269727418,-2.46638179146497,-2.41631910559197,-2.33053767710469,-2.28074043770681,-2.19798903123938,-2.15070598538866,-2.09606155685355,-2.03261233435443,-1.9530605327293,-1.86959703082057,-1.79957090195033,-1.76770578148027,-1.67709049469407,-1.61711696452899,-1.53013948778706,-1.47682201097831,-1.41651547424839,-1.37491456926135,-1.31340303011682,-1.26462922612899,-1.21743955064368,-1.1797939893917,-1.11785753355136,-1.07013161587721,-1.00949673683043,-0.92825068886655,-0.873092082619435,-0.791984675560105,-0.734497196372502,-0.644892530146231,-0.54761708703757,-0.374804242138036
42,-5.60839484399953,-5.36680128199331,-5.26557754494349,-5.18575981930755,-5.11210724397822,-5.05586952107159,-5.02572380266093,-4.99259655533564,-4.96361582934454,-4.93451902650915,-4.91684633213761,-4.88775421553106,-4.87216843416107,-4.85356803733387,-4.83379841281161,-4.81618048647995,-4.80210090300893,-4.78806243077049,-4.76947979913094,-4.75318293627795,-4.73894003790239,-4.71616147135763,-4.70055798424261,-4.68680471868349,-4.67208142391195,-4.65619596325313,-4.63817584353466,-4.62705051226382,-4.61606151326947,-4.60501251374635,-4.59009434303566,-4.57694037241722,-4.56573831835257,-4.55072849512251,-4.53375030287342,-4.52282338705527,-4.51018040257096,-4.49894087010305,-4.48647887899836,-4.47268071405751,-4.45494410850533,-4.44055628931871,-4.42612037982019,-4.41053050185112,-4.39607430529477,-4.38410256294773,-4.3662242084083,-4.35171022719282,-4.33493482932373,-4.31929473597537,-4.2963114263214,-4.27260294328114,-4.25792654910846,-4.23208834899469,-4.2042479618478,-4.18659477651343,-4.16240923771882,-4.13802819018745,-4.10293566084591,-4.07285209072553,-4.03237525227996,-3.99865940225377,-3.92896826545607,-3.88923997928192,-3.83576596599981,-3.74130454581921,-3.65459224899344,-3.56179382854009,-3.52907842813922,-3.45410952617225,-3.40193858593211,-3.31952467429526,-3.26549153095309,-3.20269405365163,-3.13482134972724,-3.06735718249381,-2.99944054241821,-2.95162928141761,-2.89773220633318,-2.85369397328385,-2.79875292489558,-2.74867452006655,-2.71000559779636,-2.6811658730689,-2.63045844866501,-2.59142464011599,-2.55122522840498,-2.50071892588064,-2.46153611906309,-2.39942119892423,-2.33381008011854,-2.297823943882,-2.26193036762073,-2.20690142701357,-2.14569929865401,-2.08520987339241,-2.03559611921666,-1.94618989638739,-1.8348133685974
43,-5.15805241134057,-5.04332318468116,-4.88530898300637,-4.80273025753165,-4.75402609152059,-4.70650423009759,-4.67341843023212,-4.62536045226612,-4.58315948252834,-4.5337459918125,-4.48723812853955,-4.45582930543406,-4.41871319174969,-4.38017913734504,-4.34981437694978,-4.322476902809,-4.28859164160196,-4.25083633772184,-4.21597884545803,-4.20039294155014,-4.16738637200212,-4.13124721780199,-4.06043647650219,-3.99921081033974,-3.93921804011023,-3.88610488325289,-3.78381745049323,-3.65695103650411,-3.27131526339422,-3.02274050755302,-2.88527540074095,-2.78188307735821,-2.71926481729626,-2.64129626826383,-2.54989520438311,-2.46966778388447,-2.42957366187979,-2.35435824931148,-2.30814060267458,-2.22873991621608,-2.16997615214339,-2.1020179538467,-2.02832652452061,-1.99299627072098,-1.94274914136324,-1.8758054822135,-1.82165339196737,-1.76468372789173,-1.71226827790335,-1.6738711966254,-1.61331544654939,-1.56408121862664,-1.48930343610178,-1.45152452556236,-1.4056639105306,-1.33963954271616,-1.30082849557474,-1.27125707717059,-1.23113026579942,-1.18738488574323,-1.14460142089676,-1.11324865245252,-1.0647916123672,-1.02530822347413,-1.00414170604925,-0.979572405327839,-0.945696896179398,-0.918595577915063,-0.893507847202793,-0.858761990912809,-0.823991044263587,-0.797297341450739,-0.757859034278328,-0.734903989581804,-0.700625562790646,-0.667773544090224,-0.653623405412456,-0.623985242047016,-0.591404688417914,-0.560977324792919,-0.533791053321059,-0.497127835394593,-0.46288466045761,-0.439737625609899,-0.395844321470247,-0.369279479309563,-0.338507136143727,-0.314356701348607,-0.282726389461813,-0.243112535200518,-0.215908890756578,-0.173129096065873,-0.118243435669223,-0.070901049798617,-0.0367208338502693,0.021814778706105,0.0841019959956306,0.167088087071439,0.261029240636456
44,-5.79410917704758,-5.68460928680972,-5.59785224194374,-5.50436994536168,-5.40471816134258,-5.34075183403371,-5.28294798411435,-5.24808650230219,-5.21469506971763,-5.1547322278169,-5.1150929738741,-5.07473483364082,-5.02804368156709,-4.96671124684847,-4.93586917899227,-4.9127213636259,-4.86403872329706,-4.80465228716578,-4.73203979474568,-4.67547369591056,-4.53657571927195,-4.44688827188111,-4.31752091023268,-4.22952569328963,-4.13391128894874,-4.07251270809806,-4.01800087912056,-3.94250303841234,-3.87935495699203,-3.83178304112578,-3.78735611503833,-3.74950170426872,-3.72622827397508,-3.69275159483834,-3.6651762422938,-3.62210514537183,-3.58854097308503,-3.55262150315475,-3.51604271700127,-3.47702518362663,-3.4470704967637,-3.41251179783673,-3.39110868894812,-3.35694701538182,-3.32256312757685,-3.29891897232262,-3.26986785248738,-3.23996682694887,-3.19548849858721,-3.16802700099797,-3.14079472948027,-3.10125517401963,-3.05892709939744,-3.01647874500226,-2.97409830306912,-2.93397435445434,-2.89684180968959,-2.85549436550419,-2.83131813403813,-2.77893934244317,-2.73116721311769,-2.67518689279329,-2.6171619982868,-2.55371712996172,-2.46450037484684,-2.4048481122634,-2.30544512631212,-2.23047529819626,-2.1700291345881,-2.09512614849893,-2.05683642086729,-2.01048843698351,-1.96145668693544,-1.9225944260746,-1.86959038901746,-1.82998463465677,-1.79522848813922,-1.76616970472611,-1.73539804950469,-1.7019540679256,-1.67518706890131,-1.64511993943214,-1.59748951754033,-1.56709291437822,-1.53861438382341,-1.48663324043182,-1.45559812501183,-1.42845536163271,-1.37254223874981,-1.32283416674679,-1.26509002577823,-1.22363095146103,-1.17867657562674,-1.13869585774256,-1.09984638060371,-1.033918621403,-0.971862772060222,-0.899236112970332,-0.788587112588079
45,-3.68483032632986,-3.46993848736824,-3.34704320298207,-3.27173858331828,-3.21173295492784,-3.15802003589199,-3.10993727706813,-3.07940987103591,-3.03282122571818,-2.99758386985452,-2.95749063796937,-2.90925508790358,-2.83845249664925,-2.80046531931041,-2.73611297914279,-2.67004777707298,-2.63199011413073,-2.58164463325702,-2.51951123379578,-2.47844362178375,-2.37113135822952,-2.26804042099605,-1.98210373968308,-1.73972517446233,-1.61507569151821,-1.54241536191035,-1.49174758422931,-1.40585553724155,-1.34776448996334,-1.29626666501964,-1.24418540499439,-1.21726595805757,-1.18157313971189,-1.13651575249702,-1.09436457866403,-1.05419820706934,-1.00331495002423,-0.973823257333166,-0.936271441414685,-0.908019352852413,-0.86340651150237,-0.82899155230065,-0.793062593211497,-0.765718767998459,-0.725469169006761,-0.664708643003879,-0.592877038900518,-0.553062235861029,-0.510027542097231,-0.479005981491418,-0.438322675311101,-0.397744621787954,-0.356115006157708,-0.328579400133481,-0.277594244664473,-0.233513805263953,-0.189935592839011,-0.148078242087942,-0.0907535895674865,-0.0463103583429794,-0.00565077665898256,0.036661893288455,0.0748855995089151,0.11814346037889,0.178227937406882,0.222660001335649,0.271016071305821,0.295945083386944,0.337810880022796,0.362344302838058,0.393991295691509,0.421795369071305,0.456310918041194,0.485524251607485,0.522814838545843,0.555480362327637,0.589065159259123,0.629142638727896,0.663443122289117,0.683578431977951,0.710825076695715,0.740457224912002,0.76690057337977,0.800686415935768,0.832687478994633,0.875034353783834,0.91203972633262,0.937768856750582,0.987205457535037,1.01934934533058,1.05731376042132,1.10208571253105,1.14911218344843,1.20396846261151,1.27701426118918,1.34371309961792,1.40623023585612,1.50619387159139,1.66127141324941
46,-5.9198720203546,-5.78514945861642,-5.69950691983319,-5.60714628194135,-5.55585063756769,-5.50940227810085,-5.47527472380849,-5.44411555260436,-5.39527369943086,-5.34528675292564,-5.30288104294037,-5.26008744990697,-5.20513711665167,-5.15493221885637,-5.12152255482367,-5.04049379207823,-4.97575912142255,-4.91948144009468,-4.85847108953872,-4.80744200424341,-4.76078504041075,-4.67972121259887,-4.58693397174737,-4.52360263904291,-4.4367093275783,-4.35098760841713,-4.30078420673412,-4.25925740509277,-4.22241825981226,-4.16401359176016,-4.11948094095167,-4.07527778163356,-4.05380285212017,-4.01809889440922,-3.98593213313715,-3.93671559610983,-3.89257153511093,-3.8521283725116,-3.81817104085101,-3.77765801499207,-3.7175913683691,-3.69221462708379,-3.6527182289512,-3.62637316728483,-3.58658638963414,-3.54700867105235,-3.51225346075092,-3.48035249454123,-3.44104555901715,-3.42496959790741,-3.39128645550811,-3.35263754411806,-3.31511831126709,-3.26893411586554,-3.24597153069317,-3.21132996677959,-3.1741062491538,-3.14180776512798,-3.10303813508339,-3.07297831272633,-3.04509165827874,-3.01194803710161,-2.97132806487811,-2.93752092711223,-2.9005918677161,-2.87148833476179,-2.83883856474099,-2.79786321191162,-2.75564494874016,-2.71523020599046,-2.66742081934953,-2.62995165028241,-2.59867683581393,-2.56469207463589,-2.51531876667664,-2.48175262942318,-2.43638761502093,-2.39592650268399,-2.35499585524151,-2.31845158096531,-2.26547938370177,-2.20787722440231,-2.14355390219785,-2.08168265292259,-2.02365616262045,-1.96687334759012,-1.89119980895172,-1.81234540719075,-1.73020400493341,-1.69590804035985,-1.62341149759572,-1.56092092958211,-1.51582472435889,-1.44249814191425,-1.38925497373269,-1.29207087097212,-1.18321882286003,-1.11613583667249,-0.947639177661435
47,-6.02043919216859,-5.14714137178424,-4.87978976776003,-4.70015247554735,-4.5838415959249,-4.5411856581915,-4.48711112293396,-4.4579472647867,-4.40712463552346,-4.37168334348812,-4.3388823175742,-4.29357949933306,-4.26306163690767,-4.23622692483396,-4.21211982394594,-4.18933739717278,-4.16324198522505,-4.14201044899427,-4.12003442725066,-4.09200632344643,-4.06774828924545,-4.03782019392181,-4.01578085607998,-3.9903578082652,-3.96979759382051,-3.94484161492795,-3.92706351295291,-3.90209086812463,-3.86202290461957,-3.83399894362443,-3.80871135258902,-3.78823316649046,-3.75626912778113,-3.73169248669863,-3.71293132310153,-3.68700924568502,-3.66357177439596,-3.6358353691335,-3.60597056774247,-3.57357870809796,-3.53710247833348,-3.4994599073134,-3.46256549169569,-3.43629075073043,-3.37438313143536,-3.33055976470884,-3.27340396344649,-3.18936721540423,-3.13303152759848,-3.05633438195769,-2.97799816559524,-2.90681052005956,-2.82087313655676,-2.76612551188812,-2.69134692538867,-2.62164269003607,-2.56112243697794,-2.49847640890704,-2.42500147068853,-2.35548082485297,-2.2837942477245,-2.23172530455772,-2.17790850160908,-2.15062986210331,-2.0993741260397,-2.06541886736913,-2.01605992105623,-1.96872429070198,-1.91686958316271,-1.87215514034056,-1.83958603753858,-1.81097482660998,-1.76872713501584,-1.72974721530812,-1.67860612863172,-1.63270547514226,-1.59541811462824,-1.55195398565381,-1.51468984696705,-1.47936344448056,-1.44200169980107,-1.40444637905765,-1.36654216953227,-1.33687546570766,-1.29808545917711,-1.25174709481865,-1.21073938584909,-1.17429320195176,-1.12393195314173,-1.07966081507129,-1.02119701591604,-0.961978280605707,-0.905777962452077,-0.838299676040473,-0.733710956655777,-0.661549295597813,-0.59271173102349,-0.486927960394764,-0.324184198274785
48,-4.78767171679844,-4.60204975592402,-4.5016417319557,-4.4465208546747,-4.39732604226881,-4.35605959878588,-4.31935317437195,-4.26419430357357,-4.23797676598794,-4.22032587429021,-4.18873658420269,-4.16642590533907,-4.1274000743992,-4.1041609515909,-4.07928982685232,-4.05513742529545,-4.03018839015876,-4.00853773693055,-3.98568415667797,-3.9628897587027,-3.93278927930233,-3.91454113086677,-3.89611845339503,-3.88047601602403,-3.8581027461406,-3.83276127509873,-3.81235215851261,-3.79314027227606,-3.77263456462997,-3.75055831263311,-3.73146473706644,-3.71191537235964,-3.69314589604875,-3.6772089583122,-3.64963918962737,-3.62394790830599,-3.60539440401756,-3.58819297902548,-3.57366844871124,-3.55241909604063,-3.53400549679628,-3.51247759633315,-3.4906083406281,-3.47341957738333,-3.44888620946399,-3.41794977340903,-3.38883991475115,-3.35851411707179,-3.33475308961307,-3.31054742410301,-3.27884014994801,-3.25781895525555,-3.22448877445731,-3.18639247413454,-3.14228002877117,-3.08634170123809,-3.02603476587414,-2.97362150556633,-2.89357588913999,-2.81889192358767,-2.73394534597428,-2.66928021436041,-2.55919244707328,-2.38191490378232,-2.25994456602918,-2.11748982236343,-1.99700607130773,-1.88874938122028,-1.80619603031913,-1.74992392161584,-1.67727788093341,-1.61199833335317,-1.54258128620384,-1.50181822393569,-1.45076590862031,-1.40945874007925,-1.36797994014714,-1.31643484741314,-1.2683870921511,-1.2260080505935,-1.18977677804258,-1.14581662097021,-1.08755010064735,-1.04356157784608,-0.992982763712634,-0.932290300023434,-0.886818549511532,-0.842704354411873,-0.79857047219811,-0.746441849868985,-0.694130951311277,-0.639056078139037,-0.578014526625916,-0.550875147761834,-0.504763296684071,-0.445188668947573,-0.354126424095311,-0.256606118615313,-0.123763462659698
49,-5.96443668096644,-5.68603580227549,-5.30471812817584,-4.99769673996918,-4.7813270639931,-4.56161938319076,-4.38578038742243,-4.29473392605635,-4.21513697290824,-4.16353235949692,-4.10043692450731,-4.0327475567651,-3.96272527416864,-3.91699183388191,-3.89256748533904,-3.85133911570283,-3.81575898723292,-3.77538738985144,-3.73739001005431,-3.70844242406075,-3.66578087375509,-3.63989878513798,-3.61528980122623,-3.58933401019863,-3.56440457128503,-3.54007666613532,-3.51449613288182,-3.48925437676934,-3.46941553035122,-3.43882640401772,-3.4220622663828,-3.39973657172727,-3.38146574460879,-3.36413845176599,-3.34485159880593,-3.32517247211452,-3.29872987961888,-3.28207250852113,-3.26105511378973,-3.23655914105363,-3.22113365734732,-3.20661240715249,-3.19361846478377,-3.17312534000824,-3.15701782253678,-3.14217527553428,-3.13098792186843,-3.11346869253163,-3.09881407992555,-3.08712228000256,-3.06954978772768,-3.0533147987897,-3.03897755427544,-3.02104160101625,-3.00693744437974,-2.99620195660113,-2.98530235463632,-2.96884488089153,-2.95819822987251,-2.93885459499027,-2.92528136478029,-2.91298665568135,-2.89691680377134,-2.87486631966377,-2.86256560790741,-2.84992421532928,-2.83548721990318,-2.82040611474376,-2.80837133701321,-2.79615212716174,-2.78135347310723,-2.76265275954943,-2.73910564112499,-2.71528054567612,-2.70178252572485,-2.68421711168283,-2.667167009393,-2.65080944110833,-2.63349283511783,-2.61935116249034,-2.60574952706545,-2.59295069690094,-2.57777795114498,-2.55355812130864,-2.53214053228415,-2.5115703458067,-2.49642628512694,-2.47979789879133,-2.459232748845,-2.42729227110349,-2.3910835723747,-2.36702111865612,-2.34491754141077,-2.30676676271482,-2.28017727612834,-2.23474916843575,-2.18920508297398,-2.12447592321628,-1.99050332616105
