Index,Trad.RSD4,Reg.RSD4,Prob.1,Prob.2,Prob.3,Prob.4,Prob.5,Prob.6,Prob.7,Prob.8,Prob.9,Prob.10,Prob.11,Prob.12,Prob.13,Prob.14,Prob.15,Prob.16,Prob.17,Prob.18,Prob.19,Prob.20,Prob.21,Prob.22,Prob.23,Prob.24,Prob.25,Prob.26,Prob.27,Prob.28,Prob.29,Prob.30,Prob.31,Prob.32,Prob.33,Prob.34,Prob.35,Prob.36,Prob.37,Prob.38,Prob.39,Prob.40,Prob.41,Prob.42,Prob.43,Prob.44,Prob.45,Prob.46,Prob.47,Prob.48,Prob.49,Prob.50,Prob.51,Prob.52,Prob.53,Prob.54,Prob.55,Prob.56,Prob.57,Prob.58,Prob.59,Prob.60,Prob.61,Prob.62,Prob.63,Prob.64,Prob.65,Prob.66,Prob.67,Prob.68,Prob.69,Prob.70,Prob.71,Prob.72,Prob.73,Prob.74,Prob.75,Prob.76,Prob.77,Prob.78,Prob.79,Prob.80,Prob.81,Prob.82,Prob.83,Prob.84,Prob.85,Prob.86,Prob.87,Prob.88,Prob.89,Prob.90,Prob.91,Prob.92,Prob.93,Prob.94,Prob.95,Prob.96,Prob.97,Prob.98,Prob.99
1,-3.598087191,-3.785329835,-0.875207222,-1.07116172,-1.275018801,-1.39146782,-1.522486402,-1.660790948,-1.799393993,-1.918207464,-2.090430059,-2.279129705,-2.40562214,-2.516835499,-2.609532506,-2.682026536,-2.743501488,-2.798222355,-2.84087042,-2.878788157,-2.920823674,-2.955189346,-2.984693508,-3.017272708,-3.046500752,-3.074636953,-3.100108822,-3.12368737,-3.145798747,-3.167109569,-3.185335236,-3.204972688,-3.224243086,-3.245713589,-3.265595974,-3.285025654,-3.301764519,-3.319542317,-3.335605483,-3.353268299,-3.371800461,-3.388760642,-3.40619756,-3.421137549,-3.437626336,-3.454780144,-3.47214352,-3.488080042,-3.502693584,-3.517143953,-3.532275712,-3.545428274,-3.55896295,-3.572539814,-3.589277784,-3.606089951,-3.621318713,-3.635543138,-3.651952236,-3.667100354,-3.685137291,-3.701355991,-3.720467851,-3.738077454,-3.753961503,-3.767064014,-3.784698954,-3.800843786,-3.81877057,-3.836597431,-3.85658596,-3.87544129,-3.89664569,-3.915681342,-3.935051349,-3.957866039,-3.984678898,-4.010986581,-4.041405384,-4.074997342,-4.11283626,-4.148717926,-4.193975525,-4.24263856,-4.294845111,-4.364253706,-4.452405502,-4.527503181,-4.606295013,-4.684744118,-4.750201354,-4.812422738,-4.877013813,-4.927219985,-4.984562946,-5.043080928,-5.09845428,-5.167738605,-5.263270146,-5.365795224,-5.549154686
2,-4.029487096,-5.591064607,-1.098142592,-1.203940684,-1.292692539,-1.368497599,-1.476671309,-1.568430457,-1.607695682,-1.639892429,-1.675133124,-1.711279753,-1.745095113,-1.782372372,-1.815628139,-1.862504305,-1.912389571,-1.98226593,-2.047546983,-2.091072401,-2.121292879,-2.162351797,-2.193093215,-2.228086879,-2.265851375,-2.307963928,-2.366318756,-2.457539077,-2.564882927,-2.618563138,-2.682001602,-2.760551822,-2.851817716,-2.965725078,-3.0769976,-3.173872267,-3.256126545,-3.326647966,-3.389559061,-3.441557523,-3.492182521,-3.532424427,-3.565091855,-3.60038505,-3.640031715,-3.667709069,-3.695333545,-3.724216524,-3.751072865,-3.777320892,-3.802660109,-3.828049345,-3.847259315,-3.873172052,-3.897788632,-3.920712041,-3.945144367,-3.966075138,-3.986553053,-4.006036738,-4.028139698,-4.050288691,-4.069152667,-4.090939357,-4.111723415,-4.132119456,-4.155294063,-4.174409282,-4.192943445,-4.214118574,-4.234949883,-4.255908489,-4.277360394,-4.300479361,-4.322623108,-4.34428821,-4.367269321,-4.392203976,-4.418627561,-4.444409836,-4.46555817,-4.486122864,-4.508282524,-4.533099543,-4.563452524,-4.594843896,-4.621795281,-4.647358971,-4.680651529,-4.712667497,-4.744065722,-4.78298244,-4.82548683,-4.865942919,-4.906039077,-4.952048553,-4.999600833,-5.070462291,-5.157626728,-5.272867621,-5.453734532
3,-2.728960404,-2.924279286,0.243080468,0.055112484,-0.143909646,-0.237402244,-0.331997578,-0.453616889,-0.603262324,-0.720218144,-0.842820661,-1.010848712,-1.169548456,-1.334667806,-1.497235889,-1.612225666,-1.700129312,-1.770679466,-1.83959711,-1.8895254,-1.934264947,-1.97513747,-2.007611907,-2.040083453,-2.07690468,-2.108214089,-2.13346252,-2.160128551,-2.191931318,-2.21677988,-2.240649826,-2.26607567,-2.288817545,-2.310228475,-2.334101332,-2.355750551,-2.376308705,-2.397985273,-2.419396703,-2.439109042,-2.457807117,-2.478006462,-2.493197993,-2.508236231,-2.526674677,-2.542836684,-2.55902037,-2.574026309,-2.588472267,-2.604012662,-2.62037027,-2.637667635,-2.653205111,-2.672586883,-2.690075271,-2.704649918,-2.720841055,-2.736371642,-2.751251572,-2.768034963,-2.78491812,-2.80311262,-2.81919437,-2.834558375,-2.851102281,-2.867203754,-2.883414294,-2.899891303,-2.915663456,-2.930325563,-2.946963019,-2.966491811,-2.986818748,-3.006929303,-3.026881674,-3.047722727,-3.067194191,-3.092315563,-3.115794181,-3.1403348,-3.168458191,-3.195531479,-3.224105385,-3.256446197,-3.295031256,-3.334827773,-3.378100617,-3.420771148,-3.472358449,-3.524028622,-3.570871758,-3.627135144,-3.68764379,-3.743973796,-3.807307095,-3.869514846,-3.941958536,-4.013524239,-4.105979017,-4.221395007,-4.401958814
4,-2.30476817,-2.913813852,0.566126354,0.452011735,0.368657378,0.268840755,0.16495713,0.107431739,0.070423734,0.034204954,0.002575408,-0.026509124,-0.053067462,-0.07911622,-0.111250204,-0.148736999,-0.184905267,-0.242467821,-0.281543065,-0.339814882,-0.383304951,-0.413456364,-0.441497842,-0.467843012,-0.493176699,-0.521457683,-0.546544152,-0.576775705,-0.609278086,-0.655505174,-0.714563632,-0.793852306,-0.871534118,-0.92059072,-0.962124578,-1.009438952,-1.061832482,-1.141324588,-1.266056159,-1.383006096,-1.470955966,-1.563578723,-1.643112821,-1.697643933,-1.747267656,-1.793441745,-1.841085657,-1.879702385,-1.917848192,-1.954258832,-1.984262506,-2.014971103,-2.048831561,-2.079045574,-2.113194987,-2.138804585,-2.168142317,-2.197949249,-2.225311783,-2.257412109,-2.283601857,-2.311922028,-2.336139696,-2.366602654,-2.394930322,-2.424372733,-2.451273169,-2.481124108,-2.507967936,-2.537947385,-2.568720947,-2.603195111,-2.638773469,-2.681047244,-2.722498858,-2.763406434,-2.812539607,-2.857207111,-2.914353319,-2.98242593,-3.063967836,-3.173338976,-3.283835314,-3.367742436,-3.440545503,-3.517575373,-3.579820995,-3.634690412,-3.688566239,-3.738780453,-3.781953059,-3.830247166,-3.876009334,-3.919723745,-3.966097033,-4.022642374,-4.082625277,-4.146775728,-4.225507909,-4.327478641,-4.479780519
5,-3.87965785,-4.017033339,-2.74312278,-2.921400905,-3.024358573,-3.096607065,-3.157081423,-3.214095147,-3.263033091,-3.304392705,-3.336574839,-3.370073454,-3.399958244,-3.426395696,-3.45467019,-3.482450699,-3.509840817,-3.53393896,-3.559029041,-3.580257088,-3.599475158,-3.620767787,-3.640426343,-3.657122201,-3.673227323,-3.689768541,-3.70567363,-3.721499503,-3.736038453,-3.753141465,-3.768755337,-3.781914744,-3.795980747,-3.807846611,-3.818970224,-3.831127788,-3.842254831,-3.858000891,-3.872909965,-3.887043949,-3.900755135,-3.914300065,-3.927696583,-3.939779302,-3.953658977,-3.968612223,-3.982185095,-3.993195379,-4.004568209,-4.019570925,-4.033077746,-4.044873809,-4.057137426,-4.068367953,-4.079433433,-4.091424849,-4.105295365,-4.118608452,-4.130724691,-4.143117739,-4.155343255,-4.167822322,-4.18147696,-4.193011687,-4.205840216,-4.218360908,-4.231200018,-4.24474382,-4.257471951,-4.270489727,-4.283968961,-4.297504214,-4.311056448,-4.323273389,-4.33656549,-4.349198395,-4.362445245,-4.377594423,-4.391939786,-4.405754413,-4.42020352,-4.436140708,-4.451681562,-4.471079452,-4.489652786,-4.508888317,-4.52928584,-4.551780493,-4.572308222,-4.597772743,-4.624751304,-4.652066025,-4.68275189,-4.712683951,-4.741803219,-4.778811123,-4.827269071,-4.878986484,-4.947360918,-5.045893957,-5.199487634
6,-2.83015946,-3.69019608,-0.562575129,-0.945678635,-1.164281278,-1.303728637,-1.428545643,-1.539311011,-1.639013164,-1.73009557,-1.809087616,-1.891943614,-1.966398835,-2.029988602,-2.080024873,-2.151221755,-2.210750526,-2.265491994,-2.313864775,-2.351766343,-2.385348645,-2.415134736,-2.446799941,-2.479864107,-2.509566344,-2.53423984,-2.56049892,-2.582808081,-2.60673102,-2.629912039,-2.652085216,-2.673152068,-2.692844084,-2.712612734,-2.731455237,-2.746590181,-2.762966491,-2.780340517,-2.798161959,-2.815264383,-2.832948297,-2.849519723,-2.869055331,-2.883039164,-2.898779617,-2.913201243,-2.927534534,-2.946062456,-2.95959027,-2.975632821,-2.989918305,-3.006323769,-3.022742059,-3.037223781,-3.055559806,-3.070409353,-3.087303594,-3.103671041,-3.119616182,-3.137598852,-3.155917402,-3.176141017,-3.197356104,-3.21996937,-3.241780541,-3.264238537,-3.287379485,-3.310440783,-3.333411874,-3.356848156,-3.385055763,-3.411558858,-3.444962272,-3.479071597,-3.507169782,-3.54193406,-3.576045711,-3.609523425,-3.646184304,-3.680131938,-3.713411546,-3.745244261,-3.777034174,-3.811745565,-3.851770023,-3.890455139,-3.922144077,-3.94933872,-3.983060932,-4.016552897,-4.052051189,-4.090598986,-4.128816906,-4.163867793,-4.204797497,-4.24921984,-4.295909639,-4.350540541,-4.413479414,-4.507067802,-4.672550171
7,-3.386444798,-3.903089987,-1.872130967,-2.295380931,-2.562921531,-2.723165075,-2.819214305,-2.888564492,-2.94096348,-2.981767213,-3.020133426,-3.04929102,-3.077839815,-3.104911888,-3.128927329,-3.153805423,-3.177849422,-3.196853538,-3.213508348,-3.231724747,-3.247763801,-3.26530748,-3.281017938,-3.297237182,-3.312169815,-3.325872815,-3.339633324,-3.355052259,-3.366136827,-3.377941428,-3.388872634,-3.399843584,-3.410338796,-3.421934889,-3.434482448,-3.44647333,-3.457733442,-3.468405266,-3.479041039,-3.490345137,-3.500831158,-3.511323176,-3.522428995,-3.534261108,-3.545524381,-3.554062418,-3.563179458,-3.570701989,-3.580535564,-3.590218871,-3.599214724,-3.608530159,-3.619158123,-3.628302533,-3.638569274,-3.650170823,-3.660276793,-3.670742026,-3.680323375,-3.690501143,-3.700358997,-3.710401547,-3.719653649,-3.728938148,-3.738133602,-3.748729071,-3.759702808,-3.768303114,-3.779825651,-3.791367898,-3.802298843,-3.813295678,-3.823839648,-3.835069517,-3.847418459,-3.858686582,-3.869787812,-3.88364316,-3.897367466,-3.91307513,-3.928802353,-3.942533016,-3.957480521,-3.974055062,-3.987623736,-4.004733917,-4.021237996,-4.038911875,-4.056002661,-4.077265552,-4.097924163,-4.121781512,-4.148386692,-4.17575373,-4.207643164,-4.244944856,-4.287104776,-4.338613925,-4.411108275,-4.533146717,-4.734902639
8,-2.889820417,-3.62324929,-0.756692689,-1.001872565,-1.17922021,-1.348355723,-1.466102844,-1.564603811,-1.657503576,-1.739154579,-1.812603783,-1.876246335,-1.940726908,-1.99567126,-2.049023346,-2.100132725,-2.144261964,-2.190051076,-2.237776188,-2.282755262,-2.319626175,-2.358644255,-2.389661477,-2.421440662,-2.45527191,-2.482291442,-2.507710566,-2.531287572,-2.554009457,-2.578413653,-2.600183531,-2.621294791,-2.641928918,-2.660753656,-2.679428689,-2.696148522,-2.713860464,-2.731448569,-2.748299462,-2.762661901,-2.781079723,-2.797106357,-2.816067491,-2.831536731,-2.848269881,-2.861295779,-2.876574391,-2.89144596,-2.906314333,-2.922509765,-2.937898486,-2.953380852,-2.968750966,-2.985450363,-3.000826881,-3.018915249,-3.034648326,-3.051687072,-3.065888099,-3.081822697,-3.097667222,-3.114890848,-3.131926946,-3.149152222,-3.165259511,-3.185831608,-3.203167438,-3.222720461,-3.24365671,-3.266234615,-3.286761788,-3.308755858,-3.329740147,-3.354243834,-3.381313583,-3.407089564,-3.43470843,-3.464244886,-3.49598419,-3.534062979,-3.570094727,-3.603565429,-3.64208082,-3.674932376,-3.711116094,-3.755781862,-3.79156399,-3.830556805,-3.881279211,-3.924145527,-3.971141743,-4.013688217,-4.056823398,-4.103921815,-4.148521709,-4.196719605,-4.259249435,-4.322949355,-4.400950877,-4.512202905,-4.686675433
9,-2.982232176,-5.079181246,-0.156152401,-0.253938184,-0.345279485,-0.405984747,-0.443622954,-0.476257985,-0.508288926,-0.539243473,-0.560508894,-0.58044601,-0.596660363,-0.613028093,-0.628923496,-0.646283896,-0.662028706,-0.680174908,-0.696056359,-0.711538148,-0.727037404,-0.740168366,-0.755465143,-0.771659378,-0.787075297,-0.803264887,-0.823908271,-0.844161541,-0.862112001,-0.874625253,-0.887601806,-0.898807408,-0.911476156,-0.923339112,-0.935945666,-0.949056297,-0.95830146,-0.968888121,-0.979886342,-0.991345659,-1.002516505,-1.013269244,-1.024083687,-1.035088195,-1.046659195,-1.058669262,-1.068168828,-1.076860413,-1.086290011,-1.096291171,-1.105829207,-1.113813575,-1.122697402,-1.132726468,-1.142648315,-1.153282414,-1.165210202,-1.177226703,-1.189628663,-1.204924782,-1.219670251,-1.233510676,-1.251816036,-1.268398525,-1.286280213,-1.312725515,-1.33741861,-1.360702476,-1.380696169,-1.393528686,-1.407743792,-1.421070911,-1.437486997,-1.45206704,-1.470474768,-1.487071374,-1.503406684,-1.522865516,-1.541670378,-1.557103493,-1.574400671,-1.592670872,-1.611159336,-1.627495834,-1.646092251,-1.668182625,-1.691823756,-1.723037357,-1.761752179,-1.813186541,-1.872412487,-1.913798446,-1.959878138,-2.006728319,-2.063093863,-2.113755696,-2.166178701,-2.267550406,-2.438220711,-2.611601591,-2.960509014
10,-3.29328732,-4.86332286,-0.253977802,-0.458070863,-0.57676922,-0.636964183,-0.678339037,-0.721015904,-0.766468358,-0.806946416,-0.859007502,-0.910288044,-0.978787765,-1.047399942,-1.077273341,-1.110441781,-1.142775348,-1.177002422,-1.20902736,-1.239519195,-1.27434971,-1.307211513,-1.348802081,-1.396867445,-1.45729756,-1.528161756,-1.582469415,-1.626899464,-1.672088255,-1.719118991,-1.771274399,-1.852628356,-1.975064521,-2.075004335,-2.15707442,-2.255587355,-2.381377785,-2.482437104,-2.559760984,-2.618460066,-2.674834465,-2.724481464,-2.772237774,-2.814780442,-2.852859897,-2.886534896,-2.917641822,-2.948554966,-2.979601463,-3.007777913,-3.03429848,-3.060955455,-3.088151987,-3.111940968,-3.135780054,-3.159069902,-3.18011603,-3.204502768,-3.229925187,-3.254898977,-3.279028807,-3.30244191,-3.326056109,-3.350954142,-3.374870858,-3.39890102,-3.422149084,-3.448260384,-3.474849375,-3.502375171,-3.530747242,-3.556909472,-3.585809873,-3.619221469,-3.64972296,-3.688625575,-3.724748321,-3.771799855,-3.811962222,-3.861031375,-3.92137907,-3.984557005,-4.048917925,-4.110458057,-4.161880805,-4.219586192,-4.279261239,-4.334525456,-4.379456777,-4.421372818,-4.464053023,-4.507001181,-4.556359901,-4.612719135,-4.65649132,-4.707786812,-4.767924271,-4.836235473,-4.927301507,-5.044885158,-5.205735965
