"","Dataset","X1.","X2.","X3.","X4.","X5.","X6.","X7.","X8.","X9.","X10.","X11.","X12.","X13.","X14.","X15.","X16.","X17.","X18.","X19.","X20.","X21.","X22.","X23.","X24.","X25.","X26.","X27.","X28.","X29.","X30.","X31.","X32.","X33.","X34.","X35.","X36.","X37.","X38.","X39.","X40.","X41.","X42.","X43.","X44.","X45.","X46.","X47.","X48.","X49.","X50.","X51.","X52.","X53.","X54.","X55.","X56.","X57.","X58.","X59.","X60.","X61.","X62.","X63.","X64.","X65.","X66.","X67.","X68.","X69.","X70.","X71.","X72.","X73.","X74.","X75.","X76.","X77.","X78.","X79.","X80.","X81.","X82.","X83.","X84.","X85.","X86.","X87.","X88.","X89.","X90.","X91.","X92.","X93.","X94.","X95.","X96.","X97.","X98.","X99."
"40",40,-3.62402220634083,-3.4523690756319,-3.37174581255878,-3.28275974189801,-3.22285535576018,-3.15356755038775,-3.11419424856023,-3.05667476527822,-3.01048038590935,-2.96370629879535,-2.92987633613331,-2.88016780214917,-2.83316182971839,-2.77280693130384,-2.73089009363756,-2.69922025351393,-2.64674298734883,-2.60045513445139,-2.54659999577966,-2.4404676822829,-2.30472202468898,-2.17293682216068,-1.97381095214736,-1.81509286926942,-1.69812274467712,-1.5337221919693,-1.45673581362026,-1.38748912576569,-1.33618209823044,-1.28578734424969,-1.23226749621137,-1.18699910562875,-1.14970301480625,-1.10090715349563,-1.05218071522318,-1.00549095324259,-0.97336441689515,-0.918523396550451,-0.868093983039266,-0.818760349554203,-0.758374256480981,-0.728035067919402,-0.687091434426998,-0.656656184274716,-0.607349790544915,-0.562871162460073,-0.529817792590702,-0.494104508597146,-0.46427372446723,-0.417775762439418,-0.368914418892565,-0.332662118920587,-0.297602443939144,-0.25346369601899,-0.219460713325931,-0.187890846790527,-0.149366310577381,-0.121409190188463,-0.0693920862459426,-0.0330863504042122,-0.00344775605605382,0.039178943209869,0.0747391678736194,0.118276833515681,0.173148407353147,0.204676506379696,0.246974823506543,0.279521208401064,0.319275689546272,0.354125735496472,0.382192073260669,0.416374868906599,0.441448030463024,0.474497693504945,0.505693453612089,0.527580422405204,0.582884226886534,0.615741751548718,0.649235115678074,0.687915350218301,0.716057524494412,0.757342535773204,0.810115709682705,0.852029626441551,0.885006219240465,0.910245657098969,0.942371165165254,0.974356034112716,1.00653588367001,1.04044015086543,1.07726898402341,1.12881544558081,1.16665621784364,1.22158189886125,1.29855047197877,1.35642388276325,1.41988163492062,1.48777459697046,1.67404028503664
"41",41,-5.16442870662761,-4.96734023011593,-4.87149053253073,-4.82414451199151,-4.77773670202217,-4.7509143987038,-4.69434480192745,-4.64431401197017,-4.60556408282459,-4.55774618618351,-4.51392083533225,-4.47403089673588,-4.42585829141019,-4.36715236664037,-4.31936148991498,-4.25927000983452,-4.19750336870758,-4.12616050458519,-4.06632047056902,-3.97594716335931,-3.90689066746218,-3.83952957074093,-3.76466927910619,-3.67311414798802,-3.60645762760222,-3.5641671382017,-3.51396160502377,-3.4813916239566,-3.42887720657181,-3.39829453435055,-3.36678639429989,-3.32724705269146,-3.28976874034627,-3.24343795279591,-3.21017243994665,-3.17248719530948,-3.11848042641622,-3.08528825737196,-3.0358166420695,-3.00995406939303,-2.9739723367081,-2.93703502423545,-2.91242056267904,-2.88976800074893,-2.86094545526596,-2.81745687771628,-2.77087060505137,-2.73015378354928,-2.70371262950688,-2.68115370584688,-2.65349839186412,-2.60467203381369,-2.57292861012189,-2.53714666152611,-2.50834859486813,-2.48507851923573,-2.45594552839596,-2.43547461963526,-2.41075806625116,-2.37252572639042,-2.34696397994347,-2.31303073981775,-2.27142435985285,-2.2120086914692,-2.17732607449813,-2.14799241731072,-2.11238138911413,-2.08419729485443,-2.04812394866729,-2.01550641146257,-1.98568024001289,-1.95307775244317,-1.91249035083827,-1.84101537166128,-1.77408371388739,-1.72087191208292,-1.67383300300011,-1.63736565194194,-1.58097243567399,-1.52437870906342,-1.47620637473982,-1.40061863235472,-1.34883078071295,-1.27625899767838,-1.22898526803554,-1.15651233637709,-1.08594002520006,-1.02620676081669,-0.971071966129297,-0.906293378823495,-0.829241334774571,-0.780590089085657,-0.739694716873867,-0.68761713159019,-0.639529225424213,-0.545268431567911,-0.461620443327369,-0.384618643426416,-0.223960439385206
"42",42,-4.1176186721876,-3.82202481345869,-3.66256900572267,-3.5476358426177,-3.47396298654568,-3.43066662275683,-3.37699822183074,-3.33061623847394,-3.29347009561289,-3.2485769473938,-3.22962450117852,-3.19482177982779,-3.17697291257033,-3.15207264139543,-3.13459849129768,-3.11678302665687,-3.08870436372195,-3.06516801363002,-3.04204909762551,-3.02626173553188,-3.00978548097437,-2.99371569537682,-2.96789588203103,-2.93850354996109,-2.91385945298522,-2.891527547576,-2.87666418176054,-2.85071475141653,-2.82249698244721,-2.80417707575565,-2.77842693263329,-2.75105406735564,-2.72881769118916,-2.6885330951452,-2.65242592033471,-2.62667077317651,-2.60379055006656,-2.58439293037445,-2.5529648127384,-2.50483888884495,-2.47231763091255,-2.43136678167252,-2.37343682153705,-2.30871628010725,-2.27139047943349,-2.20015917966086,-2.11759377046061,-2.05225930141151,-1.94460716557378,-1.86449736334261,-1.80863633661232,-1.75306179139865,-1.69542890796411,-1.59384452774699,-1.53684205769083,-1.48606856521914,-1.44049103374864,-1.39060690146853,-1.34462678164256,-1.29800826800485,-1.2524552481248,-1.19946612483916,-1.15806783399031,-1.12386176770939,-1.09343974772545,-1.04806945889685,-1.01787909450695,-0.968585380546372,-0.926924153914618,-0.887442686497449,-0.845193418072355,-0.804979166260435,-0.777994559903902,-0.746096892661782,-0.71380984707929,-0.668100654294037,-0.644389035345781,-0.599531326214746,-0.57428574844435,-0.529742710405468,-0.479566471011121,-0.455345017125245,-0.40256943529452,-0.367047351192074,-0.328416172058192,-0.301750660608129,-0.251089796758985,-0.212988934455848,-0.156663924075392,-0.103701940610111,-0.0577806623853446,0.00107258742907045,0.0595326145070394,0.130889541220074,0.197553872295585,0.259974546447724,0.366805828138975,0.560953293920351,0.699545574867378
"43",43,-3.68687258818114,-3.49142882391854,-3.43411624703406,-3.36670989591133,-3.32516125460075,-3.2881764466722,-3.23507697357295,-3.2084513027692,-3.17441986318684,-3.14733299814356,-3.11900949796067,-3.08920350943267,-3.06386687324565,-3.0467535890308,-3.01906689304386,-2.99528072712375,-2.96523838425985,-2.95031816341262,-2.93227468918085,-2.91141684666149,-2.89345412650248,-2.87775558758246,-2.86197568698288,-2.84659421869748,-2.83027540493991,-2.8098954030908,-2.79207700030105,-2.77396932823611,-2.74485404042009,-2.72228076079568,-2.70035256190668,-2.68442642375787,-2.67210213162359,-2.65315679693557,-2.6347517249757,-2.61753232927384,-2.59811704120396,-2.58303489537363,-2.55524240758753,-2.53706050947741,-2.51488306720245,-2.49579703518935,-2.47260773259678,-2.44628335403391,-2.42566691465431,-2.37432131649103,-2.35016971154167,-2.31816011480347,-2.28544077749906,-2.25930080238829,-2.23217170306891,-2.18567735613528,-2.16425248217033,-2.13234658487412,-2.09210786586144,-1.99674302839922,-1.86451335205117,-1.76515869089653,-1.63600327476897,-1.51477429654056,-1.38569885467036,-1.2358983026941,-1.15170454458414,-1.01899205989793,-0.908478921192429,-0.839336670505088,-0.77735148614209,-0.691579515342141,-0.6445160541826,-0.591784477454523,-0.52922622916835,-0.495898590636058,-0.447159326117913,-0.410561663407874,-0.375150957028282,-0.333189914408214,-0.295937765588635,-0.24264302917247,-0.198466202364058,-0.157393692063902,-0.112486383017545,-0.0659033464271807,-0.0296158843412786,0.0230605501569716,0.0724236307158678,0.113632093823582,0.146334650894737,0.17665104943048,0.209065496535855,0.245032641031147,0.28869772323158,0.344633586979177,0.377136375281969,0.423570855877537,0.465323027599727,0.539758117505456,0.602127431436057,0.695607317423085,0.84452075182196
"44",44,-4.77350089687511,-4.39035608105704,-4.22611933069122,-3.94136650681847,-3.6998277225903,-3.53028146395302,-3.43710103364475,-3.31252301403363,-3.20965103721968,-3.09947211221811,-3.01791095114218,-2.97073582972508,-2.91260809912573,-2.86429961293656,-2.82267780856991,-2.78489260429875,-2.74775358144802,-2.71894371308586,-2.69708588713825,-2.67204354033461,-2.64935331373661,-2.63407157631841,-2.59755537661338,-2.5779213928075,-2.54309082611433,-2.52444524379516,-2.51264969805033,-2.49027514724156,-2.47084754335927,-2.44498602838634,-2.42798540256021,-2.40906679425155,-2.38451282077335,-2.36252431095604,-2.34851816357745,-2.32770582423764,-2.31360917594137,-2.29702624208909,-2.28526155661837,-2.26924497765374,-2.25276062618839,-2.23903453997885,-2.2274368305577,-2.20760285160175,-2.19217427474497,-2.17171497710335,-2.15471519176629,-2.14046617061671,-2.12775442199313,-2.1082188591757,-2.09562701374514,-2.06773356287625,-2.05291255607554,-2.03503526265038,-2.01833354413133,-2.00054798362261,-1.99034349893998,-1.9749678825512,-1.95520186470552,-1.9421395844883,-1.92716153153711,-1.91697390682547,-1.89543584664242,-1.8876220465123,-1.87346414799725,-1.86117286600945,-1.85048576742873,-1.83565949894179,-1.82066742492183,-1.7989740145601,-1.78354317744847,-1.77206733562996,-1.75429933268247,-1.73888441194024,-1.72358472035802,-1.703543897963,-1.6943983252115,-1.6803644860251,-1.66569022360637,-1.65019150345895,-1.63864706026702,-1.62004888385683,-1.60216552127012,-1.58124961652818,-1.55802536504149,-1.54138638343505,-1.52319423535658,-1.50709244134109,-1.48746358142942,-1.46190029566351,-1.44584268414917,-1.41334560115577,-1.37617180742404,-1.34283863111546,-1.30055047871925,-1.25256529849404,-1.19266201953145,-1.11827516553081,-1.01368077222413
"45",45,-3.02598370738972,-2.88180235041311,-2.78324945522525,-2.67175209236969,-2.60190316252638,-2.5512478469898,-2.50023546211032,-2.46592144921653,-2.40695282281117,-2.36112538381157,-2.31078721791926,-2.25212784299373,-2.20426368720838,-2.16883358259058,-2.13042575312044,-2.08748259003126,-2.03035845629892,-1.99282716241955,-1.95115710474233,-1.8989260264925,-1.87196400366131,-1.83200513665817,-1.79614491505207,-1.76111157876696,-1.72828166726889,-1.70918556618708,-1.67614272254785,-1.64927675009844,-1.61544778336365,-1.5944476050088,-1.56838227047297,-1.54503059977291,-1.51856982264832,-1.50464461126754,-1.48468584873689,-1.46704073882514,-1.44392267745572,-1.42007612677015,-1.39843960339741,-1.3725655838639,-1.34781555666819,-1.33520797704344,-1.32166311815806,-1.30853474077041,-1.29589128302377,-1.27980545954441,-1.26572664219281,-1.2453692678365,-1.2225979357295,-1.20143061147998,-1.18601078211459,-1.17027467361384,-1.15088845188603,-1.14057274254267,-1.11803561682929,-1.09927921002402,-1.08686712463143,-1.0664095412211,-1.0458707752875,-1.02701615279478,-1.01368455191319,-0.995533394670677,-0.982830176584628,-0.959897152908913,-0.935858583772165,-0.915950685370625,-0.897176189948991,-0.875236617378212,-0.855297191820274,-0.829185318857449,-0.792324423236488,-0.766694905650805,-0.734172638211836,-0.695625822994537,-0.668108454191864,-0.632292232937691,-0.593512837498036,-0.566468748176249,-0.444699471358398,-0.361669734884402,-0.258787759386773,-0.136027418600995,-0.0223805901359951,0.0491004747547108,0.181967293986418,0.330460048444042,0.422684338022473,0.520118434408703,0.60639144063329,0.686188961544332,0.760764635826069,0.820902888502982,0.897458975797427,0.95768639559751,1.05088877043857,1.15333120973657,1.2359966214699,1.38335796407003,1.59300951736603
"46",46,-4.53859452705023,-4.40935744628356,-4.30066531944192,-4.21969558150158,-4.13608832597081,-4.09935125741998,-4.05905027616747,-4.00706165841439,-3.97605768653715,-3.9380381500625,-3.89364766347157,-3.85115626312947,-3.81465350600783,-3.79283490840228,-3.75868964303566,-3.70573241390242,-3.66950906269669,-3.64003474621788,-3.61206944949149,-3.57458073053614,-3.54038158259331,-3.49377680807097,-3.45056834546506,-3.41171023036063,-3.35717038144836,-3.30950303190255,-3.25297008386923,-3.1849500428456,-3.04757331883143,-2.86977562921799,-1.90886581117927,-1.43680368014967,-1.21426100874665,-1.00952595605088,-0.828048209076013,-0.669688939286213,-0.539807793205592,-0.366211868670007,-0.274283205621398,-0.211760460888486,-0.130155377315541,-0.0486558493687929,0.012971657421317,0.0498519408063567,0.0838139348175072,0.125453566321338,0.160616888538887,0.193724678001309,0.221015652875652,0.259744092210846,0.294380515334246,0.321983767457094,0.381597184435361,0.403054099231295,0.433558556464978,0.458044941034882,0.478127300957099,0.503899808345866,0.533566776099771,0.552055474145928,0.573410565323921,0.598355798009812,0.623206290112338,0.64357598783921,0.666650568815132,0.686343748401667,0.708136482207685,0.729038888669397,0.754361408930391,0.782239743972336,0.807732938203349,0.831378758045272,0.853713495196812,0.877527981881609,0.905193019789069,0.926163534005453,0.939114949850373,0.963347939970728,0.980037531246788,1.00750130152194,1.02244176496136,1.03868918355778,1.06188518115827,1.08848245850407,1.11154553097926,1.13162887559288,1.15418250741567,1.17730596207292,1.19932127619715,1.22778952833574,1.25346484108836,1.28777949856684,1.31934905144645,1.35413983761679,1.40060386780314,1.44932269967095,1.51918801046884,1.60565762173281,1.71386652615646
"47",47,-3.80603403034196,-3.59846726232496,-3.49235659139803,-3.43400709571968,-3.39454346741377,-3.33954238758812,-3.28729744402104,-3.25362014916798,-3.22816416950189,-3.20323752886455,-3.17669964836545,-3.15220283849869,-3.12804333533573,-3.11356343021879,-3.09140445724704,-3.06361649143412,-3.03511458389169,-3.02027256655976,-2.99773199787603,-2.9785142201658,-2.96565506997425,-2.94968903600351,-2.93690719113537,-2.91537370359648,-2.9028839672378,-2.88854864088594,-2.87100415265166,-2.854722058137,-2.83983901806146,-2.8277208410868,-2.81319620415746,-2.80251838744853,-2.78773984628229,-2.77428220818446,-2.75889364646796,-2.74690009717529,-2.73332908320236,-2.71402046207916,-2.70138617026595,-2.68942351756563,-2.67815703944484,-2.66633686138687,-2.65659237591397,-2.64266702540483,-2.6302423738834,-2.62012420436963,-2.61105248161704,-2.59465850864881,-2.58497470447898,-2.56961895900916,-2.55393133205098,-2.54281860432449,-2.52935472858639,-2.51346571705803,-2.49810202386179,-2.48201418856419,-2.46401238174938,-2.45212524333577,-2.43352440252295,-2.41904537534278,-2.39748072538073,-2.38181990768191,-2.36417591085248,-2.35109308755557,-2.33713299519358,-2.31459264800277,-2.2955335320458,-2.27413409918908,-2.25342294581094,-2.22091981424828,-2.19380266929558,-2.17089560270843,-2.13116667148315,-2.08865401991824,-2.05422003375988,-2.0146604708579,-1.95707352502271,-1.92513994003312,-1.86909114645095,-1.76825839481736,-1.66530609409602,-1.49918079242207,-1.33435473679246,-1.14704734938147,-1.01243062458184,-0.88466565768898,-0.747105385396672,-0.605634532121257,-0.475014702994879,-0.314127472197781,-0.181688186123107,-0.076150395671082,0.0110137102565545,0.0839595730113525,0.177375884993002,0.30196828295114,0.453556115828111,0.59798737228442,0.859232410822499
"48",48,-4.15695985211728,-3.97390904694178,-3.89758089017064,-3.82551293141536,-3.74588772312421,-3.6910125289362,-3.63803724850386,-3.60925977214147,-3.56515437790399,-3.52940900145216,-3.49664458633884,-3.45484111835643,-3.41138493762287,-3.37918353213603,-3.35542448769433,-3.33232255693653,-3.30649059499132,-3.2726852441581,-3.24600053253054,-3.22534784757095,-3.19913302237555,-3.17570174404968,-3.14415224163626,-3.1166032957688,-3.09270869281183,-3.06330872463627,-3.02227061037159,-2.99783440814289,-2.97291489052578,-2.95466184664299,-2.92348549772354,-2.88737621968269,-2.82956270232144,-2.80465901569796,-2.78634717354545,-2.75948340571372,-2.73422269351268,-2.71198436762598,-2.6917832384513,-2.6638100941386,-2.64596522966527,-2.62175611747961,-2.58748156037617,-2.56985979962344,-2.55285837682523,-2.53245985240967,-2.50870547821878,-2.47550332272185,-2.4493726718979,-2.42737284714676,-2.40643366723122,-2.38631479368579,-2.36567082582795,-2.34107511326038,-2.3164784624467,-2.29018527776848,-2.26650788530946,-2.24574590267083,-2.20980639494931,-2.18281287389517,-2.15217547936949,-2.11857501315976,-2.09357031738627,-2.0530858052657,-2.01176989135422,-1.97497669567449,-1.926792019137,-1.85891599596938,-1.77023403331508,-1.68555250289811,-1.6121497700182,-1.51349126738746,-1.38077932133607,-1.28016763059953,-1.16425804845219,-1.0827061720069,-1.01660761827739,-0.943131994882315,-0.840789584555807,-0.768385421213574,-0.672741429431975,-0.599043957118444,-0.542525789440629,-0.500461900589245,-0.439719155342937,-0.362170261075411,-0.314485491325356,-0.244351325763443,-0.184243315650613,-0.109011545096248,-0.0493518125524443,0.0351075412034494,0.109094843028732,0.186920744282018,0.261726523575225,0.341514309859323,0.437082829478419,0.54324919859081,0.711870589748703
"49",49,-5.6291734845329,-5.45505872637227,-5.36192392156527,-5.30445844769551,-5.23901544936544,-5.20205631747308,-5.14989404906816,-5.09107385344597,-5.03223525133289,-4.99811879432057,-4.94704517370798,-4.91394355886303,-4.85660516581563,-4.79042754664667,-4.74509508000045,-4.69835030477901,-4.62584101559471,-4.55368999055497,-4.46006857208878,-4.37220065265316,-4.25588731748921,-4.14452863059995,-4.04907857888227,-3.97467408290077,-3.90456116381124,-3.85247261574883,-3.80261720815092,-3.7669536213555,-3.74504391828942,-3.71416258143901,-3.67655249055582,-3.6287755733218,-3.59776353901314,-3.56649380056443,-3.5368571445912,-3.50121408762691,-3.47603118082824,-3.45643228954676,-3.43155703027409,-3.40947817376413,-3.37165073753632,-3.34419884230742,-3.32372404826404,-3.29753045647157,-3.2712390472042,-3.24187740429279,-3.19995982678384,-3.16569852986003,-3.1360424611986,-3.10874134629426,-3.08816755073331,-3.05813291316565,-3.01925731591555,-2.98039479711068,-2.937197112642,-2.88782985461542,-2.83249096154015,-2.77129805912638,-2.6856869391992,-2.60402725371123,-2.51253597504155,-2.41466788146872,-2.36012953729425,-2.3012384194071,-2.24336624898223,-2.17219301693833,-2.12589346389746,-2.07076311305449,-2.01280772521391,-1.97040553213985,-1.92798500581712,-1.89779305379132,-1.8702166486327,-1.82945004430424,-1.78137018294061,-1.74896371182465,-1.70561322439791,-1.66758989576035,-1.6316765422054,-1.59776852022461,-1.55722875292737,-1.52912721714544,-1.50162590970842,-1.47218187130376,-1.44723301877552,-1.41835735665515,-1.37344445277548,-1.34251793655091,-1.3203759077478,-1.27345943564787,-1.24187854611906,-1.21480710928903,-1.16824018297781,-1.12480526553772,-1.08465181718756,-1.03073381377657,-0.955640890050811,-0.890390276835846,-0.691544655362635
"50",50,-5.55006437856867,-5.37070280095167,-5.23565122147732,-5.16702823733399,-5.08062268520424,-5.00587240895183,-4.95843954130739,-4.90517309681733,-4.85101869875764,-4.8029146735313,-4.75643601737322,-4.70273778221807,-4.64963885347133,-4.57234548399786,-4.49613519777453,-4.4122322739538,-4.29722089229783,-4.10608792512904,-3.99707088356,-3.88231977359376,-3.82055270351471,-3.75568223645232,-3.69692846510015,-3.64800949660314,-3.60892242766025,-3.56472609995976,-3.53837166838249,-3.49061602643219,-3.45629903734886,-3.41908918927602,-3.3895768486352,-3.36617774686383,-3.33225386780637,-3.30640341015217,-3.27558481466838,-3.25638349194442,-3.23022379623755,-3.19688519115898,-3.1764734459292,-3.13706745211334,-3.1131176316974,-3.08424631927015,-3.06143832953947,-3.03267227805455,-3.00325680288943,-2.97719494292664,-2.94579531221799,-2.92094994317721,-2.89406603444719,-2.85817742340009,-2.8131496198968,-2.77572934229419,-2.72540602888374,-2.6913275675976,-2.64206885284747,-2.5759328087207,-2.53710373412414,-2.49572604232168,-2.42008044204318,-2.3819584946307,-2.33821035005872,-2.28301251444313,-2.22439153854349,-2.17205937946007,-2.13343216213921,-2.08939534665287,-2.04225086472798,-1.98628022718863,-1.93162825999656,-1.89158518332226,-1.83557007818191,-1.80834483998346,-1.773473946987,-1.74788044065467,-1.70986270102825,-1.67960507130379,-1.65136201738301,-1.61347340406247,-1.58304298759651,-1.55454358715213,-1.52370740976438,-1.49309594865488,-1.45074247594361,-1.41546966345101,-1.38143905242734,-1.34475348788673,-1.32141449132786,-1.28904026896208,-1.24990906755101,-1.21442885384565,-1.17552521749252,-1.13397957753186,-1.0984133318017,-1.05117095483306,-1.00788621052027,-0.963596529095307,-0.873902404047823,-0.814338104984712,-0.71177229865689
"51",51,-5.48765896617775,-5.34776030461956,-5.25736150185399,-5.19394240301983,-5.12501462406052,-5.07309833445591,-5.02968473973174,-4.97231007828366,-4.91631909918654,-4.85984053397043,-4.82941495156894,-4.7935545848297,-4.75476633868444,-4.71114962199956,-4.67966032306868,-4.62951231776288,-4.5989913242373,-4.55931242657847,-4.49722773923115,-4.45167415992213,-4.40036663591544,-4.33873992470455,-4.29561140890256,-4.24560367708779,-4.20172283784464,-4.14430988597914,-4.09325559060314,-4.07108645645103,-4.042587381105,-4.02177432406858,-4.00596943392383,-3.97484223855166,-3.95150125387475,-3.92442598424807,-3.90003116080206,-3.87758630229749,-3.84397444607314,-3.82319324348477,-3.80108434598831,-3.78542673754902,-3.7690953857644,-3.74998439583729,-3.73213284276057,-3.71823321949837,-3.69527747423356,-3.67705203086274,-3.65856931168616,-3.63593595915604,-3.6200272113662,-3.60679710650194,-3.58132725423314,-3.56138096899748,-3.543075563562,-3.52862798906151,-3.51248380672701,-3.49130023398778,-3.47614733677548,-3.45861337561039,-3.44197379466597,-3.4187006547342,-3.39952179521125,-3.3752291320636,-3.3477311062022,-3.32641096728828,-3.30129118916462,-3.27777200333132,-3.25863889172232,-3.2389249371091,-3.21524176583761,-3.18426220161,-3.16230775335577,-3.14527184346289,-3.11750885896125,-3.07703637156627,-3.04227204338408,-2.99979069565666,-2.96781878113071,-2.91791012238003,-2.86690322588526,-2.77636137235652,-2.67220085061007,-2.57955538404414,-2.46808098645519,-2.36148888285918,-2.25781039708875,-2.12885078426773,-2.03966844638562,-1.91884208806017,-1.86528562029907,-1.78327617570304,-1.68464290419467,-1.62951028054114,-1.55194541045676,-1.47850424459621,-1.39559878672153,-1.28503198160926,-1.19854168956681,-1.06676790006714,-0.919578602245218
"52",52,-5.52961912644696,-5.36784124790278,-5.2558321957974,-5.17986788015898,-5.14365178012275,-5.09731655858172,-5.05067165367429,-4.99909680661115,-4.95184103117387,-4.89532010261912,-4.85294582228637,-4.82481420060179,-4.79302696349305,-4.75133149550637,-4.70438147544257,-4.67152301535127,-4.61583524106896,-4.56229179942911,-4.51390422896263,-4.44667558973436,-4.37834534283809,-4.32947382484133,-4.27056014089353,-4.20459564891906,-4.15435881228125,-4.11400857454695,-4.06791792039872,-4.02490325875429,-3.99019405161185,-3.9675771862129,-3.92899771575141,-3.89941522718142,-3.86469817011912,-3.84214025911642,-3.81528905296529,-3.77472656672774,-3.74895354208123,-3.72690373444638,-3.70927165990124,-3.69088170207526,-3.66964047908773,-3.6431332211514,-3.61547781862093,-3.59312930685168,-3.57358158997934,-3.55463788836489,-3.53518040457449,-3.52035907119127,-3.50033534611576,-3.4810642495244,-3.45745888846121,-3.43469876655727,-3.41556696919643,-3.39933492357944,-3.38659086647623,-3.36777303197573,-3.34439408664713,-3.31769146865246,-3.30014816138813,-3.28604736082129,-3.25871138373226,-3.23829573977777,-3.21288765553157,-3.18929449597488,-3.16502472670129,-3.13202633109516,-3.09977202065989,-3.0665381548288,-3.02953289301546,-2.9964202939269,-2.92669708008013,-2.88570324136439,-2.84626733451927,-2.79089024322271,-2.7031380359657,-2.61428744702526,-2.51135271596137,-2.4229109354492,-2.32595211187743,-2.23728323458191,-2.15011164012901,-2.0750175054802,-1.98703932702435,-1.92025405996264,-1.86402228130014,-1.78760487010215,-1.74540052449616,-1.68644463266823,-1.61851015750294,-1.54620668312194,-1.49241663560203,-1.43626169291989,-1.383121768075,-1.34604358506491,-1.26006180702277,-1.17668959273012,-1.08759750754773,-0.961945282538517,-0.848763353820573
"53",53,-5.79741767938595,-5.61520901770018,-5.54964663368554,-5.43754889723973,-5.38329130260604,-5.34126455724854,-5.300742168059,-5.26175673926861,-5.23151837789723,-5.20820153546079,-5.18111118121328,-5.14576108309129,-5.12247058699575,-5.1031283623104,-5.08603899350703,-5.06661523311236,-5.04402333976036,-5.03002499831065,-5.01003350031343,-4.99202034869594,-4.97995553973391,-4.9625698738951,-4.9382959618784,-4.91864085100084,-4.90307118938619,-4.88736859789047,-4.86977102589137,-4.8556565463796,-4.83633135192286,-4.8207112230012,-4.80404382823879,-4.78121351964996,-4.76951472915261,-4.7497854484964,-4.73473574268188,-4.72085812500359,-4.70758505469481,-4.68418487230832,-4.67015573164467,-4.65069226903675,-4.63578875805821,-4.61852103425009,-4.60457732284091,-4.58531032011676,-4.56350495243137,-4.54816191781754,-4.5229342161211,-4.5062932717236,-4.48907071888706,-4.47281633675814,-4.46205027502903,-4.43953776579218,-4.42508889460156,-4.40744448541443,-4.39186369633735,-4.37340028033044,-4.35195956538224,-4.33452503652717,-4.31500128334219,-4.29418552649991,-4.27865329011491,-4.25444000131886,-4.23934355771216,-4.21976563523845,-4.19547961701025,-4.16844579570229,-4.12957618531422,-4.10352096609099,-4.07613890030296,-4.04571417146225,-4.01455179826223,-3.97697061019125,-3.91437947664228,-3.80383967904022,-3.73381194270192,-3.53343513218073,-3.31586748044199,-3.08718912736666,-2.8679064962037,-2.68450476033975,-2.49387619797216,-2.38394684518445,-2.31495319981041,-2.23134791872135,-2.11000714476235,-2.02670696497485,-1.97588013585687,-1.91406203541271,-1.84482216082376,-1.76913185693997,-1.7180446528199,-1.64168158384143,-1.56326860285961,-1.50445889356132,-1.43938450832437,-1.38311634708721,-1.29456393407197,-1.17299205156753,-1.05124845362269
"54",54,-5.70771999898972,-5.50576707732931,-5.41474764504929,-5.33502586675919,-5.26270171421001,-5.20216315953745,-5.14961843123801,-5.1042614806755,-5.04711215248976,-5.00795770325039,-4.9645056520903,-4.92314968919101,-4.86946167136708,-4.82658342495699,-4.77740637361479,-4.68452587936213,-4.63422291549152,-4.5752467947368,-4.46457488634222,-4.34591960477316,-4.24225120371824,-4.1665757370409,-4.08245023869134,-3.97849687786736,-3.91490569662111,-3.85965928328349,-3.81587192074915,-3.76906410877067,-3.72763855396291,-3.69470402810318,-3.67164321874243,-3.63539829936623,-3.60358258422118,-3.56824301271875,-3.53948127130495,-3.50653128321773,-3.48345930451826,-3.45118088706237,-3.42601169437157,-3.39640459873872,-3.36429472074031,-3.34424175387395,-3.31775051965556,-3.29212433221852,-3.26916514446937,-3.23982017646215,-3.21486847766263,-3.18503078885212,-3.15747889136132,-3.1369929180951,-3.11108464406178,-3.09241413113482,-3.06923267815137,-3.04670251553794,-3.02638655829231,-3.00821683797671,-2.97944077237055,-2.94322022437884,-2.91536241021393,-2.89398465407362,-2.86999999936477,-2.84664079908021,-2.80159519407982,-2.7500286655972,-2.71863365161242,-2.67651861416903,-2.63080150858392,-2.5974886914278,-2.5553251110941,-2.48114330430742,-2.42419632330711,-2.34973422548419,-2.29911585792251,-2.24660673521229,-2.17248308507504,-2.11998037928932,-2.07708762507166,-2.03456343490105,-1.97128736660085,-1.8987730849594,-1.8489784302182,-1.80121512555376,-1.74785661641572,-1.7146070464506,-1.66040811876351,-1.60864978704049,-1.56915568899991,-1.51742325742925,-1.45444764437622,-1.40635031876623,-1.35332255736173,-1.29270939259795,-1.23096079064013,-1.18241199822122,-1.12067018933994,-1.05960245955411,-0.985573034486842,-0.903497303348701,-0.759788568693951
