Index,Trad.RSD5,Reg.RSD5,Prob.1,Prob.2,Prob.3,Prob.4,Prob.5,Prob.6,Prob.7,Prob.8,Prob.9,Prob.10,Prob.11,Prob.12,Prob.13,Prob.14,Prob.15,Prob.16,Prob.17,Prob.18,Prob.19,Prob.20,Prob.21,Prob.22,Prob.23,Prob.24,Prob.25,Prob.26,Prob.27,Prob.28,Prob.29,Prob.30,Prob.31,Prob.32,Prob.33,Prob.34,Prob.35,Prob.36,Prob.37,Prob.38,Prob.39,Prob.40,Prob.41,Prob.42,Prob.43,Prob.44,Prob.45,Prob.46,Prob.47,Prob.48,Prob.49,Prob.50,Prob.51,Prob.52,Prob.53,Prob.54,Prob.55,Prob.56,Prob.57,Prob.58,Prob.59,Prob.60,Prob.61,Prob.62,Prob.63,Prob.64,Prob.65,Prob.66,Prob.67,Prob.68,Prob.69,Prob.70,Prob.71,Prob.72,Prob.73,Prob.74,Prob.75,Prob.76,Prob.77,Prob.78,Prob.79,Prob.80,Prob.81,Prob.82,Prob.83,Prob.84,Prob.85,Prob.86,Prob.87,Prob.88,Prob.89,Prob.90,Prob.91,Prob.92,Prob.93,Prob.94,Prob.95,Prob.96,Prob.97,Prob.98,Prob.99
1,-4.598087191,-4.785329835,-0.977793968,-1.248368536,-1.399591397,-1.544652266,-1.744994853,-1.876351403,-2.019502627,-2.196081639,-2.439886176,-2.705873747,-3.00726206,-3.260609284,-3.443458617,-3.569896484,-3.665402586,-3.73649403,-3.788418586,-3.836467721,-3.877483608,-3.924096022,-3.962268698,-3.993947947,-4.025595058,-4.054124998,-4.075986881,-4.103346074,-4.126332416,-4.150406269,-4.170532737,-4.193094558,-4.214573606,-4.231906874,-4.254952046,-4.273375761,-4.292205081,-4.308271948,-4.32767347,-4.347508314,-4.364591756,-4.381081962,-4.397470288,-4.413879113,-4.430908099,-4.449616936,-4.466127336,-4.480360021,-4.495842979,-4.51364685,-4.528707478,-4.5436298,-4.557887966,-4.572484701,-4.586829357,-4.602097294,-4.616834022,-4.63049363,-4.646003899,-4.663841751,-4.68225086,-4.698719491,-4.716539914,-4.733851455,-4.750689753,-4.768088604,-4.783946033,-4.800466403,-4.817822389,-4.832896022,-4.852068558,-4.872167295,-4.895658758,-4.917150857,-4.93542633,-4.958487198,-4.98421863,-5.007983636,-5.034875489,-5.070507958,-5.101737878,-5.144161708,-5.185579967,-5.228702232,-5.289542406,-5.350264923,-5.439886091,-5.519246042,-5.610034037,-5.684884943,-5.74615798,-5.806433909,-5.866673132,-5.920630461,-5.979986726,-6.032654538,-6.09963537,-6.17458912,-6.265508253,-6.358370512,-6.545657106
2,-5.029487096,-6.591064607,-1.14231806,-1.287261093,-1.410169052,-1.515635811,-1.600217574,-1.643907277,-1.689768464,-1.730539544,-1.775754054,-1.822541876,-1.866140054,-1.917897586,-1.964337661,-2.032616435,-2.084767511,-2.129152846,-2.164739685,-2.206700857,-2.244056982,-2.295681097,-2.340133464,-2.390180126,-2.448196512,-2.511639308,-2.590604488,-2.666579789,-2.736772815,-2.819404592,-2.94122389,-3.08360672,-3.213781629,-3.39824434,-3.656640521,-3.917463108,-4.108714611,-4.214115916,-4.313539609,-4.385968453,-4.444317481,-4.497726651,-4.537791604,-4.578581386,-4.612697466,-4.647449678,-4.684554462,-4.713294917,-4.740918522,-4.769355008,-4.792071345,-4.817838333,-4.842322182,-4.866731782,-4.886802778,-4.911945167,-4.937390704,-4.962439785,-4.984006724,-5.003690379,-5.023351098,-5.043372272,-5.062566282,-5.083217821,-5.108560094,-5.130151059,-5.149941019,-5.16995197,-5.190972229,-5.212900481,-5.232096172,-5.255258689,-5.27600352,-5.299090923,-5.318846853,-5.344069525,-5.366383689,-5.393496348,-5.416391824,-5.440209094,-5.465026186,-5.483775557,-5.508187946,-5.531510347,-5.560267738,-5.58726807,-5.612180813,-5.641155282,-5.677749449,-5.713175133,-5.743826471,-5.781291011,-5.824853873,-5.865938779,-5.907239755,-5.94788921,-5.998740755,-6.071409912,-6.158970033,-6.256979918,-6.441481684
3,-3.728960404,-3.924279286,0.141558563,-0.103600308,-0.24993094,-0.362620016,-0.490664204,-0.650983647,-0.766947629,-0.909183375,-1.103880202,-1.310040341,-1.549460893,-1.826856763,-2.112302695,-2.329793321,-2.511832897,-2.631646756,-2.736802026,-2.809985117,-2.867827598,-2.9211377,-2.964909804,-3.006174859,-3.044591248,-3.082457815,-3.112401461,-3.138190943,-3.165025488,-3.192281298,-3.220930685,-3.246491557,-3.270666737,-3.296887858,-3.318480137,-3.341697022,-3.363032391,-3.384994559,-3.405428581,-3.426656802,-3.445745871,-3.462573155,-3.479666195,-3.49649968,-3.515699725,-3.532235929,-3.548532179,-3.564825716,-3.581989987,-3.596735287,-3.61213531,-3.628935663,-3.646945131,-3.663135181,-3.680584237,-3.693425504,-3.711687232,-3.727812145,-3.744037821,-3.762124896,-3.778122425,-3.796558372,-3.812062186,-3.827724223,-3.844795691,-3.86170617,-3.878862157,-3.894363765,-3.909503075,-3.926984025,-3.947277138,-3.964893374,-3.982833161,-4.004721811,-4.02329757,-4.044301046,-4.06635087,-4.090604849,-4.10947493,-4.133295517,-4.156751299,-4.189077968,-4.221396949,-4.257097881,-4.293959645,-4.330603495,-4.371132766,-4.41696999,-4.46627945,-4.520001399,-4.574277349,-4.633884986,-4.684233139,-4.750246014,-4.815689157,-4.873509105,-4.943064802,-5.018624439,-5.101618949,-5.221655773,-5.394031099
4,-3.30476817,-3.913813852,0.520405489,0.367293531,0.256433347,0.128997796,0.08570597,0.043168085,-0.000232044,-0.044910257,-0.08508993,-0.124513101,-0.160620281,-0.195211771,-0.240047837,-0.292488651,-0.343566423,-0.394186165,-0.418585093,-0.449450023,-0.48118351,-0.518058585,-0.54923735,-0.580327136,-0.614985365,-0.653988183,-0.68904014,-0.735188948,-0.785207981,-0.856871703,-0.913846371,-0.969028866,-1.021219155,-1.085751674,-1.143057069,-1.227008049,-1.319264008,-1.440302781,-1.55864082,-1.698276942,-1.941634001,-2.202638537,-2.458814716,-2.590628462,-2.664222606,-2.728981903,-2.784838957,-2.834707075,-2.883833469,-2.92481951,-2.959745925,-2.993446449,-3.023133507,-3.058528116,-3.094632206,-3.126592499,-3.154532961,-3.182860434,-3.212469868,-3.243072772,-3.271921281,-3.301067638,-3.331948357,-3.361019757,-3.38907884,-3.416155873,-3.443944963,-3.474007988,-3.504333943,-3.532568389,-3.56741851,-3.600906793,-3.633737262,-3.671356678,-3.715491535,-3.755520456,-3.801197651,-3.85117626,-3.896132521,-3.975113688,-4.06036022,-4.163901203,-4.278889173,-4.374204384,-4.440442918,-4.513498944,-4.577242818,-4.634699012,-4.681471117,-4.733351821,-4.785777182,-4.829471608,-4.87024935,-4.916072867,-4.967717562,-5.016612584,-5.076098808,-5.142050294,-5.224623494,-5.309462876,-5.479628137
5,-4.87965785,-5.017033339,-3.464401487,-3.657298998,-3.786353615,-3.877333139,-3.944806837,-4.0074811,-4.065446897,-4.111830222,-4.160253278,-4.202029172,-4.241433453,-4.273782825,-4.307128223,-4.336711888,-4.364757624,-4.396887858,-4.423459502,-4.450235535,-4.475595437,-4.498594,-4.521064427,-4.541798741,-4.56242341,-4.58077903,-4.597220946,-4.616493655,-4.633124079,-4.649294948,-4.66499833,-4.682484422,-4.699399031,-4.714940687,-4.730110161,-4.743859654,-4.759368603,-4.774935461,-4.792017642,-4.808833003,-4.823649426,-4.837218989,-4.850196027,-4.86465046,-4.87848222,-4.893730636,-4.908034224,-4.920779936,-4.932321577,-4.946173596,-4.959970165,-4.974535889,-4.99036745,-5.00564572,-5.019576092,-5.032683148,-5.045976967,-5.059073178,-5.071782904,-5.085819072,-5.099487445,-5.113019104,-5.125872775,-5.13947697,-5.151640648,-5.163184785,-5.176685301,-5.190549578,-5.204857173,-5.219724875,-5.233252083,-5.247343973,-5.260289806,-5.279501524,-5.292715027,-5.307385159,-5.322199616,-5.334043355,-5.3460257,-5.359044667,-5.374356918,-5.393177085,-5.409993516,-5.428754827,-5.445044163,-5.466386142,-5.48410117,-5.505650199,-5.526429217,-5.55196871,-5.579368523,-5.608483658,-5.637983975,-5.670542678,-5.709323219,-5.74802914,-5.797084571,-5.85245893,-5.923570427,-6.01788151,-6.172605006
6,-3.83015946,-4.69019608,-0.737730577,-1.201265111,-1.478895435,-1.676321148,-1.847253112,-2.010159396,-2.144080058,-2.263706128,-2.361031962,-2.465313736,-2.564632788,-2.665651945,-2.749362431,-2.846962055,-2.939901836,-3.02874149,-3.114126484,-3.186398585,-3.262276181,-3.316882068,-3.374483843,-3.410384207,-3.44884327,-3.484581986,-3.51295009,-3.542137056,-3.569399232,-3.597457428,-3.618514296,-3.64202678,-3.665045849,-3.687851543,-3.707927649,-3.72695358,-3.743897361,-3.762031882,-3.779901364,-3.796596333,-3.815507225,-3.832185752,-3.851023916,-3.867809481,-3.883736931,-3.90181565,-3.918018028,-3.935432762,-3.950968895,-3.965246399,-3.981303272,-3.995919673,-4.012510659,-4.027348715,-4.042761646,-4.060110772,-4.077814066,-4.095604628,-4.115339836,-4.131946687,-4.152269729,-4.1695493,-4.190528262,-4.21071572,-4.231487406,-4.256946382,-4.27831672,-4.301499501,-4.326038293,-4.352544739,-4.382231505,-4.410319151,-4.441226579,-4.476106268,-4.513028284,-4.545160335,-4.577327401,-4.611139938,-4.644324813,-4.67883087,-4.712725404,-4.747097874,-4.78187395,-4.819759974,-4.853552667,-4.887056035,-4.925890054,-4.955675868,-4.987616759,-5.024007396,-5.058618953,-5.092065319,-5.130507737,-5.165379595,-5.206356078,-5.255369812,-5.308265037,-5.359379438,-5.415995543,-5.506385091,-5.675562164
7,-4.386444798,-4.903089987,-2.304007395,-2.963102916,-3.299635403,-3.529290265,-3.683467242,-3.779592378,-3.855807927,-3.914177659,-3.961573983,-4.002167248,-4.036071201,-4.069598857,-4.096201122,-4.123188861,-4.146953697,-4.172706534,-4.190927999,-4.21114017,-4.229575448,-4.246169065,-4.261549319,-4.278303781,-4.293944157,-4.307568935,-4.322909458,-4.335393967,-4.349332953,-4.362499746,-4.374328183,-4.385890309,-4.397496975,-4.410576887,-4.421942525,-4.437136622,-4.449913836,-4.459447428,-4.469378428,-4.480919003,-4.492157257,-4.502414147,-4.514150727,-4.525052787,-4.534451368,-4.543527556,-4.552613088,-4.561755626,-4.57116094,-4.580958919,-4.589241324,-4.600073449,-4.609795365,-4.621332998,-4.632709231,-4.642117743,-4.652816186,-4.663602005,-4.673353058,-4.683550396,-4.693662258,-4.704041843,-4.713962741,-4.724555869,-4.734999076,-4.745429129,-4.755482233,-4.766823645,-4.776241431,-4.789107339,-4.799982949,-4.811947803,-4.822975137,-4.834536354,-4.845417888,-4.857211062,-4.866994911,-4.878579466,-4.893565739,-4.905269911,-4.920550602,-4.934069184,-4.950978769,-4.966187272,-4.979541435,-4.996743376,-5.017307202,-5.036410163,-5.05282904,-5.076622352,-5.101166315,-5.124886145,-5.14964474,-5.179882314,-5.212693034,-5.250167578,-5.295449324,-5.342312711,-5.409404462,-5.515969785,-5.706170579
8,-3.889820417,-4.62324929,-0.959515092,-1.241755276,-1.473099385,-1.669337626,-1.866264308,-2.006781514,-2.14066953,-2.246767245,-2.340652171,-2.438514868,-2.520594351,-2.592976265,-2.666033443,-2.735124689,-2.806153727,-2.872386057,-2.940857188,-3.009603029,-3.076591652,-3.145091207,-3.203422699,-3.252742533,-3.302980081,-3.355547447,-3.401210963,-3.438743809,-3.470351496,-3.500187643,-3.532468453,-3.560876821,-3.586770374,-3.612768663,-3.636012642,-3.660867207,-3.682452855,-3.699740615,-3.719342147,-3.739280403,-3.755156478,-3.773525827,-3.793185809,-3.80985495,-3.823996225,-3.83719664,-3.85573334,-3.871734321,-3.886872274,-3.905549741,-3.918790422,-3.934804737,-3.951408423,-3.968085135,-3.984397476,-3.998766736,-4.017059557,-4.03484637,-4.052747509,-4.069949874,-4.088394729,-4.103662415,-4.119460416,-4.136326684,-4.156351172,-4.175095625,-4.193245012,-4.212739423,-4.235753708,-4.256301213,-4.277922207,-4.298247283,-4.317542357,-4.344587305,-4.369106476,-4.396258356,-4.427474651,-4.458109208,-4.491321086,-4.52293498,-4.560234569,-4.598438219,-4.635017652,-4.673060434,-4.709539119,-4.747278932,-4.786625019,-4.826986381,-4.875520902,-4.919100272,-4.960789234,-5.002035334,-5.053819711,-5.098132812,-5.14151553,-5.192328005,-5.252099528,-5.323178918,-5.394462202,-5.503364322,-5.685832149
9,-3.982232176,-6.079181246,-0.283139458,-0.390395798,-0.467947315,-0.522361359,-0.560198998,-0.594266548,-0.625915068,-0.656757293,-0.678783743,-0.700527266,-0.718774519,-0.738254164,-0.757144397,-0.778007819,-0.796539983,-0.818795877,-0.838060759,-0.856658832,-0.873455873,-0.885092008,-0.898838138,-0.912814749,-0.92582187,-0.939084332,-0.954888344,-0.968821269,-0.980924626,-0.992765454,-1.005967163,-1.017573635,-1.029747413,-1.041590562,-1.054026526,-1.066609435,-1.07617392,-1.087142831,-1.098243175,-1.109563334,-1.120987605,-1.132651075,-1.143758929,-1.155492033,-1.167495965,-1.179382353,-1.190255816,-1.199671431,-1.209975409,-1.22173832,-1.233053196,-1.242702875,-1.253800472,-1.266693927,-1.278870594,-1.292455966,-1.307560969,-1.322251057,-1.337707911,-1.357029411,-1.373937003,-1.386987157,-1.403007592,-1.416647492,-1.430784494,-1.449389713,-1.465871685,-1.480405409,-1.497961528,-1.510874146,-1.525055876,-1.539437411,-1.556372171,-1.571425994,-1.589234147,-1.606986281,-1.624722844,-1.644183908,-1.664971987,-1.68115009,-1.700030622,-1.721096047,-1.743649573,-1.764460508,-1.790101543,-1.821159899,-1.85148098,-1.88410802,-1.916995668,-1.954151546,-1.991445432,-2.031746538,-2.07729841,-2.128367736,-2.187992695,-2.247994334,-2.320918697,-2.429578254,-2.561177043,-2.745475271,-3.092933003
10,-4.29328732,-5.86332286,-0.347292466,-0.56550388,-0.638347174,-0.714386365,-0.765608987,-0.820975786,-0.8823781,-0.93746468,-1.010198398,-1.062449401,-1.10243655,-1.136796102,-1.173121202,-1.214127684,-1.255552078,-1.297743083,-1.337794762,-1.379923746,-1.430372295,-1.477062418,-1.538697133,-1.581328106,-1.625433999,-1.673964931,-1.727143271,-1.784956488,-1.849462456,-1.920329361,-2.008874856,-2.115302114,-2.225066489,-2.330665452,-2.509675097,-2.704699287,-2.937446181,-3.225005177,-3.42842962,-3.534681749,-3.609022752,-3.668178884,-3.729299518,-3.777092973,-3.820367701,-3.861510318,-3.893870948,-3.924572403,-3.957469246,-3.986574956,-4.016998862,-4.046476497,-4.075673661,-4.101270853,-4.125906862,-4.149513237,-4.175211033,-4.199954518,-4.22363428,-4.247464129,-4.272035383,-4.295683632,-4.318945256,-4.342980082,-4.369677436,-4.393190565,-4.41623681,-4.444537302,-4.47344884,-4.499389225,-4.524446496,-4.555267001,-4.583332313,-4.61584533,-4.647297182,-4.683461629,-4.7256047,-4.766787208,-4.80738902,-4.858607298,-4.914975023,-4.968443535,-5.035003511,-5.095955,-5.160223103,-5.211876523,-5.26884587,-5.321882729,-5.371146922,-5.41645347,-5.459221453,-5.505075404,-5.552956398,-5.600873761,-5.65115753,-5.70577676,-5.764221468,-5.83634963,-5.918855271,-6.01179598,-6.198425223
