Dataset,RSD.log10sd,RSD.log10mad,RSD.log10iqr,RSD.log10ci90,RSD.log10ci95,Model,sigmaH,DAF,AHU,Residuals
31,0.725362466178091,0.766717128382748,1.04430086778847,2.30990518967699,2.6985309540184,0.342623077878121,0.241564783851435,0.00504401302497542,0.154219448130235,0.237730903287177
32,1.75779450828385,2.16286091528189,3.19565528288749,4.9609124149876,5.59772924502202,0.426482283297612,0.0493456417782696,0.000716248030009459,0.0264966213615029,0.487261360090632
33,2.00087491113959,2.17215780443465,3.50378549819126,6.00058125198866,6.36257976019092,0.896349800935225,0.0226636981498081,0.000636342694986179,0.0217843402333517,0.0514633133767852
34,1.59357705517517,1.05616108441751,2.40808761179421,4.74085540027261,5.24432174509443,0.817130175426267,0.025195774730556,0.000223979241246033,0.0293481984708722,0.102380826344611
35,1.71376018928775,1.09481134688385,1.49866758212022,5.67928220278773,6.19646974061647,0.840690574820068,0.0212093539818641,0.00251393577241426,0.0267281899319933,0.0934927292319387
36,1.52829005153798,0.87974395507257,1.18699291043683,5.35642137086404,5.84298690349283,0.717428188690576,0.0227476871338555,0.00141988778339879,0.034944410806788,0.208140073829288
37,1.72636424115868,1.04970115301694,2.71458368380332,5.09723412723426,5.68326682082093,0.592819615660492,0.0290886564835131,0.00350993476169597,0.0276405761089209,0.330395475779908
38,1.62824029752552,1.05697615430135,1.42983503475966,5.50253104546018,6.01249923606774,0.840451174151922,0.0198924036745808,0.0019879614776893,0.0285453223665529,0.0953427564354102
39,1.7438029129671,1.56618741680072,3.04059757842475,5.21175998455983,5.65261236949496,0.837898867979128,0.025096024100239,0.00223551127440164,0.0261708242525158,0.0979793368349029
40,1.58223360536602,0.878635864732879,1.2257952577203,5.39084826982408,5.95350615129481,0.804668240356651,0.0227445038027737,0.00205860057330896,0.0323731460286281,0.120506963259005
41,1.76178915205579,1.11791499747652,2.83884453063322,5.12866645722891,5.63939506178598,0.666248282436166,0.0286488711662129,0.000722481689570736,0.0291951168491714,0.264144190536589
42,1.54382808598515,0.878550327214779,2.53333893642293,4.44651831632934,4.85120155384386,0.858731552627991,0.0248359696810897,0.000758011199579902,0.0384792195734419,0.0575365455292111
43,2.3035674703738,3.31847298705002,4.74971894719221,6.47615120692707,6.84586641355459,0.860345204221019,0.0195053412748008,0.000375293800584001,0.0155840786164177,0.0964902267524443
44,2.12517450387433,2.78052125140976,3.89654103181798,6.10239442659737,6.52913252649918,0.902937009753997,0.0220524035102531,0.00119819524035941,0.0172413593997832,0.0397830586749103
45,2.09586328646552,3.00403092457016,3.54282069051102,6.20497481992969,6.63756808207052,0.900668450928194,0.0191667449015003,0.00100307499639326,0.018459341386549,0.0716409743153282
46,1.86195637888964,1.67184686022739,2.2663741593293,5.96368810080509,6.40532524020436,0.880110755118617,0.0181761204923033,0.000580139368118934,0.021490873207229,0.0694958125888065
47,1.99895228311507,2.61412497814524,3.694090187472,5.51695532053602,6.0550910227151,0.588917701298091,0.022469134945208,0.00105074730849285,0.0231677638012385,0.347218706555668
48,2.12116976253163,1.31097015959903,4.05647873915387,5.70208932810233,6.04150328184297,0.884319696690855,0.0214736627121238,0.00129181102693423,0.0180690002746042,0.0658655748725118
49,1.01534979917551,0.675850878894251,0.920445462204287,2.89255022393729,4.55835439104788,0.537555275754283,0.298408055031205,0.00495782816457905,0.0784189433152493,0.0881830997560703
50,1.54924436737946,0.793994268627992,1.09767131307587,5.1699524760163,5.63927706561526,0.795660007562548,0.0205103756346741,0.0020607249639284,0.034532577075268,0.12459498915086
51,2.91875562414157,1.60718916805552,6.0443487948053,7.34860641177393,7.70181012024633,0.952519761823352,0.0211204747831596,0.000349406594370567,0.00937861396946565,0.0133350883565622
52,1.55713385768206,0.570521865626841,0.782523041806264,5.25947767480114,5.84484504925203,0.782940198632186,0.0186067047055763,0.00299163058710519,0.0362156886184028,0.136232520836319
53,1.87065904116623,1.12712731402949,2.19300855156707,5.74712912871079,6.19232016291483,0.870972945988211,0.0160489919465773,0.00154359149044088,0.0222747788434099,0.0713057905172027
54,2.09750883181713,2.67611196584357,3.78954185280543,6.00885023668339,6.39898948436501,0.894784875705951,0.0219151738290731,0.000933339734594282,0.0180941922881177,0.0463495471365644
55,2.07577289796675,2.86316204763902,3.6962309415237,6.01924500926897,6.38391446203522,0.900391985272161,0.0255359404628301,0.000837964042148446,0.0205125209976688,0.0358726350785898
56,1.5525589472653,0.803581473603106,1.08070052522339,5.30210713670673,5.90500075961297,0.862405430499989,0.0272497835429038,0.00120970427295752,0.0379779787161476,0.0814799758369629
57,1.82616544572061,1.16371332980027,1.69714708715431,5.72391179102109,6.1597688116301,0.901100252763995,0.0218973292586089,0.000484408878558975,0.0252476707751401,0.0432017994562318
58,1.89636126281025,0.709013266235975,1.2352782157708,5.75339123383286,6.14670122755127,0.892591631789865,0.0163953542485904,0.00129487780925702,0.0234455049052619,0.047922953950724
59,1.91011777475688,1.73163276729961,2.96888047955954,5.93496552723514,6.30119813081244,0.902880816428877,0.0203243994150297,0.000478103620971488,0.0229224293774334,0.0473253244604662
60,1.3740697963135,1.6436523959151,2.17787561444023,4.36952442941411,4.86874265522831,0.504078202826761,0.0547482911436898,0.00161485388866111,0.0523092162652945,0.367368232088338
