"","Dataset","X1.","X2.","X3.","X4.","X5.","X6.","X7.","X8.","X9.","X10.","X11.","X12.","X13.","X14.","X15.","X16.","X17.","X18.","X19.","X20.","X21.","X22.","X23.","X24.","X25.","X26.","X27.","X28.","X29.","X30.","X31.","X32.","X33.","X34.","X35.","X36.","X37.","X38.","X39.","X40.","X41.","X42.","X43.","X44.","X45.","X46.","X47.","X48.","X49.","X50.","X51.","X52.","X53.","X54.","X55.","X56.","X57.","X58.","X59.","X60.","X61.","X62.","X63.","X64.","X65.","X66.","X67.","X68.","X69.","X70.","X71.","X72.","X73.","X74.","X75.","X76.","X77.","X78.","X79.","X80.","X81.","X82.","X83.","X84.","X85.","X86.","X87.","X88.","X89.","X90.","X91.","X92.","X93.","X94.","X95.","X96.","X97.","X98.","X99."
"29",29,-5.8824908127147,-5.34584257885843,-5.1046943119598,-4.96647228986842,-4.90965670319868,-4.84283990186105,-4.77716300646077,-4.71574525734695,-4.6475250289259,-4.6047679785654,-4.56538376399836,-4.53367979752622,-4.50513410476305,-4.46827709709608,-4.42775123410123,-4.39760231796973,-4.36779927895389,-4.34881240815352,-4.32359009354037,-4.30239960848962,-4.2857938215546,-4.25972671862183,-4.23914834936059,-4.21883794922652,-4.19167456616052,-4.17711434307852,-4.16100711277341,-4.14166113794236,-4.12878521553153,-4.11568719195615,-4.09879174498187,-4.07954552168137,-4.06045967014616,-4.04660557287223,-4.02596295940218,-4.0069479882778,-3.99028241060077,-3.97486542983806,-3.96164283618572,-3.93892371928468,-3.91130151893059,-3.89953118020895,-3.87712205010059,-3.86103636614548,-3.84745794471623,-3.83396756092462,-3.81900766101619,-3.80436963366753,-3.78888777299376,-3.77000735555906,-3.75788150468656,-3.74820173060329,-3.7349726399237,-3.71853798857284,-3.70414068770227,-3.68788824725069,-3.66492703012125,-3.64953476427212,-3.63512978123545,-3.61521870450062,-3.60166119694331,-3.58332703289872,-3.56716890331743,-3.54680942627483,-3.52604426283052,-3.5005648791957,-3.48097900415381,-3.46436161798075,-3.44993719210872,-3.43413192456197,-3.41472909111839,-3.40074946369024,-3.38203930401636,-3.35642482484529,-3.33531499089514,-3.3195961482684,-3.29388877393296,-3.27031017521651,-3.25391575440633,-3.23278224266778,-3.20999921249681,-3.19234144520375,-3.16710167244243,-3.13723521477593,-3.10670455508588,-3.06175358176837,-3.03068000822555,-3.01186278285446,-2.97677584686497,-2.94524926822372,-2.91158306626826,-2.88638423593018,-2.85848523992165,-2.81504662058311,-2.77602554928611,-2.69722733188943,-2.64292596863779,-2.56576572076171,-2.45229674820692
"30",30,-5.47906050808827,-4.61183233127812,-4.19811278336812,-3.86907721772962,-3.65189511089983,-3.48961704706172,-3.36549121909443,-3.31295018308824,-3.25878315697347,-3.17612474878267,-3.14296114229456,-3.12082077161455,-3.08170654018911,-3.04629125249802,-2.99485832155108,-2.95730328534332,-2.91534760197477,-2.87298913233628,-2.82936192053442,-2.78850590177829,-2.75152332792892,-2.69319712432259,-2.65761051191404,-2.61342800510868,-2.57365416130724,-2.51903073424011,-2.48310596805851,-2.44361826145017,-2.39298517073731,-2.32564452439222,-2.2610246359412,-2.2068844848906,-2.16878679053101,-2.10359439267764,-2.00843932789078,-1.95477937609203,-1.88809501283347,-1.81724061488759,-1.77240343515029,-1.6469682398801,-1.57198771099694,-1.4955269690434,-1.42139269530027,-1.35235559835531,-1.26683044049407,-1.22406794939116,-1.15784373781317,-1.089597242124,-1.03419390464983,-0.99002909157237,-0.942800626683444,-0.889616336128333,-0.83316336973372,-0.793816974844236,-0.749097203226449,-0.692352562623361,-0.638223265928585,-0.59710198137099,-0.560421991761428,-0.511757908335975,-0.469780232609564,-0.437310942953363,-0.386655526288468,-0.346025209442901,-0.323242187660546,-0.277248147367911,-0.236134779272865,-0.19884752979658,-0.169376858880649,-0.139796062771251,-0.113257344219191,-0.0943329257402871,-0.0642454030000601,-0.0238020843839048,0.0052811561076322,0.0501280246812209,0.0664837220033082,0.0899293602292957,0.128571559846246,0.158967787373219,0.187340932021027,0.211706229659202,0.232911868743958,0.267637031827477,0.302706298640092,0.332607548994996,0.383231709938286,0.420799069257707,0.454902100677519,0.487823194140823,0.539328248928611,0.582425625448559,0.613613774547614,0.662070377477639,0.75636707676213,0.857368536649065,0.911458048306618,1.01469297793476,1.12042494967001
"31",31,-5.89114367948144,-5.72507505650368,-5.6071073914884,-5.51852030570693,-5.46831688126893,-5.41856854780331,-5.36400091824004,-5.31829840452247,-5.28419306323224,-5.2423284717874,-5.19415218032074,-5.15041090297294,-5.07786074058548,-5.03280916056025,-4.97495000441578,-4.9166162052786,-4.85272405115801,-4.75620076087061,-4.60949733067905,-4.53358169566246,-4.41164458401947,-4.29627912969506,-4.21241507578921,-4.14714640648735,-4.0554523634648,-4.00278829781062,-3.97077113312815,-3.91674466562072,-3.8818506627396,-3.84416077892253,-3.81755721653541,-3.78466067070963,-3.75917315764075,-3.72990776783422,-3.70005042284338,-3.66904181641793,-3.64232312058337,-3.61718869640112,-3.58898901205929,-3.56577741568775,-3.54405624318132,-3.51177321287072,-3.47572613062552,-3.43987832335891,-3.41658356508326,-3.39446971481207,-3.36473310277866,-3.32416108262766,-3.28609328806809,-3.25128310408946,-3.2099889725227,-3.17013883548456,-3.12328259498303,-3.0938231964749,-3.05070976149798,-3.02127357414936,-2.97862154253227,-2.94910551944477,-2.89219052933124,-2.85670646241186,-2.81393411545631,-2.74948941970293,-2.64345531958765,-2.55545884678223,-2.42138456651,-2.26251558608127,-2.07174822076008,-1.92113290635128,-1.7943611459062,-1.6904903427179,-1.5932275394165,-1.52310152168152,-1.47534125006628,-1.43040794151715,-1.39802396564596,-1.34822361922933,-1.29248410591544,-1.2217082838312,-1.16793217621347,-1.12480544520311,-1.07428816352616,-1.02406561974071,-0.979224869963762,-0.920037535966595,-0.861901118286363,-0.828166216423392,-0.783794944393497,-0.748736248155821,-0.706031340874104,-0.664952782466568,-0.612443194554314,-0.561305451612748,-0.507089090472096,-0.438695980698945,-0.396925629271946,-0.31430226527824,-0.217543387501834,-0.106998953468927,0.053565226631908
"32",32,-6.00960046528527,-5.74987744478801,-5.67821103372423,-5.57424654746101,-5.53785879522835,-5.4916626007272,-5.46310119363358,-5.42403682816243,-5.39155555614103,-5.3604860511973,-5.33538840089324,-5.30935885387068,-5.29363048127225,-5.26930931028015,-5.24829524508047,-5.22830276562375,-5.2163310549282,-5.19601894712907,-5.18027565783859,-5.16451401292141,-5.1527978435192,-5.13413291294597,-5.10698777313187,-5.08910981383343,-5.07328997962948,-5.04895532251478,-5.03333408912681,-5.01630341337431,-4.99747546602072,-4.98241104880714,-4.96547318652276,-4.94799945069779,-4.93112195842261,-4.91595013715268,-4.89936119518759,-4.88000643026683,-4.85798766275246,-4.84876589297348,-4.82663142282798,-4.80992883445644,-4.79150785710595,-4.77832025844339,-4.76404125671289,-4.73835132515001,-4.71679698438824,-4.68771576294149,-4.66386715724522,-4.63900199528054,-4.60568886293544,-4.57303102410095,-4.53919350965725,-4.50006344318215,-4.47501637236801,-4.4184586758761,-4.38673546700535,-4.34819383801496,-4.30928696068103,-4.25931093229156,-4.19348187356722,-4.13751983150768,-4.07802537681964,-4.02639061770976,-3.9701006776687,-3.8653018656356,-3.81005369888442,-3.742294929446,-3.6677444679259,-3.57228676614723,-3.52318980638014,-3.4711227427433,-3.38520597576326,-3.31383092544763,-3.21424778368907,-3.12460580392799,-3.06097082302722,-2.97707009070923,-2.90874869565054,-2.83792439146091,-2.76451518381726,-2.70254158373305,-2.60573749681665,-2.55168230438765,-2.45932692220802,-2.37922262613651,-2.29706838467406,-2.23050229272524,-2.15197597376533,-2.09025679967115,-2.02977321701299,-1.98137074312457,-1.89748915436841,-1.81778141479592,-1.75556917664684,-1.68661926411397,-1.61430443847472,-1.53065449911165,-1.44024034085971,-1.32099373655196,-1.06046843366665
"33",33,-6.09859167600007,-5.9723525870786,-5.86455714513461,-5.79431562269583,-5.73363372457854,-5.65514071424856,-5.60380908113086,-5.57164198050378,-5.52904659649106,-5.46737013477896,-5.43621781220075,-5.38579141088719,-5.34010332254738,-5.28771175639175,-5.23772516132048,-5.16853334620197,-5.11396867444866,-5.06418298136691,-5.01751910474881,-4.96397209990276,-4.91926812702909,-4.87655259027606,-4.83650428167283,-4.80673631657976,-4.77285049857038,-4.72665677605702,-4.68868822455545,-4.65542505696889,-4.62788386218719,-4.60495146079101,-4.57147396104081,-4.5456246726838,-4.5247832190972,-4.50711532118173,-4.47745849369559,-4.45140492214651,-4.4268130961826,-4.38447934024311,-4.36686127567756,-4.35029260375623,-4.32179969124617,-4.3043417351597,-4.27931324008433,-4.2581430908349,-4.23950369300128,-4.2138813506098,-4.19323319947363,-4.17255958571525,-4.15371695817395,-4.1358016142843,-4.10386211122698,-4.0824598424537,-4.05713791879666,-4.02659764081314,-4.00550344105597,-3.96275315589389,-3.93870944748623,-3.91646732686124,-3.88737010968525,-3.85834323501303,-3.82732250515438,-3.79904911423058,-3.75821025930928,-3.72334066280168,-3.69277668866422,-3.66956600440948,-3.6194809878437,-3.57181463685175,-3.53658094247385,-3.4855741742619,-3.42908608018708,-3.38177320500378,-3.32205097271447,-3.23065316668154,-3.14668121311167,-3.06006099136689,-2.96132874579475,-2.8379483310512,-2.66608635584524,-2.53993256602663,-2.41663217949364,-2.25052148335925,-2.15077895458745,-2.01988532003217,-1.86806002196801,-1.75928462171044,-1.64806505229983,-1.52789256671671,-1.43571007160538,-1.36693800325338,-1.2922875079654,-1.22297608623021,-1.08839556218239,-0.949244057132877,-0.834073919338724,-0.750062053116126,-0.635823004384573,-0.509100465302846,-0.360742996668691
"34",34,-5.96425741007074,-5.80425109034695,-5.70783073495635,-5.62979581408164,-5.57252169865423,-5.52304525534934,-5.4802931447955,-5.43239437669274,-5.38864392505559,-5.34718314939761,-5.315966527084,-5.2800085053355,-5.22598448347756,-5.19731977673025,-5.16975365111518,-5.13468411093051,-5.08743687717637,-5.06344826099282,-5.03432980769391,-5.01525846939298,-4.99118051500821,-4.96143262051509,-4.93263124254377,-4.9077985610692,-4.87607534863712,-4.85908569545229,-4.83762441855323,-4.81324902284433,-4.78022298299664,-4.75306761090188,-4.71259592447313,-4.6916026712053,-4.65758442304172,-4.63472589663539,-4.60911132632654,-4.59103153769249,-4.56953946657066,-4.53817485100461,-4.49278362032592,-4.46815866194331,-4.44892256152436,-4.41513638138446,-4.38187762571128,-4.35144361092513,-4.32602577990076,-4.28462527308091,-4.25630830072068,-4.21276352816721,-4.16245180955592,-4.12447759550866,-4.08245326519925,-4.04652804137167,-3.99525927220909,-3.93197423008322,-3.8999139321003,-3.83458927243114,-3.77376273961892,-3.72084911152006,-3.64127460928565,-3.55641353321122,-3.46357034907658,-3.35205277597456,-3.22341219063113,-3.105355627313,-3.01657638515134,-2.9445676609212,-2.84743891938127,-2.78749868480921,-2.70055717129371,-2.6351884553823,-2.57828964452964,-2.51886373211265,-2.47343149564607,-2.40167789075199,-2.32858660800196,-2.27598269326352,-2.22488491595284,-2.15538842283627,-2.1021647417837,-2.05848642083962,-2.01078118841333,-1.96210729234969,-1.89737894150953,-1.8603539081513,-1.82192034605807,-1.77878196173479,-1.72810247524485,-1.685045605766,-1.6408509951526,-1.58163504124463,-1.52997630878344,-1.49281719811326,-1.42411551643559,-1.31299929116614,-1.230766877539,-1.15785315109761,-1.0881573083192,-0.96520661036651,-0.759865201245686
"35",35,-5.22465002248219,-5.0188791875236,-4.89921095159403,-4.80108319736043,-4.71159827030969,-4.64412687175165,-4.57100973075609,-4.52250876236348,-4.47597679557846,-4.41882475430199,-4.34232127137172,-4.29351333826817,-4.18618581255199,-4.11421047398812,-4.02888287261529,-3.99356895897509,-3.93421514669395,-3.88192126666959,-3.84703464108404,-3.81237984198571,-3.77827231991743,-3.7417347038776,-3.70969253874947,-3.68139133745685,-3.65103822779539,-3.62928838790498,-3.60565433285704,-3.58577985699023,-3.56105139646523,-3.52969533905872,-3.51425608168509,-3.49035121145293,-3.4655397575653,-3.4396362880485,-3.41841867106957,-3.39407022710946,-3.36730148101143,-3.33578318479219,-3.32036771656616,-3.308430870548,-3.29073561357092,-3.27372221362342,-3.2581466352239,-3.23897255662822,-3.22041196502724,-3.207396235916,-3.1905685226333,-3.17497608601322,-3.15525341000117,-3.1354429460991,-3.11604993952939,-3.09319267993442,-3.07573322515474,-3.06249808422405,-3.03958854897522,-3.01705153480371,-2.99215195182305,-2.9709074547696,-2.95161921025501,-2.93591383726036,-2.91967832042364,-2.88995867491701,-2.85808401377303,-2.82083532333718,-2.79862138109985,-2.76944690255092,-2.73139879320859,-2.69235940065129,-2.67053145962685,-2.64830203456032,-2.61849734205931,-2.58385847421581,-2.55303084557253,-2.49666858945066,-2.45307541280106,-2.39019180545539,-2.32083179305241,-2.25564256953823,-2.16967379607819,-2.10820604946921,-1.96551493612302,-1.83444659780276,-1.68034664905765,-1.45321093300367,-1.33582230514375,-1.21912174268542,-1.06339583858101,-0.946023932359101,-0.807193528904509,-0.696583423653983,-0.611745140660698,-0.473253500620401,-0.380536454850392,-0.303783458836537,-0.190285251073731,-0.0365415941069441,0.0891750201791622,0.181118553116029,0.357204362572311
"36",36,-5.32192595411296,-4.97932781302663,-4.76731122963925,-4.58972674172195,-4.51504902741772,-4.4380982746991,-4.3500535291777,-4.28150290347994,-4.2137285190932,-4.17712368809308,-4.11044184478741,-4.07521898945496,-4.04502046171871,-4.00720057893714,-3.96952962341177,-3.93579069980682,-3.90395056716153,-3.87015114002093,-3.84252104023665,-3.82430806322361,-3.79271263905217,-3.76479291429883,-3.73719075698472,-3.71046337051902,-3.68686291413379,-3.67513826382116,-3.65778591646209,-3.63284850008782,-3.61908465058656,-3.6006200220021,-3.58345916492171,-3.56590367964846,-3.54125246837998,-3.52065217703322,-3.49834040371458,-3.47535105786304,-3.45647377774198,-3.43445449101271,-3.41782773340159,-3.40073555862539,-3.3796158608881,-3.35876240957349,-3.33218288518214,-3.31087028761693,-3.29104149141642,-3.27818627297373,-3.25551922916353,-3.22977225868672,-3.20453015209169,-3.18712574607564,-3.17454497697212,-3.15512211588717,-3.11950102839755,-3.08924135290395,-3.06002177339885,-3.02098409338521,-2.98864575842398,-2.95210802448062,-2.91710404496641,-2.87829356841568,-2.83928795131789,-2.79778457292697,-2.74174892020566,-2.65803101602428,-2.59773315379578,-2.47458524071588,-2.37855945564135,-2.27583383188962,-2.17647188680355,-2.05019378941626,-1.92698567448716,-1.82678807540809,-1.70760001689887,-1.63208293971678,-1.55077375491994,-1.44135874785601,-1.34029196345557,-1.28759669271315,-1.21511100682766,-1.13410520701345,-1.075472863961,-1.01402759187826,-0.947573582991131,-0.889061824837705,-0.837258439780741,-0.767642301287066,-0.716127805912978,-0.65414729778142,-0.575922309456679,-0.518801539124046,-0.447080793507002,-0.373732211239843,-0.324234356081227,-0.267309583777368,-0.189650838568038,-0.119924270712345,-0.0572147196310462,0.0501264053585072,0.182512355428045
"37",37,-5.72291717349368,-5.57157592229428,-5.50427418898028,-5.40753776785549,-5.36818868075813,-5.31942712973897,-5.28867787482318,-5.26977972512554,-5.24164996230338,-5.20898365144337,-5.18106635072758,-5.16225942041326,-5.14584845564008,-5.12603636732134,-5.10631650111766,-5.07895218326745,-5.05080751913854,-5.03713904469673,-5.02510107925631,-5.00596616078826,-4.98668185545833,-4.97527002223683,-4.96037513629489,-4.94483887398821,-4.92794232227796,-4.91219104669566,-4.89649202398433,-4.88262467662358,-4.86177178820644,-4.84626651952978,-4.82899031381182,-4.81498385791989,-4.79718934216212,-4.78504749801165,-4.77054468396965,-4.75759083421667,-4.73908180362553,-4.71809772721944,-4.70153549128793,-4.68760962315802,-4.67393105220684,-4.65209416398315,-4.63177583126448,-4.62303565537742,-4.6032921506978,-4.58071067982667,-4.55749288850641,-4.53747722101484,-4.52006286773561,-4.49481275882408,-4.46381566174586,-4.43225729213666,-4.41325415409354,-4.38057941685322,-4.35274482404344,-4.31911623844879,-4.27969835728665,-4.22447089220696,-4.18106682402652,-4.09558888396798,-3.95957388750432,-3.85492966532905,-3.68631475922643,-3.59647017474833,-3.47574256701498,-3.36958782006128,-3.26969956135455,-3.20906654648877,-3.15056454299986,-3.08899241059184,-3.04166900500732,-2.9791558197292,-2.9117932528495,-2.85189072798028,-2.78163253342323,-2.71675698952667,-2.65032158444886,-2.59006430851215,-2.52255420973034,-2.44611215113753,-2.38732814397355,-2.33726876678238,-2.28269661324428,-2.24451295957524,-2.18046103634332,-2.13530620695539,-2.09806489467757,-2.05819126655906,-2.01144222483528,-1.96179078321334,-1.90397225683942,-1.83932751875584,-1.78846811524726,-1.71791038847064,-1.65111390500707,-1.58542321277751,-1.50123587876902,-1.4182396354559,-1.25127524576372
"38",38,-5.4008098450877,-5.2266473192275,-5.07791049867597,-4.98903176533995,-4.93209238985825,-4.8661146789431,-4.82860555678558,-4.78323199507419,-4.7405455119444,-4.69076384188591,-4.65107450816975,-4.62813677564026,-4.59790356848069,-4.53443153304513,-4.4851239634539,-4.44103000671349,-4.39262556313259,-4.34514914238167,-4.29357116994165,-4.23662686249114,-4.17866948078515,-4.13600532363321,-4.07718827916981,-3.92031328402898,-3.5596577304547,-3.31295512602972,-3.17425362670601,-3.0595458933192,-2.94166424372014,-2.83870798954991,-2.75682648032053,-2.67531926577951,-2.5838854779203,-2.52064089442997,-2.40210876089026,-2.33300494680473,-2.25254725504635,-2.19833940382077,-2.11188516848215,-2.00735684267997,-1.93952716393255,-1.85541652653747,-1.80564504797565,-1.75661683945759,-1.6867459775915,-1.62566273420735,-1.56246756841019,-1.46714408769043,-1.38194811189684,-1.33466308899442,-1.23118542944706,-1.17466297508051,-1.11691375440464,-1.051226636182,-0.987484320040314,-0.937676674073598,-0.890739859664115,-0.846627906450848,-0.792964725226137,-0.728774717745325,-0.681525661356742,-0.642168307965808,-0.611210874233365,-0.563561138824601,-0.533222630232232,-0.48271875517443,-0.432955248061887,-0.390130779064602,-0.342327604970098,-0.296735615292886,-0.250394518617085,-0.211710051324064,-0.187032146531783,-0.156955349796697,-0.107154528190929,-0.084070225378398,-0.0558007180629399,-0.0257552198331599,-0.00393811661445285,0.0428905394907108,0.0763106522780615,0.113952684021672,0.144622004162557,0.191475877127248,0.235612251237448,0.277399082495386,0.313785788609713,0.34252848568242,0.374153600311368,0.408149868648057,0.450840500573339,0.480410694340877,0.525657894652773,0.587265342829289,0.638913543730297,0.708258511699,0.762029253085689,0.829997029357876,0.970066012035504
"39",39,-5.79157800475722,-5.58113854893206,-5.4805623920892,-5.38802871734063,-5.32871801158026,-5.29198193812255,-5.22274925980593,-5.17199855939185,-5.1248019387095,-5.09362861269683,-5.04242147844051,-5.00031048710362,-4.95348993248515,-4.90983846483752,-4.84095918846557,-4.76972420039273,-4.70359534687882,-4.63306584425741,-4.56790644741648,-4.45511649359675,-4.31449726581701,-4.18931331833666,-4.07286817013026,-4.01933789625028,-3.95467813716446,-3.8938725143999,-3.84781187400937,-3.79779382264958,-3.76147924153661,-3.70006670301809,-3.66382037266348,-3.61769111478088,-3.57993211515005,-3.52931541044476,-3.49007762323344,-3.46958561423621,-3.43835509788371,-3.40642312218293,-3.37790551599428,-3.34019590472837,-3.31032851044831,-3.27374518113806,-3.24244601182191,-3.20974987830667,-3.17798992635109,-3.15725117869813,-3.12045426412001,-3.0938426588654,-3.05214815133219,-3.01455965864174,-2.97354659012457,-2.92502669320062,-2.85884233998013,-2.75920798427055,-2.66928043050836,-2.60556011538827,-2.50687719190978,-2.39495276185902,-2.28548921117115,-2.1109842769438,-1.99279416732782,-1.88860303065306,-1.73553339325062,-1.65021725674001,-1.54961024811737,-1.47143436400042,-1.42034203788488,-1.36389253385873,-1.2916576897546,-1.24154785012787,-1.20020786797007,-1.14865798108541,-1.09916789451397,-1.05181490766291,-1.01579567397459,-0.987099231766533,-0.94752533543077,-0.914515230089858,-0.871973972674467,-0.837471590805265,-0.783418808098611,-0.736509653098352,-0.705573555328816,-0.669747339064272,-0.634366806832039,-0.585947066709848,-0.558332066447855,-0.517928336979471,-0.470747487238867,-0.428518592100434,-0.401663494374681,-0.359239748455581,-0.299886012838942,-0.265149557542605,-0.231549942005339,-0.168051379403437,-0.0675075538266042,0.0407379229348222,0.189096961561821
"40",40,-4.59342152941845,-4.45056293844936,-4.36466630205092,-4.28275830208391,-4.22287714839016,-4.15359703040392,-4.11542226761428,-4.05670067100942,-4.00932403419417,-3.96278027041781,-3.92868342395489,-3.87548291130727,-3.82540774006195,-3.76636595478092,-3.72781056262994,-3.69497126055629,-3.64113837665951,-3.59684703897775,-3.54461007663849,-3.43624854630574,-3.29365379590648,-3.10771854716031,-2.91619608673314,-2.7439049189231,-2.60291389130113,-2.48827152497917,-2.40560559556569,-2.35654924635143,-2.31636823319572,-2.25537684789651,-2.21170404278545,-2.16635375822057,-2.11939421574562,-2.08615061995781,-2.03386399453693,-1.98836795722034,-1.93880642986733,-1.87517918239243,-1.81994039498496,-1.75559552199083,-1.72098704857398,-1.67840202713026,-1.65108310470421,-1.60032014261053,-1.54999703746546,-1.50647482642647,-1.46335972235407,-1.42018176071378,-1.35283905548789,-1.3059798372419,-1.2529806659699,-1.19079087399669,-1.14027963828824,-1.09272631089137,-1.04282176066323,-0.979864241594666,-0.933434270609026,-0.852152221027827,-0.788561139005158,-0.720205546468441,-0.652265820457842,-0.570188259597884,-0.497213834192186,-0.435256279115677,-0.378169745089883,-0.316357903294437,-0.243145492828264,-0.178503450263054,-0.0881739790209917,-0.00708251570210794,0.0309268127190794,0.0844888499282692,0.118693296037507,0.171646488023656,0.216275431716926,0.256294342472444,0.292940211926408,0.348969953006282,0.405103956138441,0.457486815492816,0.517973322563594,0.558621899669212,0.605055649927341,0.634236134304165,0.696876336698394,0.734438941277863,0.77249889432268,0.801961663275397,0.837612461777914,0.884474054221779,0.932405173681934,0.984189710502804,1.03312522863376,1.06359939611929,1.12435877441047,1.21730412497334,1.29219135424201,1.3869896792366,1.58298607283779
"41",41,-6.16448591309093,-5.96740170247242,-5.87167059908496,-5.82417181204153,-5.77782036653423,-5.75094064039866,-5.69438790911269,-5.64436998514434,-5.60562259368947,-5.55778717394275,-5.5139625421071,-5.47408942258543,-5.42593503974347,-5.36720696309084,-5.31939397381795,-5.25708044937673,-5.19730718433581,-5.11446830690868,-5.06327050178432,-4.97301005588593,-4.89755139739953,-4.83805116252611,-4.74109789612008,-4.66670134909756,-4.59823607422715,-4.55103235673727,-4.50460393227806,-4.46681329769936,-4.4093814102648,-4.38027932408281,-4.34775501782561,-4.30518302926899,-4.25776269219102,-4.21479383297689,-4.19130858035903,-4.13778001685543,-4.10155804878685,-4.05484597558256,-4.01637204412787,-3.98821566852061,-3.9538350269622,-3.9177374363185,-3.89420192712666,-3.86653488798125,-3.82461315458726,-3.78232126189692,-3.73712107004448,-3.709380412003,-3.68262228979125,-3.65250316334281,-3.61959266755328,-3.56950767644403,-3.53128915720703,-3.49615998756331,-3.46768803341035,-3.44156974713802,-3.41266496459111,-3.37186966708909,-3.3433491856723,-3.30293569893828,-3.25850940405767,-3.20572223334717,-3.16251434837932,-3.12704232514443,-3.08887929307591,-3.04230710334067,-3.0007885283869,-2.95934411843248,-2.90446377590155,-2.84894053229711,-2.76298676729555,-2.69347748637017,-2.60264360475776,-2.49249521388367,-2.37449874579859,-2.26500444086348,-2.12060366364801,-1.98597265459104,-1.92184594399099,-1.82472018655442,-1.72593450445706,-1.64841287333381,-1.58064751320037,-1.50694600691161,-1.41423418107258,-1.33371838680414,-1.28183542851939,-1.19567506839459,-1.14264475874461,-1.05653916101103,-0.977633495674345,-0.919017936411552,-0.853955537985858,-0.807836074402656,-0.752084804697209,-0.667179288033459,-0.59374166151166,-0.492988916381645,-0.32812988662989
"42",42,-4.9491006471358,-4.72375595076219,-4.61585011624556,-4.51670589081108,-4.45027041590356,-4.40333060282989,-4.35379442034272,-4.31032363696273,-4.25657251199838,-4.23314537799526,-4.19787289678447,-4.17715707679271,-4.15168461224912,-4.1346741910688,-4.10462648068072,-4.07723825440205,-4.05964374599361,-4.04169811559012,-4.02595718409759,-4.00841527602335,-3.98819204259835,-3.96166077215539,-3.93032798991912,-3.9071229945927,-3.88391192566573,-3.86979998650051,-3.83619151212283,-3.80908314654384,-3.77868434316525,-3.74754926792403,-3.72145507503242,-3.68644578183678,-3.65252220587525,-3.6245628867851,-3.60124638736199,-3.57212237296756,-3.52586003964113,-3.48329780691917,-3.44039033545955,-3.39448226107866,-3.30930717280568,-3.24979612930611,-3.15185108331415,-3.05907860373192,-2.97038623499826,-2.87619927671273,-2.76105648729549,-2.65116718057702,-2.5498601952764,-2.45631522283422,-2.34646134214846,-2.25439499544342,-2.16437902866311,-2.10282404626206,-2.03205878269716,-1.95318141390852,-1.88115844891787,-1.79250645804397,-1.73497480642815,-1.64681122989378,-1.60991214743742,-1.55859090309876,-1.51675689865416,-1.46848916496385,-1.42177506696584,-1.36912593651431,-1.32555903591448,-1.28202534730225,-1.2394836683913,-1.19107005751937,-1.14854178557018,-1.11236774565985,-1.07367368684208,-1.03151880486594,-0.989981540447464,-0.95353200174943,-0.911328556673031,-0.877230610628469,-0.832843718460567,-0.774846959061609,-0.74215348180364,-0.670913574685576,-0.629200267613845,-0.581797839397812,-0.542001385134065,-0.500513516682053,-0.45467241824428,-0.417146407666215,-0.347213686925132,-0.30995863110108,-0.265927504998761,-0.199214405982682,-0.100914126147769,-0.0193576693961455,0.0419698721186837,0.125063132866022,0.23172511510903,0.437527756536009,0.611877723585902
"43",43,-4.68710244601723,-4.4914889356311,-4.43416467030259,-4.36682482946903,-4.32509852910982,-4.2867918492962,-4.23447854005955,-4.2071469803158,-4.1729004528926,-4.14688783338805,-4.11802306012891,-4.08724381820072,-4.06359302073785,-4.04632923903673,-4.01746238896766,-3.99422146384897,-3.9642157973172,-3.94765468631364,-3.93171900914275,-3.90712769512268,-3.89072876452891,-3.87409533080297,-3.8596434684033,-3.84307863225181,-3.82489823679924,-3.80723561809374,-3.78893755053328,-3.77018355627564,-3.73834616937248,-3.7200441045476,-3.69843847894045,-3.68289910647133,-3.66633941477845,-3.64866934080388,-3.62763121069932,-3.6123426005918,-3.59165875941953,-3.57118225996791,-3.54639977053532,-3.52806405478103,-3.50692078628872,-3.48349640695771,-3.46207395745432,-3.43440152685777,-3.38949812595302,-3.36414869701545,-3.32961632909697,-3.30505037510703,-3.27031483288065,-3.23655460521452,-3.19509543836462,-3.16676185235226,-3.13906749463174,-3.09551155562871,-3.03182690119725,-2.86304375433885,-2.7323017947395,-2.58081194325299,-2.37743343539414,-1.99029711584572,-1.75618592930843,-1.54231426802984,-1.40722722773744,-1.28335801396895,-1.14579431227712,-1.01886532841017,-0.956907923285208,-0.889169507741999,-0.836128063307476,-0.779960582979541,-0.727807501956246,-0.657801909889752,-0.607231802856726,-0.572651871538714,-0.521513012315252,-0.485036833100825,-0.437151753593253,-0.408504245906782,-0.335928233046864,-0.297695309520812,-0.259309735957337,-0.209490282684921,-0.169320349020498,-0.104730260509991,-0.0550467384915498,-0.00772099724279689,0.0281342019294559,0.0676330808216503,0.0933008922858711,0.132415467668603,0.187859866484024,0.234274564366946,0.275211065888307,0.313167490494832,0.357375325663256,0.419606540586128,0.510223099360356,0.607005675804557,0.732310087296705
