"","Dataset","X1.","X2.","X3.","X4.","X5.","X6.","X7.","X8.","X9.","X10.","X11.","X12.","X13.","X14.","X15.","X16.","X17.","X18.","X19.","X20.","X21.","X22.","X23.","X24.","X25.","X26.","X27.","X28.","X29.","X30.","X31.","X32.","X33.","X34.","X35.","X36.","X37.","X38.","X39.","X40.","X41.","X42.","X43.","X44.","X45.","X46.","X47.","X48.","X49.","X50.","X51.","X52.","X53.","X54.","X55.","X56.","X57.","X58.","X59.","X60.","X61.","X62.","X63.","X64.","X65.","X66.","X67.","X68.","X69.","X70.","X71.","X72.","X73.","X74.","X75.","X76.","X77.","X78.","X79.","X80.","X81.","X82.","X83.","X84.","X85.","X86.","X87.","X88.","X89.","X90.","X91.","X92.","X93.","X94.","X95.","X96.","X97.","X98.","X99."
"1",1,-6.58137707713488,-6.39657758794396,-6.27439055318169,-6.18169639557427,-6.09974822685644,-6.04345022834763,-5.99613262625702,-5.9335803178296,-5.89167935454877,-5.83777242173211,-5.77794849640804,-5.69870800124632,-5.62277999172803,-5.57952112551944,-5.47388798854842,-5.39686980752172,-5.34691101788732,-5.27110123218581,-5.20885000246317,-5.16873906936903,-5.1145516228362,-5.08763789876041,-5.05305892201471,-5.02687396277273,-5.00377835436292,-4.98429701203338,-4.95854800943495,-4.93334905150283,-4.90418362174423,-4.88303173887646,-4.85739141693928,-4.83496490078272,-4.81631406625422,-4.79312882492818,-4.77817663576146,-4.75738497366615,-4.73485903128386,-4.71851679514552,-4.70764901633006,-4.68783426057085,-4.66850996897966,-4.65416238629402,-4.63965336151389,-4.61736564962471,-4.60204304777542,-4.59126172439609,-4.56890562986677,-4.5603524742728,-4.54815404641026,-4.53665356360953,-4.52041599600287,-4.49655338119248,-4.47838670783717,-4.46500344966781,-4.45022218991216,-4.43286702793618,-4.42114241301413,-4.4051325201594,-4.38706295210001,-4.3709125340429,-4.34662552505319,-4.33017342761197,-4.30950606312992,-4.29389468350846,-4.27942660874007,-4.26466110282729,-4.2477185965452,-4.2244883505522,-4.20027466631591,-4.17736130263128,-4.15747612861213,-4.13195227279797,-4.1050994012456,-4.07803687898086,-4.05178729789918,-4.02451619915265,-4.00012108717261,-3.96677044779386,-3.93238748861471,-3.88889470865628,-3.84284113607225,-3.79142042388602,-3.74243493726502,-3.68631018154552,-3.60543821622882,-3.50244463630235,-3.34823339911824,-3.20013145908237,-3.00069680642528,-2.81776237480847,-2.62122252226643,-2.38922599797431,-2.17622395351482,-2.02552883738678,-1.87763979310967,-1.67964493635803,-1.5098000490732,-1.30258675745794,-1.12328601637544
"2",2,-6.41503886096795,-6.22938039935182,-6.11111267660443,-6.01801938233355,-5.96634211140331,-5.90343632807874,-5.85155605701281,-5.82189242833313,-5.78392143325932,-5.74690708984075,-5.71360347106373,-5.66806083044913,-5.62846786492237,-5.60998672666993,-5.57245395795815,-5.53628765027045,-5.51307897210368,-5.49335824861044,-5.471721205953,-5.44372319948107,-5.41220940223933,-5.39023399828062,-5.35480287667282,-5.32709231016523,-5.30740990254761,-5.28825713020971,-5.26922957584154,-5.2476742376698,-5.22307018399555,-5.20593020409878,-5.18821065317575,-5.16699359365171,-5.14251874657019,-5.12364635126442,-5.10197737118607,-5.07186419299733,-5.04805476667284,-5.0166153692593,-4.98706304392203,-4.96636477725309,-4.94920484073232,-4.92642882202914,-4.91066855523661,-4.89045337927475,-4.86970075404914,-4.85026629569805,-4.83338205578055,-4.81411804308936,-4.78364549461543,-4.75278390759788,-4.73287862655309,-4.69258179433505,-4.66459262365872,-4.63116786592801,-4.5992330333856,-4.57004261383775,-4.51904728792744,-4.46939695260486,-4.43211319844487,-4.40439649083206,-4.36171493255553,-4.29062583126512,-4.21686978485438,-4.15197585419722,-4.02824145412899,-3.90961148717812,-3.77674601876622,-3.63985878729202,-3.48466066469936,-3.35289333695688,-3.21738076002155,-3.10257083496814,-2.99247966141211,-2.90455138860721,-2.85013915326946,-2.77747673861404,-2.72904678585092,-2.64851552207733,-2.61866137671479,-2.52377921583271,-2.46907508700621,-2.41596510590211,-2.35098163370099,-2.30362173834768,-2.25286456113197,-2.20429907187281,-2.15231665682247,-2.10569074369669,-2.04846910878448,-1.99599342153084,-1.94206595485995,-1.89491681451672,-1.84063363835264,-1.79497448429911,-1.73742182501463,-1.70081090690677,-1.58731412076875,-1.46211492943323,-1.3455471898494
"3",3,-5.50075137811401,-5.28043410886547,-5.12966169431822,-5.04611625950704,-4.98719338835453,-4.8976931244526,-4.83218446399859,-4.79184267971096,-4.73426296379758,-4.67037537372161,-4.6076465319815,-4.55433450851733,-4.49421352610236,-4.44566260073949,-4.38556899016068,-4.31434710035872,-4.2926840907537,-4.25385279103588,-4.2272698726663,-4.20118329446407,-4.16695357071135,-4.13823415798365,-4.1089591481511,-4.08187253328573,-4.06677560018682,-4.0479553777427,-4.0210595180635,-4.00463458880676,-3.97981866766712,-3.96086823242645,-3.94321715968751,-3.91590666687181,-3.89825952233619,-3.8799714322031,-3.86454613406518,-3.83687473076257,-3.82142517587922,-3.81235534601096,-3.80234552745111,-3.78912068014379,-3.77475188572898,-3.75313956310533,-3.73388191793625,-3.7113694589662,-3.69324234811464,-3.67915257278515,-3.66233767554127,-3.64749234216969,-3.63283861114601,-3.61530610346013,-3.60204435392737,-3.589649834066,-3.56988054855861,-3.54917605377583,-3.53405279822218,-3.51681029110534,-3.49930323706962,-3.47966066652951,-3.46699373048501,-3.45340231619596,-3.44184234552405,-3.42268924857695,-3.40502666878017,-3.38213128148403,-3.36728262612505,-3.34543037924658,-3.32521456852172,-3.29777712974654,-3.27560431049821,-3.26273335980009,-3.23672754996717,-3.20881185666772,-3.18445829404599,-3.16244297286865,-3.13040377745905,-3.0830515354703,-3.05697602753091,-3.02116385037146,-2.97688510708028,-2.93317245695302,-2.85707021439683,-2.79990932389489,-2.64122465702567,-2.55318169446653,-2.37850790810481,-2.22440085078734,-1.9535629416026,-1.7898270000316,-1.62151094715831,-1.38843321268826,-1.23005765165964,-1.06818988343512,-0.937283585359086,-0.809637355382213,-0.658119961173021,-0.540784648248122,-0.367923229110968,-0.206092107640635,0.0094610181991381
"4",4,-5.46804892441471,-5.347654661407,-5.20778316286853,-5.1186059222574,-5.08286432947757,-5.03647711482547,-4.99342790087901,-4.94798067651989,-4.92050555801627,-4.86915494927615,-4.80482297329461,-4.74642242212527,-4.69902164916022,-4.65165378579708,-4.58778664740236,-4.5449108250117,-4.45857624314159,-4.35755817666695,-4.20828117257751,-4.12266189432551,-4.02055757903669,-3.94007936355448,-3.88374616936625,-3.83775452170965,-3.80304502457598,-3.74973117992798,-3.70575098296497,-3.66136671604919,-3.60019349399152,-3.55316851655395,-3.51327867080497,-3.48059615323705,-3.45934425250401,-3.42643536499265,-3.39999504763651,-3.35744923208971,-3.32574562390699,-3.30475888307948,-3.28096317459558,-3.24120297027041,-3.20815592792034,-3.18284911315308,-3.15482174447079,-3.1321869808554,-3.09440790045419,-3.05589486261509,-3.02270954958036,-2.99227678589912,-2.9532885713825,-2.91267022702171,-2.87406987061461,-2.84518299442002,-2.80128696228591,-2.75162465929795,-2.70637108093404,-2.64722442835216,-2.57668929815925,-2.45351530686853,-2.31804644924827,-2.1368003119614,-1.96851498139602,-1.83211525713151,-1.69573050779968,-1.62996596656944,-1.51969478641975,-1.4582279918907,-1.35669647604448,-1.28535851953585,-1.21701002081807,-1.15501568471041,-1.10095535826983,-1.0362661277137,-0.990022252245686,-0.946123239476224,-0.905725165361537,-0.86941104628512,-0.839272820279362,-0.783461863574983,-0.737280497185173,-0.709959121082223,-0.678961358281947,-0.633592277866885,-0.588825001468066,-0.559979131755099,-0.526388470236914,-0.48956450522821,-0.451581847608584,-0.398693340750284,-0.355378269117144,-0.286649198989521,-0.24245607092672,-0.208548240341548,-0.153052637544039,-0.111747299898046,-0.0540724538585311,0.00655476704632692,0.089716224912439,0.190556365897342,0.329884852390983
"5",5,-6.32169468227386,-6.06415572800115,-5.91993363952514,-5.85557486145655,-5.79142778853253,-5.74389512546081,-5.69645314944405,-5.66112431561207,-5.62968994423368,-5.60091397499143,-5.57501759616626,-5.5554956483708,-5.51907031234577,-5.49815252233645,-5.461412123763,-5.44352127150757,-5.42936901406774,-5.41047135960053,-5.38515626218244,-5.36014503599432,-5.34606292780476,-5.32735055496287,-5.31109489382199,-5.30081133922832,-5.28825507094773,-5.26796646786295,-5.2509966519702,-5.23404345155855,-5.2213350467563,-5.20769008457881,-5.19577784487007,-5.18050927213624,-5.16851739725486,-5.15649992894122,-5.14260753909477,-5.12672645436792,-5.11222276849859,-5.10064835316698,-5.08362258386861,-5.06794102639113,-5.05442297600503,-5.0423665079341,-5.02858346397901,-5.01295343851828,-5.00293353068693,-4.99105157225405,-4.97809607739022,-4.96537205917133,-4.95521529873158,-4.94273142610538,-4.93348192159779,-4.91851400621206,-4.90502795095904,-4.89299022024906,-4.88561093574753,-4.87124895011192,-4.85620361324703,-4.84048800975339,-4.82956574124072,-4.81797377951782,-4.80922822360493,-4.79771352012049,-4.78194030010098,-4.77049554650283,-4.75337084595015,-4.73784284082752,-4.71960016213403,-4.70286015643186,-4.68887987873764,-4.66526572254029,-4.64995646607213,-4.6347610570467,-4.6148446322322,-4.59741493997796,-4.57827387280248,-4.56353130460893,-4.54574108043706,-4.5249635380441,-4.49918899857932,-4.47588990535279,-4.44963913027968,-4.425307527718,-4.40092810364952,-4.3779279728278,-4.35331777834934,-4.31400908791736,-4.27725151497429,-4.25609105424348,-4.20526142818282,-4.1693894194474,-4.12553872931678,-4.09282213000144,-4.0312513862456,-3.99063289776245,-3.90261460602971,-3.81036679407624,-3.72339797324856,-3.55750117969925,-3.31948980189405
"6",6,-5.77064251712663,-5.53363940604631,-5.42547656654611,-5.34607958203357,-5.28525752580796,-5.24458898537211,-5.19069866598907,-5.1577587490579,-5.11177137893922,-5.06974143310769,-5.02915113921852,-4.99963341116837,-4.96650533100216,-4.93332819228953,-4.89188242418497,-4.86309893166745,-4.8115694013769,-4.77343459034134,-4.74783040282491,-4.7119602621529,-4.68527462360144,-4.66447020878999,-4.61607090904923,-4.59351682616671,-4.54991296167689,-4.52286889930115,-4.49425350978607,-4.45100603076652,-4.41680297519867,-4.39230520253232,-4.36798890832634,-4.34834930048605,-4.32499045405832,-4.28743122522466,-4.25161259625808,-4.2264170249035,-4.20909026594149,-4.185000889306,-4.1636432746719,-4.14626602515677,-4.12478280720177,-4.10170210337997,-4.082135364899,-4.06473078534005,-4.04582812713055,-4.02832385578974,-4.01719910450818,-4.00150316990397,-3.98694483014961,-3.96979627036966,-3.95366596619867,-3.93793314550504,-3.92947102784841,-3.91409952762487,-3.90031655356173,-3.88509415979565,-3.8679737991546,-3.85354538786919,-3.83736390563854,-3.82315294062215,-3.8057467588658,-3.7818060541838,-3.76816818797731,-3.7388121259708,-3.70689068586255,-3.68958504259754,-3.6753956434382,-3.65419220516266,-3.63487861509916,-3.61715770897736,-3.58909969867167,-3.56365431348922,-3.54282478529891,-3.52214675525359,-3.48624213949627,-3.45781270438003,-3.3926012780872,-3.35317801577717,-3.31810554665138,-3.28750438763807,-3.20997858395234,-3.16911145450303,-3.1125214562703,-3.0307336338758,-2.95898404523391,-2.85054727619404,-2.77788437276574,-2.67437501529828,-2.56350955076109,-2.45302890946869,-2.36282471553208,-2.30724870241957,-2.21211430971464,-2.0616421212811,-1.84954171461418,-1.66181881729858,-1.47414056246445,-1.1946789317187,-0.964147294970695
"7",7,-5.83389772559989,-5.55062130395669,-5.44618851108023,-5.37116548070556,-5.30401382894338,-5.2422516398172,-5.21199314555748,-5.16069254983473,-5.13854091704034,-5.10959827693708,-5.0766588189523,-5.06084336867919,-5.03650828447568,-5.01198238321567,-4.99530515288127,-4.97362504575955,-4.95783888114856,-4.94891330133887,-4.93749402648937,-4.92047062546942,-4.90624034687,-4.89474839467436,-4.87737855806375,-4.86903603890128,-4.85763536626882,-4.84278700293282,-4.8335684184617,-4.82479923824392,-4.81468466249916,-4.80256668314991,-4.78895939101618,-4.7798354103439,-4.77386612648737,-4.76260859439545,-4.75247554718532,-4.74150966628849,-4.73320093194501,-4.72130814127155,-4.71032566697074,-4.69687445483764,-4.68382680285681,-4.67531907854398,-4.66654821710189,-4.65870045922184,-4.6518374137803,-4.64265952123112,-4.63442764048389,-4.62411733265188,-4.61290829044195,-4.60442560757456,-4.59278353343463,-4.57939776999265,-4.56194281601409,-4.54934372978552,-4.53709225973379,-4.52663657859122,-4.51729605271685,-4.50354487456632,-4.493559727767,-4.48293467928664,-4.47372797569859,-4.46288585400866,-4.44820712205883,-4.4392997618,-4.43016232651048,-4.41884069008034,-4.40760679302342,-4.38929911846128,-4.37518943436732,-4.36223037336363,-4.35039687339227,-4.33429311523329,-4.32262019331151,-4.31343334130322,-4.29795158660004,-4.28763739046694,-4.27286050404307,-4.25462744548378,-4.23747362243305,-4.22334006648796,-4.20989116723628,-4.1803094100977,-4.1636013437373,-4.13823475780289,-4.11958569081747,-4.08618025632017,-4.05738342890312,-4.03093926875744,-3.97821852685514,-3.94275682405623,-3.89360035692954,-3.84117725033749,-3.74952593437051,-3.6475374133472,-3.54425015212832,-3.41392519430623,-3.2777542919793,-2.94341580150592,-2.36673152355207
"8",8,-5.70163302863502,-5.48116798698906,-5.36680040939062,-5.27951086836323,-5.21613107530158,-5.16466924900195,-5.10929753900876,-5.05897038111482,-5.01243016085789,-4.96837542394692,-4.91024936483018,-4.8684352010358,-4.81186586467263,-4.7701483600312,-4.71155052347544,-4.66858906332895,-4.61328836067034,-4.58034306506122,-4.55281428544185,-4.5102451775032,-4.47308399214499,-4.44126847563749,-4.40692801562712,-4.3812068849009,-4.34403627121074,-4.31680424708914,-4.28751929061564,-4.26596205714966,-4.24575907765341,-4.23057483410823,-4.21829445779733,-4.20330841469328,-4.19118217287024,-4.17132263315326,-4.15587726017286,-4.1312563491033,-4.10744613931915,-4.09083380049236,-4.07494820572598,-4.059258741273,-4.0415422492354,-4.02675125915773,-4.01180420629242,-4.00228373869482,-3.98425339928928,-3.97328905778454,-3.95729125602047,-3.94606549557788,-3.92789905244479,-3.91453308705622,-3.89703306901926,-3.87886001164641,-3.86252765232946,-3.84604999523796,-3.82959556573341,-3.80905657457825,-3.78134875308771,-3.76006174581804,-3.7430822841463,-3.72350991098195,-3.70932256494648,-3.68801152380979,-3.66225369719521,-3.64278502389712,-3.62341826052465,-3.59116934585572,-3.5616162176898,-3.53142215050616,-3.49817284659732,-3.47366478191573,-3.43416145344233,-3.39341418068203,-3.34830932028761,-3.30159611105149,-3.24293682052631,-3.20011892525405,-3.15307921815594,-3.12030154733696,-3.06327224022884,-3.00888951429961,-2.95250130518427,-2.88544981754804,-2.83343399189407,-2.77461758259729,-2.72139125543632,-2.64834303169213,-2.5780105188097,-2.51611309472112,-2.44821785443755,-2.37976652238144,-2.27690612351002,-2.16303336851575,-2.08225968002549,-1.95559171736642,-1.86550422337285,-1.70855247902234,-1.51420457184743,-1.36417524891748,-1.18177883020173
"9",9,-6.21160174201187,-6.05300736989597,-5.92825619428194,-5.86792283972129,-5.78207131159418,-5.70674027481317,-5.64618840948697,-5.5963047177764,-5.5524543880555,-5.49926569384414,-5.45012577493934,-5.39625463105643,-5.33581373028078,-5.28354103096687,-5.22196645155074,-5.15381502572077,-5.08989271867715,-5.02258486192832,-4.94635892107427,-4.88679135842201,-4.83154497030317,-4.79982552051746,-4.7208520863876,-4.67975356806162,-4.65759927062472,-4.62522011262225,-4.60089484536544,-4.562722648948,-4.53833167123874,-4.51733548811312,-4.48507619373838,-4.46540466009424,-4.43641099649837,-4.4089811351043,-4.38790906468775,-4.36563517294689,-4.35190365342003,-4.31047041869249,-4.29271592137868,-4.25961172017964,-4.24280879466737,-4.22318048057904,-4.19110163966565,-4.16036201480359,-4.13486990253504,-4.10669608331694,-4.08607861300512,-4.06411674376424,-4.03410472982673,-4.00298801843503,-3.98137825257658,-3.95284225477829,-3.92023603975721,-3.88227757873693,-3.84449743034204,-3.80647245678095,-3.76844485913908,-3.72530312632239,-3.67429485908881,-3.60829053103607,-3.56003462739982,-3.44518864869729,-3.28678601356537,-3.13013492734264,-2.90780308563031,-2.72925817072442,-2.55952914108739,-2.45011667243689,-2.31893325881902,-2.21548043493822,-2.15717588899238,-2.06639067276034,-1.98308483068011,-1.93744310743393,-1.88131899913159,-1.83496007048953,-1.77890632289854,-1.72253242046214,-1.69552184596569,-1.64608972582056,-1.60169057915172,-1.5422000075273,-1.49747132600784,-1.458432405897,-1.42228382998875,-1.37550698987282,-1.33400488810714,-1.29240133636924,-1.24154382039937,-1.18902000593374,-1.13685980689939,-1.07669470921706,-1.02752762016685,-0.961717383288556,-0.897906669756371,-0.820022331870681,-0.756296543072416,-0.649065582398948,-0.477876520995781
"10",10,-3.99991419608717,-3.27473767875264,-3.00783748981594,-2.78056889846996,-2.64189719355175,-2.53969964875714,-2.48183622468661,-2.42894251351252,-2.38054806450782,-2.29093188105799,-2.24344417696722,-2.17281478917278,-2.13313296315534,-2.10176418699859,-2.05589018199199,-2.01868243971556,-1.99143642353281,-1.96598042612401,-1.93970409764246,-1.9061372448238,-1.87746884908164,-1.86142395885898,-1.84482833557833,-1.80401095607937,-1.78264443423495,-1.747471423344,-1.72445431271687,-1.71431194406282,-1.69140258880517,-1.67481214065792,-1.65767935010912,-1.6376607759631,-1.62208343446519,-1.60290150199696,-1.58411312323037,-1.56752385176907,-1.54719975277201,-1.52328297963813,-1.51032409703392,-1.49469896490472,-1.47915132941097,-1.46221740216427,-1.44799971130809,-1.43467362137532,-1.42271706878923,-1.40780526704038,-1.3915642110416,-1.3800537103383,-1.36822086343264,-1.35596876939204,-1.34724761978737,-1.32980987902998,-1.3169438606632,-1.30047850588575,-1.29211118246669,-1.27911423052488,-1.26804715899756,-1.25189457056087,-1.23990474288105,-1.22160762868814,-1.2081099738931,-1.19276127133015,-1.17978040734481,-1.16923371812276,-1.15371215043428,-1.13973481544126,-1.12792144354023,-1.11524047310644,-1.1002928598007,-1.08432090637754,-1.07133424710299,-1.06005951168519,-1.04521504837652,-1.03278016705836,-1.02152319632877,-1.0032550061452,-0.989145349744298,-0.97268943041663,-0.952640640298958,-0.933016854122528,-0.923435514579879,-0.909988034987199,-0.891373049957847,-0.871716492201093,-0.850158217629085,-0.829064996605318,-0.815750241396357,-0.793620523125024,-0.766979166030485,-0.737464205124965,-0.71414657337417,-0.682832369307715,-0.646217613607682,-0.608918580865931,-0.554723058212537,-0.520424625975349,-0.478537652478749,-0.421494396199206,-0.308521410253643
