"Index","indivrisk","Incidence","X5.","X50.","X95."
80,0.001,0.5,0.001520952,0.007494419,0.710326534
80,0.01,0.5,0.015103058,0.07146173,1.128900832
80,0.1,0.5,0.14674886,0.575348298,2.493169968
81,1e-06,0.5,4.35e-05,0.000229341,5.965783621
81,1e-05,0.5,0.000430373,0.002267114,8.282707223
81,1e-04,0.5,0.004267169,0.022219764,11.93117685
81,0.001,0.5,0.042320385,0.215014572,18.28157237
81,0.01,0.5,0.416595498,2.006677897,30.79024083
81,0.1,0.5,4.128014332,16.16352047,71.56274602
82,1e-06,0.5,0.000121913,0.000669107,37.85684425
82,1e-05,0.5,0.001219138,0.0066851,45.86395731
82,1e-04,0.5,0.012177151,0.066695003,56.38232347
82,0.001,0.5,0.121811095,0.661020766,70.55020182
82,0.01,0.5,1.198689158,6.07910536,94.44065204
82,0.1,0.5,10.79643514,41.43942792,164.6694577
83,1e-06,0.5,1.13e-05,5.44e-05,3.790115777
83,1e-05,0.5,0.00011248,0.00054278,4.799907601
83,1e-04,0.5,0.001124578,0.005384701,6.138483725
83,0.001,0.5,0.011226301,0.052486885,8.133210415
83,0.01,0.5,0.109887117,0.505156084,10.69791391
83,0.1,0.5,1.061014661,4.348896032,19.9472747
84,1e-06,0.5,2.61e-07,0.017942191,0.286079537
84,1e-05,0.5,1.65e-06,0.038897343,0.480837318
84,1e-04,0.5,1.05e-05,0.082543311,0.816889626
84,0.001,0.5,6.55e-05,0.175238384,1.402708229
84,0.01,0.5,0.000381465,0.375769876,2.434352501
84,0.1,0.5,0.002461343,0.83568693,4.407004157
85,1e-06,0.5,7.49e-05,0.02399744,0.175522008
85,1e-05,0.5,0.00039077,0.047471974,0.295829258
85,1e-04,0.5,0.002043944,0.093535541,0.507537384
85,0.001,0.5,0.010240896,0.185670329,0.873060367
85,0.01,0.5,0.050466993,0.377348597,1.567256714
85,0.1,0.5,0.213021423,0.846749752,2.951965756
86,1e-06,0.5,1.68e-05,17.53432739,128.3484007
86,1e-05,0.5,0.000166301,20.750482,134.3471323
86,1e-04,0.5,0.001658308,24.55855865,141.7773231
86,0.001,0.5,0.016440338,28.58993934,150.9213738
86,0.01,0.5,0.16242026,34.19537585,160.1136875
86,0.1,0.5,1.64228198,41.94389222,172.4847549
87,1e-06,0.5,1.78e-06,0.003407479,2.402701991
87,1e-05,0.5,1.65e-05,0.010416016,2.963388552
87,1e-04,0.5,0.000146529,0.030011651,3.65160138
87,0.001,0.5,0.001263337,0.085188271,4.539226387
87,0.01,0.5,0.010207274,0.257131074,5.71581057
87,0.1,0.5,0.082447302,0.978524536,7.49597349
88,1e-06,0.5,3.9e-06,2.05e-05,0.82180498
88,1e-05,0.5,3.89e-05,0.000202526,1.141554412
88,1e-04,0.5,0.000386996,0.001971594,1.663119212
88,0.001,0.5,0.003842565,0.019099495,2.584585863
88,0.01,0.5,0.037975851,0.179661327,4.340533576
88,0.1,0.5,0.388764149,1.533508226,9.13666414
89,1e-06,0.5,2.16e-05,0.000154544,28.8279342
89,1e-05,0.5,0.000216223,0.001543567,34.4458835
89,1e-04,0.5,0.002141371,0.015430591,40.69381905
89,0.001,0.5,0.021246852,0.153970184,47.89484056
89,0.01,0.5,0.212726227,1.49442606,57.77192374
89,0.1,0.5,2.210600678,12.46453639,83.70302929
90,1e-06,0.5,2.94e-05,0.000278275,21.46951594
90,1e-05,0.5,0.000294381,0.00277843,24.08277101
90,1e-04,0.5,0.002943679,0.027378833,27.30221109
90,0.001,0.5,0.029145965,0.26962162,31.7808043
90,0.01,0.5,0.287460325,2.507636281,40.5592856
90,0.1,0.5,2.819722444,14.2608516,87.4149069
91,1e-06,0.5,1.31e-05,0.00012173,1.526470771
91,1e-05,0.5,0.000129904,0.001195864,1.946976497
91,1e-04,0.5,0.001288619,0.011502192,2.528759648
91,0.001,0.5,0.012793265,0.105166471,3.40546382
91,0.01,0.5,0.123623932,0.758602116,5.52905471
91,0.1,0.5,1.03350529,3.765290811,13.04217347
92,1e-06,0.5,5.88e-07,4.59e-06,0.482764322
92,1e-05,0.5,5.88e-06,4.57e-05,0.543415961
92,1e-04,0.5,5.88e-05,0.000454426,0.627534969
92,0.001,0.5,0.000587391,0.004495437,0.737116203
92,0.01,0.5,0.005813568,0.040990286,0.885975426
92,0.1,0.5,0.052195857,0.2522279,1.256546847
93,1e-06,0.5,0.000305348,0.00190702,81.6403575
93,1e-05,0.5,0.003052953,0.01905828,96.60327686
93,1e-04,0.5,0.030505603,0.189290609,111.2504554
93,0.001,0.5,0.302335394,1.805245202,133.4679058
93,0.01,0.5,2.718824481,13.8586233,161.4991033
93,0.1,0.5,15.94392892,59.21030752,245.0907692
94,1e-06,0.5,6.17e-06,9.72e-05,2.298171857
94,1e-05,0.5,5.97e-05,0.00078453,2.86640177
94,1e-04,0.5,0.000570394,0.006221721,3.602534126
94,0.001,0.5,0.005207572,0.048277756,4.714179433
94,0.01,0.5,0.044752287,0.354918278,6.394986746
94,0.1,0.5,0.351101738,2.25119234,11.42775336
95,1e-06,0.5,1.46e-06,0.011409665,1.250408441
95,1e-05,0.5,1.24e-05,0.02291089,1.564924687
95,1e-04,0.5,0.000101053,0.047569962,1.99791778
95,0.001,0.5,0.000702144,0.098296202,2.580762562
95,0.01,0.5,0.003694035,0.225419462,3.345333307
95,0.1,0.5,0.016172752,0.665178531,4.549004338
96,1e-06,0.5,3.43e-05,0.0002117,6.029870375
96,1e-05,0.5,0.00033797,0.002093034,7.75857483
96,1e-04,0.5,0.003311492,0.020710141,10.19357946
96,0.001,0.5,0.03212346,0.197690408,13.56816168
96,0.01,0.5,0.301012092,1.7427014,19.75714498
96,0.1,0.5,2.372141254,12.01835353,50.65427932
97,1e-06,0.5,3.69e-05,0.000255138,2.494506267
97,1e-05,0.5,0.000364865,0.002451345,3.577756033
97,1e-04,0.5,0.003614616,0.022966686,5.411516438
97,0.001,0.5,0.035268458,0.206539691,8.581600723
97,0.01,0.5,0.341702717,1.722425147,16.1430609
97,0.1,0.5,3.151950611,12.41418738,47.08379789
98,1e-06,0.5,5.52e-06,0.008162159,4.772257845
98,1e-05,0.5,5.41e-05,0.023613044,6.219084497
98,1e-04,0.5,0.000529096,0.069258727,8.08231642
98,0.001,0.5,0.005019351,0.199432925,10.86329976
98,0.01,0.5,0.04624962,0.621100706,15.23239835
98,0.1,0.5,0.360728949,2.630680643,22.85156811
99,1e-06,0.5,3.5e-07,3.56e-06,0.062641209
99,1e-05,0.5,3.5e-06,3.54e-05,0.07643254
99,1e-04,0.5,3.5e-05,0.000348185,0.095962519
99,0.001,0.5,0.000348584,0.003214971,0.123692792
99,0.01,0.5,0.00344572,0.023510849,0.179042549
99,0.1,0.5,0.029771979,0.109007443,0.403272504
100,1e-06,0.5,3.24e-07,0.00016899,0.051380267
100,1e-05,0.5,2.75e-06,0.000616961,0.084705695
100,1e-04,0.5,2.3e-05,0.002208199,0.140170303
100,0.001,0.5,0.000183661,0.007898328,0.234928599
100,0.01,0.5,0.001420274,0.028267631,0.404664009
100,0.1,0.5,0.011386801,0.107167898,0.75890087
101,1e-06,0.5,2.03e-05,0.000118523,3.99919026
101,1e-05,0.5,0.000201797,0.001174559,4.683228545
101,1e-04,0.5,0.002009977,0.011689466,5.529931638
101,0.001,0.5,0.019937694,0.114247382,6.810768014
101,0.01,0.5,0.191717468,1.029118707,9.339938441
101,0.1,0.5,1.588553857,6.124364933,27.97055936
102,1e-06,0.5,1.44e-05,8.78e-05,3.489881956
102,1e-05,0.5,0.000143768,0.0008759,4.040698999
102,1e-04,0.5,0.001437397,0.008726242,4.867598758
102,0.001,0.5,0.014320399,0.085616728,5.823286579
102,0.01,0.5,0.139874103,0.763588711,7.187341023
102,0.1,0.5,1.232137201,4.396868071,15.36163159
103,1e-06,0.5,1.12e-05,0.822570695,5.991662646
103,1e-05,0.5,0.000112153,1.049117396,6.74510338
103,1e-04,0.5,0.001121301,1.333084215,7.639691737
103,0.001,0.5,0.011169594,1.720912188,8.973448189
103,0.01,0.5,0.10807968,2.261536821,10.5251043
103,0.1,0.5,0.789986566,3.419160299,13.00259254
104,1e-06,0.5,1.52e-05,0.070911474,0.671045095
104,1e-05,0.5,0.000151563,0.114162362,0.81261833
104,1e-04,0.5,0.001510688,0.180323785,1.004669265
104,0.001,0.5,0.014540091,0.283555405,1.299713759
104,0.01,0.5,0.104673143,0.486248386,1.791147216
104,0.1,0.5,0.290420293,0.927678784,2.928469445
105,1e-06,0.5,1.85e-05,0.000125262,4.175750306
105,1e-05,0.5,0.000184776,0.001251208,4.997928329
105,1e-04,0.5,0.001847842,0.012405881,6.01742491
105,0.001,0.5,0.018346729,0.120817206,7.42332197
105,0.01,0.5,0.175815208,0.991860295,9.457384398
105,0.1,0.5,1.266759374,4.543243046,16.14109813
106,1e-06,0.5,9.97e-05,0.001536247,25.98587677
106,1e-05,0.5,0.000974674,0.014815153,30.09790126
106,1e-04,0.5,0.009387539,0.134489552,35.33688363
106,0.001,0.5,0.090640392,1.125230261,45.03373717
106,0.01,0.5,0.746052954,7.307038408,76.28774174
106,0.1,0.5,5.351485521,34.23611939,410.8750387
107,1e-06,0.5,0.000227674,0.002390245,63.9959799
107,1e-05,0.5,0.002264478,0.023849029,78.20642923
107,1e-04,0.5,0.022428108,0.236950941,96.05312388
107,0.001,0.5,0.223928847,2.262131642,122.6253634
107,0.01,0.5,2.206909984,17.75669833,173.218354
107,0.1,0.5,19.63220131,86.11106504,346.0400449
108,1e-06,0.5,2.49e-05,0.000177066,5.584821127
108,1e-05,0.5,0.000248635,0.00176759,6.566397758
108,1e-04,0.5,0.002480395,0.017509192,7.788485876
108,0.001,0.5,0.02463166,0.170078353,9.38801963
108,0.01,0.5,0.240350278,1.417873651,11.92349176
108,0.1,0.5,1.859880564,6.620013944,26.79344133
109,1e-06,0.5,4.73e-07,2.47e-06,0.103518211
109,1e-05,0.5,4.73e-06,2.46e-05,0.123149479
109,1e-04,0.5,4.73e-05,0.000246114,0.149086692
109,0.001,0.5,0.000470829,0.002419445,0.183876912
109,0.01,0.5,0.00463168,0.021963895,0.243014858
109,0.1,0.5,0.038919885,0.141001505,0.542395554
110,1e-06,0.5,8.21e-07,4.23e-06,0.183699548
110,1e-05,0.5,8.21e-06,4.21e-05,0.21872752
110,1e-04,0.5,8.17e-05,0.000419097,0.261228639
110,0.001,0.5,0.000809033,0.004133605,0.312118859
110,0.01,0.5,0.007837503,0.037903357,0.39724879
110,0.1,0.5,0.065158992,0.24479194,0.896424645
111,1e-06,0.5,1.1e-05,0.000251548,0.30835415
111,1e-05,0.5,0.000110011,0.00242477,0.356719793
111,1e-04,0.5,0.001087077,0.019063845,0.423694443
111,0.001,0.5,0.009625872,0.076684998,0.518127673
111,0.01,0.5,0.047474313,0.181520513,0.713001897
111,0.1,0.5,0.10395753,0.325303091,1.073230468
112,1e-06,0.5,1.1e-05,0.000300224,0.297130177
112,1e-05,0.5,0.000109833,0.002892072,0.345767978
112,1e-04,0.5,0.001083592,0.021129848,0.412725232
112,0.001,0.5,0.009664308,0.07961346,0.509473291
112,0.01,0.5,0.047613055,0.182454857,0.698403266
112,0.1,0.5,0.104030321,0.326384364,1.02848426
113,1e-06,0.5,3.88e-08,0.026622888,1.374532222
113,1e-05,0.5,2.27e-07,0.047606718,1.714885888
113,1e-04,0.5,1.44e-06,0.08640107,2.155492395
113,0.001,0.5,8.72e-06,0.156747059,2.719661276
113,0.01,0.5,5.28e-05,0.300715282,3.431938227
113,0.1,0.5,0.000337589,0.724086746,4.655750702
114,1e-06,0.5,7.2e-06,0.047854449,0.95522889
114,1e-05,0.5,7.18e-05,0.084672437,1.179937559
114,1e-04,0.5,0.000714462,0.150257664,1.460192493
114,0.001,0.5,0.00701376,0.263395138,1.842826383
114,0.01,0.5,0.062012209,0.503571193,2.448574209
114,0.1,0.5,0.324026004,1.148020187,3.814457543
115,1e-06,0.5,1.4e-07,0.007934296,0.409762039
115,1e-05,0.5,9.46e-07,0.016492386,0.5791511
115,1e-04,0.5,6.03e-06,0.034354568,0.819224635
115,0.001,0.5,3.89e-05,0.071787912,1.16781164
115,0.01,0.5,0.00022528,0.15343019,1.736624398
115,0.1,0.5,0.001701835,0.386676023,2.850222501
116,1e-06,0.5,4.66e-08,0.004121219,0.219575406
116,1e-05,0.5,2.9e-07,0.008431396,0.319053931
116,1e-04,0.5,1.79e-06,0.017568673,0.464100789
116,0.001,0.5,1.03e-05,0.036103748,0.683715322
116,0.01,0.5,6.35e-05,0.075990947,1.019370085
116,0.1,0.5,0.000427082,0.169047929,1.599404719
117,1e-06,0.5,9.03e-05,0.049244243,19.81959885
117,1e-05,0.5,0.000764627,0.139904825,25.02628972
117,1e-04,0.5,0.005442891,0.380193007,31.73614225
117,0.001,0.5,0.024287697,1.259803724,40.51412426
117,0.01,0.5,0.098085159,5.401046177,52.90782964
117,0.1,0.5,0.415882148,22.63306084,105.0445518
118,1e-06,0.5,1.05e-06,1.11e-05,0.153775496
118,1e-05,0.5,1.05e-05,0.000110934,0.178801826
118,1e-04,0.5,0.000105164,0.001093503,0.212741024
118,0.001,0.5,0.001040018,0.009717752,0.257906708
118,0.01,0.5,0.009536708,0.057431943,0.340022987
118,0.1,0.5,0.050366484,0.176859675,0.590310352
119,1e-06,0.5,5.52e-05,0.766808081,54.799183
119,1e-05,0.5,0.0005522,1.519018532,61.44089918
119,1e-04,0.5,0.005521867,2.908246433,70.10419453
119,0.001,0.5,0.055205296,5.547618201,82.36078452
119,0.01,0.5,0.550134728,10.78468591,100.3596759
119,0.1,0.5,5.210729253,26.62205606,129.0073654
120,1e-06,0.5,1.41e-06,7.81e-06,0.889547317
120,1e-05,0.5,1.41e-05,7.81e-05,1.010720344
120,1e-04,0.5,0.000140483,0.000777538,1.18876316
120,0.001,0.5,0.0014023,0.007690823,1.395403673
120,0.01,0.5,0.013959958,0.073987133,1.663150547
120,0.1,0.5,0.131822017,0.547317301,2.472290505
121,1e-06,0.5,1.62e-05,8.62e-05,8.097283573
121,1e-05,0.5,0.000160439,0.000860439,10.14332747
121,1e-04,0.5,0.001587962,0.008542003,12.55259382
121,0.001,0.5,0.015702301,0.084954463,15.91698898
121,0.01,0.5,0.154926302,0.819194543,21.63376635
121,0.1,0.5,1.479571337,6.647694178,37.1410659
122,1e-06,0.5,2e-05,0.001138061,4.820173363
122,1e-05,0.5,0.000200007,0.011076653,5.485765931
122,1e-04,0.5,0.001997186,0.099148116,6.435310671
122,0.001,0.5,0.019773442,0.587326227,7.883384752
122,0.01,0.5,0.183299225,1.915077323,10.130547
122,0.1,0.5,1.068541405,4.282138913,14.97339873
123,1e-06,0.5,7.1e-05,0.002526755,10.02248019
123,1e-05,0.5,0.000710108,0.024737862,11.79536859
123,1e-04,0.5,0.007092823,0.231884123,14.28579466
123,0.001,0.5,0.07009454,1.507120825,18.11233039
123,0.01,0.5,0.612887698,4.963560712,25.02852315
123,0.1,0.5,3.022246357,11.24363146,38.74840271
124,1e-06,0.5,1.84e-06,0.000146168,1.136430742
124,1e-05,0.5,1.83e-05,0.00097013,1.423189542
124,1e-04,0.5,0.000175468,0.005995354,1.757873644
124,0.001,0.5,0.001679348,0.03469993,2.304756106
124,0.01,0.5,0.015353699,0.183225127,3.324766389
124,0.1,0.5,0.12352773,0.898206802,5.344860075
125,1e-06,0.5,5.55e-07,0.233615909,2.03014366
125,1e-05,0.5,5.55e-06,0.328780818,2.238138245
125,1e-04,0.5,5.55e-05,0.445063314,2.472858247
125,0.001,0.5,0.000554871,0.582060824,2.767790663
125,0.01,0.5,0.005539852,0.742450573,3.115864072
125,0.1,0.5,0.055588067,0.950943002,3.635495637
126,1e-06,0.5,6.51e-06,0.323472925,2.216888123
126,1e-05,0.5,6.51e-05,0.464387025,2.507038596
126,1e-04,0.5,0.000650821,0.625553603,2.927944682
126,0.001,0.5,0.006498319,0.823512195,3.418987956
126,0.01,0.5,0.063742078,1.075343053,3.983983453
126,0.1,0.5,0.407236388,1.524331536,5.017490277
127,1e-06,0.5,4.39e-06,0.000100886,0.815209517
127,1e-05,0.5,4.38e-05,0.000973453,1.051414062
127,1e-04,0.5,0.00043585,0.009068197,1.431205849
127,0.001,0.5,0.00429607,0.071666586,1.932586109
127,0.01,0.5,0.041212821,0.374603283,2.670656632
127,0.1,0.5,0.318888736,1.289940554,4.856646978
128,1e-06,0.5,3.09e-05,0.000291854,3.431095694
128,1e-05,0.5,0.00028142,0.00268881,4.400877253
128,1e-04,0.5,0.002274087,0.024706535,5.734514184
128,0.001,0.5,0.01365645,0.214902718,7.858438982
128,0.01,0.5,0.050381198,1.536702732,12.41778702
128,0.1,0.5,0.446493022,8.888130844,44.3086195
129,1e-06,0.5,2.3e-06,1.66e-05,0.349339387
129,1e-05,0.5,2.29e-05,0.000160717,0.445645671
129,1e-04,0.5,0.000223065,0.001540404,0.578376471
129,0.001,0.5,0.002161,0.014031722,0.760878651
129,0.01,0.5,0.020524925,0.116527658,1.145120387
129,0.1,0.5,0.179426646,0.761337817,2.808161792
130,1e-06,0.5,4.55e-07,3.7e-06,0.211384024
130,1e-05,0.5,4.55e-06,3.7e-05,0.24477063
130,1e-04,0.5,4.55e-05,0.000367202,0.282749456
130,0.001,0.5,0.000452568,0.0035638,0.333100228
130,0.01,0.5,0.004461534,0.029768082,0.408719884
130,0.1,0.5,0.036717639,0.150253374,0.569599332
131,1e-06,0.5,2.66e-07,1.05e-06,0.000129413
131,1e-05,0.5,2.64e-06,1.02e-05,0.000534425
131,1e-04,0.5,2.61e-05,9.74e-05,0.001975262
131,0.001,0.5,0.000257621,0.000926222,0.008370085
131,0.01,0.5,0.002529647,0.008522975,0.03803632
131,0.1,0.5,0.024025623,0.076982612,0.251827955
132,1e-06,0.5,1.11e-07,9.79e-07,0.005838151
132,1e-05,0.5,1.11e-06,8.89e-06,0.008792665
132,1e-04,0.5,1.1e-05,7.83e-05,0.014397109
132,0.001,0.5,0.000109911,0.000678509,0.025732133
132,0.01,0.5,0.001085924,0.005455601,0.052779129
132,0.1,0.5,0.010861199,0.038664001,0.145694876
133,1e-06,0.5,2.59e-05,0.000115324,7.508368863
133,1e-05,0.5,0.000256897,0.001150355,9.35785923
133,1e-04,0.5,0.002545834,0.011449051,11.972215
133,0.001,0.5,0.025274291,0.112296646,15.8225749
133,0.01,0.5,0.247269645,1.076411989,20.79069485
133,0.1,0.5,2.245341946,9.430039414,40.33899062
134,1e-06,0.5,4.52e-06,4.72e-05,1.067646361
134,1e-05,0.5,4.38e-05,0.000404344,1.335021393
134,1e-04,0.5,0.00041381,0.003469392,1.674969351
134,0.001,0.5,0.003640621,0.02845184,2.172825627
134,0.01,0.5,0.027798917,0.20849773,2.815088106
134,0.1,0.5,0.125837866,1.25695401,5.536520234
135,1e-06,0.5,1.49e-05,0.055079179,2.816924305
135,1e-05,0.5,0.000148906,0.10502321,3.19350055
135,1e-04,0.5,0.001485157,0.188146744,3.695457987
135,0.001,0.5,0.014535063,0.354705662,4.314231028
135,0.01,0.5,0.126471879,0.886140348,5.217700192
135,0.1,0.5,0.621296533,2.117729605,7.326486829
136,1e-06,0.5,7.78e-05,0.059278986,21.79884311
136,1e-05,0.5,0.000709881,0.157066686,26.71587033
136,1e-04,0.5,0.006317774,0.422880621,33.42240935
136,0.001,0.5,0.053798727,1.200647199,41.51976853
136,0.01,0.5,0.318812513,4.477281702,52.65234799
136,0.1,0.5,1.15914841,19.15190807,79.74890503
137,1e-06,0.5,0.000415382,0.002103884,142.6582641
137,1e-05,0.5,0.004153809,0.021006844,170.2953939
137,1e-04,0.5,0.041494909,0.208830752,206.3840268
137,0.001,0.5,0.407847004,2.068587087,249.7188248
137,0.01,0.5,3.9953723,19.65177193,320.9353267
137,0.1,0.5,36.81425556,148.6718987,664.4565237
138,1e-06,0.5,4.67e-07,2.64e-06,0.182655156
138,1e-05,0.5,4.66e-06,2.63e-05,0.209927285
138,1e-04,0.5,4.65e-05,0.00026152,0.246692478
138,0.001,0.5,0.000465389,0.002584498,0.295361816
138,0.01,0.5,0.004596031,0.024129552,0.356722212
138,0.1,0.5,0.040837845,0.156142257,0.594768042
139,1e-06,0.5,7.54e-07,0.003239052,0.259304474
139,1e-05,0.5,7.4e-06,0.006820995,0.344072123
139,1e-04,0.5,7.17e-05,0.015105784,0.46501784
139,0.001,0.5,0.000688816,0.035623189,0.631317304
139,0.01,0.5,0.006528632,0.089350788,0.874489162
139,0.1,0.5,0.058467122,0.284033974,1.280983482
140,1e-06,0.5,3.85e-07,4.36e-06,0.115897712
140,1e-05,0.5,3.84e-06,3.81e-05,0.160654386
140,1e-04,0.5,3.81e-05,0.000332253,0.218183186
140,0.001,0.5,0.000379926,0.002762141,0.303096308
140,0.01,0.5,0.003743526,0.021970996,0.455408014
140,0.1,0.5,0.03764085,0.1567169,0.809666409
141,1e-06,0.5,6.43e-08,7.18e-07,0.018381887
141,1e-05,0.5,6.41e-07,6.16e-06,0.024240155
141,1e-04,0.5,6.37e-06,5.34e-05,0.032614568
141,0.001,0.5,6.25e-05,0.000448844,0.046476461
141,0.01,0.5,0.000614702,0.00355108,0.071462397
141,0.1,0.5,0.006185565,0.024742456,0.129471193
142,1e-06,0.5,6.83e-06,0.000259575,0.970799995
142,1e-05,0.5,6.83e-05,0.002534151,1.100584184
142,1e-04,0.5,0.000681819,0.023033753,1.271508327
142,0.001,0.5,0.006789074,0.149088658,1.567114244
142,0.01,0.5,0.060386885,0.498843835,2.227454825
142,0.1,0.5,0.315044943,1.093954371,3.628561566
143,1e-06,0.5,1.82e-07,0.00024249,0.041404216
143,1e-05,0.5,1.82e-06,0.000748276,0.057528962
143,1e-04,0.5,1.81e-05,0.002297928,0.083289125
143,0.001,0.5,0.000180886,0.007151659,0.129391817
143,0.01,0.5,0.001803398,0.022325469,0.216915938
143,0.1,0.5,0.017904381,0.087932007,0.406487947
144,1e-06,0.5,1.03e-05,0.023660131,12.94033284
144,1e-05,0.5,8.26e-05,0.061781922,16.16573438
144,1e-04,0.5,0.000531491,0.167850913,19.8852289
144,0.001,0.5,0.002434662,0.461900148,25.35753046
144,0.01,0.5,0.009168181,1.417652629,32.26287024
144,0.1,0.5,0.036779891,5.292497931,43.00282936
145,1e-06,0.5,2.81e-06,0.00936706,1.082193427
145,1e-05,0.5,2.81e-05,0.022512996,1.210257368
145,1e-04,0.5,0.000280519,0.053379674,1.384533425
145,0.001,0.5,0.002794732,0.121884132,1.629298215
145,0.01,0.5,0.026944041,0.276720861,2.02236165
145,0.1,0.5,0.200552069,0.748291662,2.874169282
146,1e-06,0.5,1.28e-06,5.93e-06,1.387118511
146,1e-05,0.5,1.28e-05,5.91e-05,1.633499282
146,1e-04,0.5,0.000127442,0.000590737,1.955377312
146,0.001,0.5,0.00127261,0.005897288,2.338019512
146,0.01,0.5,0.01269494,0.057914291,2.845484162
146,0.1,0.5,0.124208662,0.528204672,3.759382302
147,1e-06,0.5,1.32e-06,2.32e-05,0.126686681
147,1e-05,0.5,8.64e-06,0.000184702,0.177187116
147,1e-04,0.5,4.79e-05,0.001384842,0.245953006
147,0.001,0.5,0.000237772,0.009496098,0.344074167
147,0.01,0.5,0.00109142,0.061478757,0.68771335
147,0.1,0.5,0.011582932,0.453179989,3.19554364
148,1e-06,0.5,6.86e-07,6.13e-06,0.08077995
148,1e-05,0.5,6.86e-06,5.97e-05,0.111639665
148,1e-04,0.5,6.83e-05,0.000559397,0.157296147
148,0.001,0.5,0.000677652,0.005038721,0.231963553
148,0.01,0.5,0.006631428,0.040856162,0.387207095
148,0.1,0.5,0.063137897,0.249948209,1.030497896
149,1e-06,0.5,1.02e-05,4.5e-05,2.881032075
149,1e-05,0.5,0.000100674,0.000449234,3.496764624
149,1e-04,0.5,0.001004572,0.004466794,4.198131946
149,0.001,0.5,0.010036577,0.044297392,5.22523617
149,0.01,0.5,0.098096474,0.42571619,6.686903047
149,0.1,0.5,0.898160087,3.348987363,13.1421458
150,1e-06,0.5,1.31e-07,0.000121772,0.437639104
150,1e-05,0.5,5.95e-07,0.000472247,0.492334301
150,1e-04,0.5,2.68e-06,0.002151828,0.574439926
150,0.001,0.5,1.14e-05,0.009560215,0.708098992
150,0.01,0.5,5.11e-05,0.038465682,1.150506574
150,0.1,0.5,0.000400417,0.255082824,4.932460391
151,1e-06,0.5,0.000171419,0.1977006,25.24021861
151,1e-05,0.5,0.001705565,0.552118533,31.64739148
151,1e-04,0.5,0.017015539,1.535089731,40.60491902
151,0.001,0.5,0.167834068,4.671923608,55.13241728
151,0.01,0.5,1.571548912,14.32343084,79.00246692
151,0.1,0.5,10.53570606,39.63130744,141.3102552
152,1e-06,0.5,2.47e-06,7.73e-05,0.27313291
152,1e-05,0.5,2.21e-05,0.000507334,0.464433018
152,1e-04,0.5,0.000192109,0.003334977,0.800789473
152,0.001,0.5,0.001684505,0.022130204,1.384607063
152,0.01,0.5,0.013039836,0.146023002,2.504404095
152,0.1,0.5,0.102021143,0.956270227,5.143258331
153,1e-06,0.5,1.15e-05,5.52e-05,3.902254155
153,1e-05,0.5,0.000115371,0.000551613,4.53457576
153,1e-04,0.5,0.001150909,0.005490784,5.359133036
153,0.001,0.5,0.011459749,0.054269204,6.631884597
153,0.01,0.5,0.112263904,0.510721262,8.323754339
153,0.1,0.5,0.98425007,3.499096319,13.70194943
154,1e-06,0.5,1.18e-05,5.85e-05,4.032716855
154,1e-05,0.5,0.000117607,0.000585289,4.76938101
154,1e-04,0.5,0.001173404,0.005832782,5.643408402
154,0.001,0.5,0.011687086,0.057654273,6.82563905
154,0.01,0.5,0.11488278,0.539863097,8.553257445
154,0.1,0.5,1.007881905,3.681430548,13.60731689
155,1e-06,0.5,3.4e-07,9.3e-06,0.103103165
155,1e-05,0.5,3.28e-06,5.71e-05,0.12956853
155,1e-04,0.5,3.11e-05,0.000362442,0.162989812
155,0.001,0.5,0.000278488,0.002435089,0.208560736
155,0.01,0.5,0.002138185,0.016760429,0.272328315
155,0.1,0.5,0.010319793,0.10367464,0.454764604
156,1e-06,0.5,4.32e-05,0.00043336,4.668459507
156,1e-05,0.5,0.000431936,0.004296278,5.324328701
156,1e-04,0.5,0.004294902,0.041556954,6.112008216
156,0.001,0.5,0.041305829,0.333203523,7.167960124
156,0.01,0.5,0.299856066,1.604248874,9.153891443
156,0.1,0.5,1.206314009,4.300009237,15.21143044
157,1e-06,0.5,9.72e-05,0.000659663,22.03794754
157,1e-05,0.5,0.00097213,0.006593041,25.26415172
157,1e-04,0.5,0.009718228,0.065815604,29.65325716
157,0.001,0.5,0.09636526,0.631285517,35.79701236
157,0.01,0.5,0.890664472,4.633071801,44.79250604
157,0.1,0.5,5.398241812,18.60803642,66.70653109
158,1e-06,0.5,0.000185209,0.004493276,15.59152518
158,1e-05,0.5,0.001850445,0.043868799,18.5203087
158,1e-04,0.5,0.018382603,0.399972726,22.58401128
158,0.001,0.5,0.183298112,2.738194027,28.75584707
158,0.01,0.5,1.666224913,10.04477166,45.29068458
158,0.1,0.5,8.276422866,28.21245955,122.7108408
159,1e-06,0.5,0.518701721,9.097709844,46.67122308
159,1e-05,0.5,1.182216758,12.77728505,60.07417818
159,1e-04,0.5,2.488366194,18.23492523,78.32264844
159,0.001,0.5,5.110735209,26.34456284,103.2630435
159,0.01,0.5,9.851704862,38.95579494,137.8671087
159,0.1,0.5,18.71015279,60.40541538,198.7110687
160,1e-06,0.5,8.08e-05,0.00046041,3.874511089
160,1e-05,0.5,0.000802974,0.004585802,4.908512369
160,1e-04,0.5,0.008000767,0.045029084,6.383902497
160,0.001,0.5,0.078010155,0.412531036,8.407086545
160,0.01,0.5,0.651132057,2.676663943,12.86819665
160,0.1,0.5,3.032034121,9.565752125,30.35789813
