"Index","indivrisk","Incidence","X5.","X50.","X95."
161,1e-06,0.5,4.96e-05,0.000597097,1.028748592
161,1e-05,0.5,0.000495427,0.005720643,1.356678282
161,1e-04,0.5,0.004942821,0.049972617,1.912505457
161,0.001,0.5,0.047335929,0.32345703,2.927641512
161,0.01,0.5,0.352503596,1.471856655,5.640076355
161,0.1,0.5,1.431054435,4.608125465,14.57099699
162,1e-06,0.5,0.000307415,5.437028697,130.281786
162,1e-05,0.5,0.003074052,8.915206056,146.005526
162,1e-04,0.5,0.030730326,14.08352402,165.975225
162,0.001,0.5,0.306597889,22.0363442,191.7665765
162,0.01,0.5,2.988707789,36.00417105,227.8495338
162,0.1,0.5,20.94850351,82.28845059,297.8396653
163,1e-06,0.5,7.26e-07,0.099057454,5.131207524
163,1e-05,0.5,4.2e-06,0.170396867,6.42964355
163,1e-04,0.5,2.28e-05,0.293172989,8.103038109
163,0.001,0.5,0.000111417,0.511569347,10.27152047
163,0.01,0.5,0.000578308,0.910627884,12.96964009
163,0.1,0.5,0.003154876,1.878722159,16.89577588
164,1e-06,0.5,0.000105362,0.001167363,27.5829774
164,1e-05,0.5,0.001053555,0.011632547,32.83867004
164,1e-04,0.5,0.0105351,0.114550095,39.38690775
164,0.001,0.5,0.105189468,1.082057999,47.76508747
164,0.01,0.5,1.046874426,7.962160124,64.20978247
164,0.1,0.5,9.325416275,36.47343233,134.7187903
165,1e-06,0.5,0.162732937,3.311496751,12.61503123
165,1e-05,0.5,0.490445261,3.726788261,13.40569793
165,1e-04,0.5,0.921246395,4.213481749,14.43279982
165,0.001,0.5,1.331129763,4.83690157,15.65549101
165,0.01,0.5,1.750638793,5.555299827,17.26682924
165,0.1,0.5,2.123135627,6.567527414,20.06039253
166,1e-06,0.5,0.000676913,3.055436236,13.35214009
166,1e-05,0.5,0.006756448,3.566693061,14.11160119
166,1e-04,0.5,0.065472621,4.138896961,15.13767905
166,0.001,0.5,0.553050517,4.912162799,16.80298315
166,0.01,0.5,1.865857638,6.170314261,20.27454442
166,0.1,0.5,2.428449195,7.989185582,41.1201143
167,1e-06,0.5,8.16e-06,6.79e-05,0.497397591
167,1e-05,0.5,8.16e-05,0.000672794,0.567393736
167,1e-04,0.5,0.000812848,0.006504325,0.656130767
167,0.001,0.5,0.00774303,0.05226641,0.792004745
167,0.01,0.5,0.053818545,0.223302793,0.998956534
167,0.1,0.5,0.170630128,0.523272981,1.637595735
168,1e-06,0.5,1.71e-05,0.000341279,2.80704241
168,1e-05,0.5,0.000171146,0.003193072,3.66775846
168,1e-04,0.5,0.001705003,0.028695673,4.992975891
168,0.001,0.5,0.016974179,0.230496586,7.117104492
168,0.01,0.5,0.167866248,1.450238128,11.03103963
168,0.1,0.5,1.585030316,6.548154113,23.89259362
169,1e-06,0.5,2.75e-07,1.42e-06,0.238068849
169,1e-05,0.5,2.75e-06,1.41e-05,0.286760408
169,1e-04,0.5,2.72e-05,0.000140552,0.345712998
169,0.001,0.5,0.000269693,0.001396305,0.432829299
169,0.01,0.5,0.002672606,0.013592561,0.560257653
169,0.1,0.5,0.026096623,0.117217534,0.79085614
170,1e-06,0.5,1.59e-05,0.000101624,4.163110653
170,1e-05,0.5,0.000159254,0.001010866,5.049411464
170,1e-04,0.5,0.001590673,0.010034948,6.368043257
170,0.001,0.5,0.015870438,0.097463828,8.194875346
170,0.01,0.5,0.15817303,0.864485837,10.87395152
170,0.1,0.5,1.487932085,5.81421055,22.78849351
171,1e-06,0.5,2.53e-06,3.94e-05,0.884713137
171,1e-05,0.5,2.41e-05,0.000304433,1.187050539
171,1e-04,0.5,0.000225125,0.002438527,1.672054519
171,0.001,0.5,0.001987984,0.019800646,2.311574736
171,0.01,0.5,0.016857942,0.153670572,3.47185741
171,0.1,0.5,0.131800913,1.046309991,5.941360404
172,1e-06,0.5,1.08e-05,0.000198629,7.131705346
172,1e-05,0.5,0.000108124,0.001899974,8.0248801
172,1e-04,0.5,0.001078222,0.017951814,9.146246803
172,0.001,0.5,0.010761804,0.154366842,10.78997412
172,0.01,0.5,0.105235886,1.046040087,13.14333961
172,0.1,0.5,0.939446347,4.202018141,17.31699514
173,1e-06,0.5,8.01e-06,7.52e-05,1.757457211
173,1e-05,0.5,7.62e-05,0.000728874,2.224164652
173,1e-04,0.5,0.000696171,0.006952564,2.914026456
173,0.001,0.5,0.005902657,0.064151683,3.842949502
173,0.01,0.5,0.047579663,0.512910369,5.550347676
173,0.1,0.5,0.21805344,3.181387515,14.16467485
174,1e-06,0.5,6.53e-07,6.96e-06,0.087953956
174,1e-05,0.5,6.53e-06,6.92e-05,0.10747942
174,1e-04,0.5,6.49e-05,0.000682339,0.131210975
174,0.001,0.5,0.000635955,0.006306788,0.165198332
174,0.01,0.5,0.006207803,0.041839615,0.24968836
174,0.1,0.5,0.04441967,0.165050449,0.588990643
175,1e-06,0.5,1.46e-08,6.9e-08,0.006558768
175,1e-05,0.5,1.46e-07,6.89e-07,0.007654103
175,1e-04,0.5,1.45e-06,6.86e-06,0.009082378
175,0.001,0.5,1.45e-05,6.8e-05,0.011183216
175,0.01,0.5,0.000144344,0.000655098,0.014497851
175,0.1,0.5,0.001355257,0.005112103,0.022355415
176,1e-06,0.5,7.01e-09,3.5e-08,0.003119937
176,1e-05,0.5,7.01e-08,3.49e-07,0.003724917
176,1e-04,0.5,7.01e-07,3.48e-06,0.0045549
176,0.001,0.5,6.98e-06,3.44e-05,0.005579976
176,0.01,0.5,6.92e-05,0.000330432,0.007010477
176,0.1,0.5,0.000655527,0.002564188,0.011555394
177,1e-06,0.5,7.29e-09,3.37e-08,0.003501632
177,1e-05,0.5,7.29e-08,3.37e-07,0.004197143
177,1e-04,0.5,7.26e-07,3.36e-06,0.004968341
177,0.001,0.5,7.22e-06,3.34e-05,0.005932677
177,0.01,0.5,7.18e-05,0.000320646,0.007516394
177,0.1,0.5,0.000667992,0.002532479,0.011468843
178,1e-06,0.5,5.39e-06,0.001522223,0.006995457
178,1e-05,0.5,4.61e-05,0.001709269,0.007328289
178,1e-04,0.5,0.000198305,0.001919484,0.007641332
178,0.001,0.5,0.000417957,0.002168005,0.008156633
178,0.01,0.5,0.000666063,0.002498953,0.008703085
178,0.1,0.5,0.000893469,0.002917353,0.00961606
179,1e-06,0.5,1.08e-05,0.000125843,2.263202342
179,1e-05,0.5,0.000104996,0.001128828,2.854989053
179,1e-04,0.5,0.001011553,0.009678899,3.658105128
179,0.001,0.5,0.009104532,0.081312549,4.867755109
179,0.01,0.5,0.068355289,0.605673608,6.769579331
179,0.1,0.5,0.31015944,3.673919021,15.20822892
180,1e-06,0.5,0.000169652,0.970309719,90.23885998
180,1e-05,0.5,0.001504562,1.741105394,111.092136
180,1e-04,0.5,0.011305104,3.095746345,135.670269
180,0.001,0.5,0.057383093,6.141689927,169.0659131
180,0.01,0.5,0.222578521,18.03687409,216.3462781
180,0.1,0.5,0.841559048,60.1857306,400.7946843
181,1e-06,0.5,0.000136962,0.000841941,26.5117434
181,1e-05,0.5,0.00136152,0.00825535,32.63907479
181,1e-04,0.5,0.013389021,0.079637734,41.07182325
181,0.001,0.5,0.125503811,0.747986007,52.05374882
181,0.01,0.5,1.093361104,6.515052061,69.18715863
181,0.1,0.5,8.059820038,45.04741443,195.05727
182,1e-06,0.5,3.64e-05,0.000223323,7.412628945
182,1e-05,0.5,0.000363701,0.002231639,9.035320749
182,1e-04,0.5,0.003637176,0.02215743,11.0809782
182,0.001,0.5,0.035980384,0.215047468,14.0677339
182,0.01,0.5,0.355512864,1.921880418,18.91897063
182,0.1,0.5,3.2449025,11.90417496,44.26511118
183,1e-06,0.5,4.08e-06,2.62e-05,0.861823185
183,1e-05,0.5,4.06e-05,0.000259598,1.089963123
183,1e-04,0.5,0.000402657,0.002573524,1.395401351
183,0.001,0.5,0.003965028,0.025202343,1.821899084
183,0.01,0.5,0.039108501,0.224651079,2.466454673
183,0.1,0.5,0.357876034,1.441033146,5.546730316
184,1e-06,0.5,1.52e-06,0.003528606,2.278140209
184,1e-05,0.5,1.18e-05,0.009438001,2.784941347
184,1e-04,0.5,7.67e-05,0.025893229,3.394642211
184,0.001,0.5,0.000424866,0.073038708,4.236707379
184,0.01,0.5,0.001839158,0.224780424,5.299179882
184,0.1,0.5,0.007545969,0.811915484,6.905871434
185,1e-06,0.5,0.00012051,0.002951754,9.733540741
185,1e-05,0.5,0.001201568,0.028850637,11.51017483
185,1e-04,0.5,0.011885645,0.266018728,13.91175397
185,0.001,0.5,0.117917125,1.819842409,18.36068943
185,0.01,0.5,1.108372696,6.6938654,28.71802722
185,0.1,0.5,5.570718079,18.77123202,76.23399762
186,1e-06,0.5,1.72e-06,8.85e-06,0.272901616
186,1e-05,0.5,1.71e-05,8.84e-05,0.326348513
186,1e-04,0.5,0.000171447,0.000882341,0.395287722
186,0.001,0.5,0.001706544,0.008684489,0.49413858
186,0.01,0.5,0.016661019,0.078748253,0.668279404
186,0.1,0.5,0.133884191,0.494372901,1.843765442
187,1e-06,0.5,1.67e-06,2.79e-05,0.234809938
187,1e-05,0.5,1.67e-05,0.000266242,0.293148521
187,1e-04,0.5,0.000166349,0.002476025,0.378372078
187,0.001,0.5,0.001652359,0.020086195,0.497822606
187,0.01,0.5,0.015723592,0.120512913,0.771084413
187,0.1,0.5,0.130181906,0.483173525,1.704892381
188,1e-06,0.5,1.39e-06,8.62e-06,0.170520934
188,1e-05,0.5,1.37e-05,8.56e-05,0.214245017
188,1e-04,0.5,0.00013382,0.000845028,0.269902618
188,0.001,0.5,0.00128492,0.008153078,0.354166473
188,0.01,0.5,0.011960924,0.070019752,0.553189307
188,0.1,0.5,0.109165067,0.42805366,1.747925446
189,1e-06,0.5,1.12e-05,8.98e-05,1.150033866
189,1e-05,0.5,0.000111286,0.000857284,1.619628459
189,1e-04,0.5,0.001109932,0.008041842,2.356772875
189,0.001,0.5,0.011021642,0.071826129,3.669033756
189,0.01,0.5,0.108963642,0.595208912,6.678514996
189,0.1,0.5,1.043067209,4.099894141,16.60931646
190,1e-06,0.5,1.62e-05,0.000147708,2.452712982
190,1e-05,0.5,0.000161648,0.001434233,3.390740777
190,1e-04,0.5,0.001614618,0.013420713,4.639473672
190,0.001,0.5,0.016078758,0.120806903,6.667353183
190,0.01,0.5,0.159444272,0.984902252,10.58779415
190,0.1,0.5,1.571625327,6.293886954,24.90323781
191,1e-06,0.5,0.014938823,6.595104868,27.59207478
191,1e-05,0.5,0.12360551,7.60353107,29.74719488
191,1e-04,0.5,0.674596059,8.718180287,32.05188829
191,0.001,0.5,1.73043548,10.08238775,34.90450965
191,0.01,0.5,3.106733299,11.78043818,38.97581359
191,0.1,0.5,4.578618238,14.49905681,46.42191369
192,1e-06,0.5,1.15e-05,9.25e-05,1.623094348
192,1e-05,0.5,0.000114301,0.000840855,2.27414453
192,1e-04,0.5,0.001128769,0.00748024,3.242788917
192,0.001,0.5,0.010851498,0.065575675,4.878282672
192,0.01,0.5,0.105169225,0.539874623,7.95883855
192,0.1,0.5,1.030158747,3.988894329,17.26982575
193,1e-06,0.5,2.32e-07,1.56e-06,1.493795752
193,1e-05,0.5,2.32e-06,1.56e-05,1.685201037
193,1e-04,0.5,2.32e-05,0.000155054,1.933536841
193,0.001,0.5,0.000231667,0.001539521,2.249602848
193,0.01,0.5,0.002323006,0.015044564,2.722256534
193,0.1,0.5,0.023762864,0.140409767,3.451975752
194,1e-06,0.5,6.21e-06,3.44e-05,2.024787252
194,1e-05,0.5,6.11e-05,0.000343717,2.410115203
194,1e-04,0.5,0.000609543,0.00343038,2.882330041
194,0.001,0.5,0.0060732,0.033956986,3.568629379
194,0.01,0.5,0.05916032,0.306267716,4.604054898
194,0.1,0.5,0.497874333,1.833365585,7.223434011
195,1e-06,0.5,4.99e-05,0.000314874,22.0155552
195,1e-05,0.5,0.00049728,0.003126039,27.00045275
195,1e-04,0.5,0.004968461,0.030792736,33.76443384
195,0.001,0.5,0.049106676,0.300468935,43.47117686
195,0.01,0.5,0.481537093,2.762735192,59.92066261
195,0.1,0.5,4.534798929,21.95671174,110.7194058
196,1e-06,0.5,0.000167048,0.001275186,59.17219913
196,1e-05,0.5,0.001670487,0.012684798,69.74413979
196,1e-04,0.5,0.016705627,0.125001075,81.96646079
196,0.001,0.5,0.165708578,1.219569433,99.83019351
196,0.01,0.5,1.610801139,10.69575267,130.1545485
196,0.1,0.5,14.01824079,56.38543846,268.7792292
197,1e-06,0.5,5.33e-05,0.001945162,0.010004436
197,1e-05,0.5,0.000157112,0.0031805,0.014818371
197,1e-04,0.5,0.000434099,0.005180231,0.022218737
197,0.001,0.5,0.001228376,0.008473808,0.033354551
197,0.01,0.5,0.003176413,0.01429127,0.051507028
197,0.1,0.5,0.007840634,0.025489701,0.083231547
198,1e-06,0.5,3.16e-05,0.0008767,0.004503734
198,1e-05,0.5,8.6e-05,0.001455226,0.006732516
198,1e-04,0.5,0.000226755,0.0024295,0.010311036
198,0.001,0.5,0.000618223,0.004054352,0.015928381
198,0.01,0.5,0.001560763,0.006933837,0.024979495
198,0.1,0.5,0.003838921,0.012544665,0.041775828
199,1e-06,0.5,4.01e-08,8.64e-07,0.001404579
199,1e-05,0.5,4.01e-07,7.41e-06,0.001942204
199,1e-04,0.5,4.01e-06,5.83e-05,0.002846488
199,0.001,0.5,3.93e-05,0.000383809,0.004522243
199,0.01,0.5,0.000351269,0.001877987,0.008501902
199,0.1,0.5,0.00202537,0.006927297,0.02247091
200,1e-06,0.5,2.09e-07,0.003701178,0.022505368
200,1e-05,0.5,2.09e-06,0.004820104,0.024925811
200,1e-04,0.5,2.09e-05,0.006173972,0.028087751
200,0.001,0.5,0.000202992,0.008017833,0.032639485
200,0.01,0.5,0.00162921,0.010608047,0.039352617
200,0.1,0.5,0.004593359,0.015129718,0.049985788
201,1e-06,0.5,2.02e-08,4.31e-07,0.000958026
201,1e-05,0.5,2.02e-07,3.64e-06,0.001265687
201,1e-04,0.5,2.02e-06,2.76e-05,0.001764784
201,0.001,0.5,1.98e-05,0.000178452,0.002607944
201,0.01,0.5,0.000171879,0.000895107,0.0043785
201,0.1,0.5,0.00096658,0.003321269,0.010874342
202,1e-06,0.5,8.99e-08,0.001798241,0.010017022
202,1e-05,0.5,8.99e-07,0.002289159,0.011302742
202,1e-04,0.5,8.98e-06,0.00293572,0.012876819
202,0.001,0.5,8.82e-05,0.003788693,0.015024674
202,0.01,0.5,0.000705649,0.004925921,0.017991269
202,0.1,0.5,0.002124271,0.007036583,0.023179555
203,1e-06,0.5,3.2e-08,2.07e-07,0.010582644
203,1e-05,0.5,3.2e-07,2.06e-06,0.012958629
203,1e-04,0.5,3.19e-06,2.05e-05,0.015732237
203,0.001,0.5,3.19e-05,0.000201524,0.0197272
203,0.01,0.5,0.000312062,0.001790024,0.025510431
203,0.1,0.5,0.00266904,0.010382752,0.041250755
204,1e-06,0.5,3.19e-08,2.04e-07,0.01178228
204,1e-05,0.5,3.19e-07,2.04e-06,0.014010307
204,1e-04,0.5,3.19e-06,2.04e-05,0.016831868
204,0.001,0.5,3.19e-05,0.000200173,0.020387414
204,0.01,0.5,0.000314373,0.00176956,0.025045241
204,0.1,0.5,0.002625287,0.010233399,0.041140074
205,1e-06,0.5,1.33e-06,7.13e-06,0.655434833
205,1e-05,0.5,1.33e-05,7.12e-05,0.82840891
205,1e-04,0.5,0.000132285,0.000706956,1.052832313
205,0.001,0.5,0.001315598,0.006988444,1.372727244
205,0.01,0.5,0.012968646,0.066726092,1.855237098
205,0.1,0.5,0.128035018,0.545234941,3.029910184
206,1e-06,0.5,0.000174822,0.000989033,29.22025942
206,1e-05,0.5,0.001740881,0.009869921,36.77531174
206,1e-04,0.5,0.017259633,0.098168601,45.70647793
206,0.001,0.5,0.172561237,0.96192925,58.95694597
206,0.01,0.5,1.710298385,8.687099871,78.53304096
206,0.1,0.5,14.83445679,54.02538364,186.6064743
207,1e-06,0.5,5.48e-08,0.000262892,0.018116392
207,1e-05,0.5,3.27e-07,0.00056525,0.025054854
207,1e-04,0.5,1.7e-06,0.001224281,0.034950884
207,0.001,0.5,7.93e-06,0.002685964,0.049103454
207,0.01,0.5,3.55e-05,0.006678921,0.069653444
207,0.1,0.5,0.000168227,0.023183673,0.107957388
208,1e-06,0.5,3.11e-07,2.03e-06,0.017900269
208,1e-05,0.5,3.05e-06,1.93e-05,0.025282307
208,1e-04,0.5,3.01e-05,0.000182392,0.036772869
208,0.001,0.5,0.000290302,0.001669625,0.056276703
208,0.01,0.5,0.002839237,0.013822186,0.105337915
208,0.1,0.5,0.025199978,0.096807132,0.339277313
209,1e-06,0.5,1.67e-06,1.47e-05,0.137670994
209,1e-05,0.5,1.66e-05,0.00014476,0.171886293
209,1e-04,0.5,0.000166224,0.001389649,0.219211426
209,0.001,0.5,0.001658405,0.012722389,0.280842591
209,0.01,0.5,0.01593517,0.084485883,0.456576762
209,0.1,0.5,0.110331973,0.41422514,1.614017554
210,1e-06,0.5,1.93e-05,9.09e-05,4.475553774
210,1e-05,0.5,0.000192758,0.00090809,5.330993235
210,1e-04,0.5,0.001927506,0.00906002,6.253382859
210,0.001,0.5,0.019185817,0.089674888,7.595066774
210,0.01,0.5,0.18864517,0.843842021,9.63056376
210,0.1,0.5,1.629326751,5.590799116,19.61042133
211,1e-06,0.5,0.000176845,0.000949259,47.35237048
211,1e-05,0.5,0.001741677,0.009474042,57.65405169
211,1e-04,0.5,0.017324106,0.094305366,69.93327127
211,0.001,0.5,0.172530005,0.930914569,86.59749095
211,0.01,0.5,1.687099206,8.574072465,110.9392681
211,0.1,0.5,14.71622808,61.47508235,228.6903779
212,1e-06,0.5,0.000181561,0.001087296,78.34801686
212,1e-05,0.5,0.001815574,0.010868326,93.26849079
212,1e-04,0.5,0.018152631,0.107956394,110.065426
212,0.001,0.5,0.181416218,1.067414219,132.4310845
212,0.01,0.5,1.790319564,9.932055559,172.0635545
212,0.1,0.5,15.92371472,67.28123239,309.1734475
213,1e-06,0.5,1.29e-11,6.41e-11,8.59e-06
213,1e-05,0.5,1.29e-10,6.41e-10,9.74e-06
213,1e-04,0.5,1.29e-09,6.38e-09,1.13e-05
213,0.001,0.5,1.29e-08,6.32e-08,1.34e-05
213,0.01,0.5,1.28e-07,6.08e-07,1.65e-05
213,0.1,0.5,1.23e-06,4.85e-06,2.27e-05
214,1e-06,0.5,0.000194047,0.00106411,38.09665122
214,1e-05,0.5,0.001940482,0.010563319,48.8213214
214,1e-04,0.5,0.019349194,0.103138896,62.44632723
214,0.001,0.5,0.191886151,0.994702876,84.23013139
214,0.01,0.5,1.873714054,9.08443813,125.2618749
214,0.1,0.5,17.71333484,69.16709336,279.7311108
215,1e-06,0.5,0.000235155,0.00188828,43.33706921
215,1e-05,0.5,0.00235156,0.018859034,52.2103646
215,1e-04,0.5,0.023516658,0.18767846,63.97019641
215,0.001,0.5,0.234834023,1.793799932,79.66220013
215,0.01,0.5,2.282503023,13.91829687,108.99709
215,0.1,0.5,18.26895378,65.87702007,234.2614824
216,1e-06,0.5,0.00049334,0.005698334,70.76812362
216,1e-05,0.5,0.004933132,0.056352952,82.02019519
216,1e-04,0.5,0.049247577,0.549754898,96.01913749
216,0.001,0.5,0.487976733,4.872540082,115.2546312
216,0.01,0.5,4.560496809,28.31374906,169.6457739
216,0.1,0.5,27.23266542,97.68957709,561.7020765
217,1e-06,0.5,0.014459511,2.289125904,8.495850542
217,1e-05,0.5,0.044575563,2.82825965,10.27965785
217,1e-04,0.5,0.160259484,3.5263472,12.42377476
217,0.001,0.5,0.505344029,4.42031251,15.10127483
217,0.01,0.5,1.192645045,5.573263844,18.75421321
217,0.1,0.5,2.247627476,7.505099645,24.99332233
218,1e-06,0.5,0.000688743,0.008898867,42.42095136
218,1e-05,0.5,0.006887461,0.088105178,51.10728486
218,1e-04,0.5,0.068738157,0.84466277,62.87215315
218,0.001,0.5,0.677901878,6.861152864,83.39297566
218,0.01,0.5,6.100519513,32.41344516,141.8584848
218,0.1,0.5,32.94125903,107.4202654,392.2815905
219,1e-06,0.5,0.000290261,7.027454526,32.70060279
219,1e-05,0.5,0.002895289,8.725473433,39.26282038
219,1e-04,0.5,0.028917332,11.03544054,47.43463421
219,0.001,0.5,0.284848047,14.21343996,57.45189259
219,0.01,0.5,2.694447047,19.41244344,71.08036933
219,0.1,0.5,11.17388602,35.3830159,111.5730554
220,1e-06,0.5,0.002076076,0.158121808,24.46371957
220,1e-05,0.5,0.020726641,1.153337485,29.78637953
220,1e-04,0.5,0.202233224,4.278752236,37.27745184
220,0.001,0.5,1.716388172,10.70825859,50.27799721
220,0.01,0.5,6.698322658,22.61179816,74.85128202
220,0.1,0.5,13.15245173,40.15017901,122.9083475
221,1e-06,0.5,0.000152404,4.569121938,17.91642023
221,1e-05,0.5,0.001522359,5.703025794,21.75597361
221,1e-04,0.5,0.015224198,7.114474131,26.39195011
221,0.001,0.5,0.149299901,8.942428994,32.03524351
221,0.01,0.5,1.363797258,11.30709969,39.58505805
221,0.1,0.5,4.798741485,16.07664964,52.53131901
222,1e-06,0.5,2.88e-05,0.000390827,10.29960444
222,1e-05,0.5,0.000287264,0.003828315,13.14327941
222,1e-04,0.5,0.002872724,0.037242405,17.00966547
222,0.001,0.5,0.028647782,0.339171539,23.30772882
222,0.01,0.5,0.285380102,2.642253719,33.74743796
222,0.1,0.5,2.778135705,14.079797,59.40445781
223,1e-06,0.5,1.88e-05,0.000929913,2.867494449
223,1e-05,0.5,0.000152409,0.006290591,3.320921652
223,1e-04,0.5,0.001119054,0.041077209,3.930840968
223,0.001,0.5,0.005535553,0.26159163,5.287647907
223,0.01,0.5,0.018224405,1.350220193,10.70317716
223,0.1,0.5,1.157581893,6.003723424,70.0511759
224,1e-06,0.5,6.4e-06,0.000228207,1.261136732
224,1e-05,0.5,5.53e-05,0.001710758,1.425677926
224,1e-04,0.5,0.000406113,0.011397424,1.658095435
224,0.001,0.5,0.002195495,0.065726193,2.00502648
224,0.01,0.5,0.008038681,0.380854097,3.908273433
224,0.1,0.5,0.333482392,2.183970156,22.71799438
225,1e-06,0.5,0.0003828,0.003906861,18.03719117
225,1e-05,0.5,0.003827262,0.038852401,22.88530376
225,1e-04,0.5,0.038130499,0.369158085,29.8073318
225,0.001,0.5,0.370387795,2.91024822,40.33298923
225,0.01,0.5,2.923135979,13.91189752,64.04943726
225,0.1,0.5,11.90882217,39.93547812,131.7499837
226,1e-06,0.5,1.98e-07,0.000259532,0.005369507
226,1e-05,0.5,1.07e-06,0.000583791,0.00895862
226,1e-04,0.5,6e-06,0.001339758,0.015218202
226,0.001,0.5,3.08e-05,0.003085389,0.028177929
226,0.01,0.5,0.000133222,0.00690051,0.057292652
226,0.1,0.5,0.000755103,0.0179421,0.137436436
227,1e-06,0.5,1.79e-05,0.000106705,1.568613827
227,1e-05,0.5,0.000176317,0.001008226,2.110552265
227,1e-04,0.5,0.001749757,0.009329262,2.952231915
227,0.001,0.5,0.01717155,0.085089774,4.135010488
227,0.01,0.5,0.166468369,0.73124628,7.013883277
227,0.1,0.5,1.590653674,5.90634488,20.35839888
228,1e-06,0.5,6.75e-08,3.69e-07,0.025661014
228,1e-05,0.5,6.75e-07,3.68e-06,0.030130532
228,1e-04,0.5,6.75e-06,3.68e-05,0.035784492
228,0.001,0.5,6.74e-05,0.000364432,0.043432044
228,0.01,0.5,0.000667499,0.003477787,0.052766144
228,0.1,0.5,0.005986391,0.023489873,0.097571786
229,1e-06,0.5,3.31e-07,4.76e-06,0.095165552
229,1e-05,0.5,3.31e-06,4.73e-05,0.108954599
229,1e-04,0.5,3.29e-05,0.000463941,0.12732829
229,0.001,0.5,0.000327269,0.004238106,0.149741294
229,0.01,0.5,0.003217852,0.028067921,0.19981146
229,0.1,0.5,0.02773081,0.109783376,0.386507461
230,1e-06,0.5,9.04e-09,2.84e-07,0.005555549
230,1e-05,0.5,9.01e-08,2.18e-06,0.007315419
230,1e-04,0.5,8.85e-07,1.7e-05,0.009621669
230,0.001,0.5,8.67e-06,0.000124215,0.013031734
230,0.01,0.5,8.08e-05,0.000858237,0.018385603
230,0.1,0.5,0.00072627,0.005104106,0.032180704
231,1e-06,0.5,1.93e-08,3.09e-06,0.03836246
231,1e-05,0.5,1.93e-07,2.72e-05,0.045061569
231,1e-04,0.5,1.88e-06,0.000221359,0.054485129
231,0.001,0.5,1.86e-05,0.001669255,0.065794864
231,0.01,0.5,0.000178903,0.008350657,0.085177008
231,0.1,0.5,0.00174345,0.023796862,0.12208255
232,1e-06,0.5,4.78e-08,3.16e-07,0.024084381
232,1e-05,0.5,4.78e-07,3.16e-06,0.03240585
232,1e-04,0.5,4.78e-06,3.15e-05,0.043629576
232,0.001,0.5,4.78e-05,0.000312601,0.058479732
232,0.01,0.5,0.00047838,0.002953924,0.082023301
232,0.1,0.5,0.004923273,0.022464326,0.152087509
233,1e-06,0.5,4.98e-05,0.010155432,0.059042673
233,1e-05,0.5,0.000159791,0.013318919,0.071702593
233,1e-04,0.5,0.000520133,0.0176903,0.086526898
233,0.001,0.5,0.0015651,0.023513766,0.105707763
233,0.01,0.5,0.004319361,0.031789013,0.130870646
233,0.1,0.5,0.011946605,0.046938936,0.165678341
234,1e-06,0.5,0.0012174,0.013776483,0.062918409
234,1e-05,0.5,0.002018528,0.018045582,0.077614163
234,1e-04,0.5,0.003361864,0.02368073,0.096125056
234,0.001,0.5,0.005754827,0.031198584,0.118782042
234,0.01,0.5,0.009785663,0.041498518,0.147429772
234,0.1,0.5,0.016508493,0.057342794,0.191450334
235,1e-06,0.5,1.12e-07,6.26e-07,0.012705389
235,1e-05,0.5,1.12e-06,6.22e-06,0.015416828
235,1e-04,0.5,1.11e-05,6.18e-05,0.019061851
235,0.001,0.5,0.000110301,0.000602846,0.024847349
235,0.01,0.5,0.001067408,0.005256049,0.038995798
235,0.1,0.5,0.008258711,0.030208058,0.144610958
236,1e-06,0.5,0.000507521,0.016117775,0.091687835
236,1e-05,0.5,0.001042198,0.020761158,0.10305525
236,1e-04,0.5,0.00215257,0.027080793,0.117461337
236,0.001,0.5,0.004251062,0.035899349,0.139493471
236,0.01,0.5,0.008340044,0.047780307,0.168401667
236,0.1,0.5,0.018194276,0.066191721,0.218918515
237,1e-06,0.5,2.04e-06,0.027288089,0.140778059
237,1e-05,0.5,2.03e-05,0.034024518,0.155626401
237,1e-04,0.5,0.000201981,0.042369112,0.175500775
237,0.001,0.5,0.001950903,0.053468392,0.199991586
237,0.01,0.5,0.01279552,0.068295102,0.243077308
237,0.1,0.5,0.028169256,0.092091434,0.302905816
238,1e-06,0.5,0.23283857,17.65488292,76.6166984
238,1e-05,0.5,1.587317923,21.14818547,83.87662604
238,1e-04,0.5,4.74694552,25.07567108,92.37723587
238,0.001,0.5,8.273496467,30.01237529,102.6111451
238,0.01,0.5,11.15413029,35.52036388,115.133463
238,0.1,0.5,13.55053999,42.66550563,134.6972811
239,1e-06,0.5,1.790855451,66.37605976,270.5158621
239,1e-05,0.5,6.560980371,74.85706345,289.1014123
239,1e-04,0.5,13.6949876,84.20427797,306.7983175
239,0.001,0.5,22.57625088,95.52270721,327.9100707
239,0.01,0.5,30.76993708,109.4134024,355.4041968
239,0.1,0.5,39.28267557,126.7569755,397.2069184
240,1e-06,0.5,2.37e-05,0.000134678,5.137373739
240,1e-05,0.5,0.000237007,0.001345592,6.075820967
240,1e-04,0.5,0.002370017,0.013398203,7.138375079
240,0.001,0.5,0.023599302,0.131712289,8.738742019
240,0.01,0.5,0.230896206,1.150123567,11.40451909
240,0.1,0.5,1.834602362,6.536445429,24.6098152
241,1e-06,0.5,1.74e-05,0.289704143,2.660476738
241,1e-05,0.5,0.000174244,0.387333347,2.961151058
241,1e-04,0.5,0.001741104,0.520285237,3.390174029
