Dataset,RSD.log10sd,RSD.log10mad,RSD.log10iqr,RSD.log10ci90,RSD.log10ci95,Model,sigmaH,DAF,AHU,Residuals
1,0.95778637246845,0.693335601044712,0.935341988158098,3.42147926582535,4.06982570627299,0.723335093792287,0.0574184162951551,0.00258729725853042,0.0953479321799512,0.117311524456515
2,1.08871660914895,1.07456450984646,1.71973703289372,3.32999048565762,3.74881237447764,0.691090207243993,0.0743999472551974,0.00343182364900823,0.0727134934080316,0.159003828572743
3,0.965233964028255,0.672917760205559,0.910001825164235,3.50940434071856,4.0774344319412,0.667433706926499,0.0551031685308204,0.00336187520564165,0.0928012960054214,0.180608610901981
4,1.31998599189897,1.58058101387504,2.09678419194713,4.1461429418797,4.51674441964273,0.819554258987894,0.0615962582085982,0.00421818999964246,0.0489115838851446,0.0643105443467875
5,0.541735912151813,0.480040333520217,0.647465084617129,1.69414505506745,2.0864303631353,0.0108285922975522,0.12459788610921,0.0169898413951507,0.268013684480838,0.561243080341634
6,0.841655209681076,0.742181163580863,1.01352936029218,2.81126658687643,3.38893962807246,0.701183977187102,0.0604958024637815,0.00876912948801762,0.118957302325209,0.0905954148431782
7,0.528991370420561,0.397184582834115,0.540765664767749,1.57958592651522,2.08451791901382,0.299878297377472,0.130360832904179,0.0281362527658689,0.306671349525035,0.195962600126719
8,0.811371050133662,0.686775240877079,0.915415706484231,2.79838959905495,3.26406281217094,0.675360258344989,0.0745761200209885,0.00801833596761207,0.124862823730769,0.105311275907705
9,1.25883181039184,1.41630109638979,1.98877506779913,4.00113630704531,4.38007654581531,0.785366947867718,0.0586533608606217,0.00201709286590829,0.0511300798469601,0.0953353649801277
10,0.66628620990561,0.538558613099606,0.738843946164517,2.02926894400751,2.59009903819736,0,0.653368911665482,0.0162389182028002,0.19070457763767,0.113656162196914
11,0.995678043358951,0.766751658480624,1.20888755466687,3.22171480701773,3.66202403708811,0.570425101387832,0.062427795737543,0.000934410202568643,0.0908583537186472,0.2625204619623
12,0.998678620461199,0.778805074279787,1.08292925950567,3.066329983666,4.0460513114046,0.00127698485782211,0.0977363424629518,0.00665415635524166,0.0913375456135561,0.79549907647362
13,1.11701379695423,0.892034210516976,1.2478931924126,3.73898601756008,4.32503801086115,0.667976694075508,0.0519871541914171,0.00393984220399253,0.0717811269505305,0.209053905136989
14,1.33032416705131,1.45971059282699,1.9447828725753,4.22591156227595,4.65540744405243,0.788945263808553,0.0392952805642386,0.0025857006276537,0.0452988279985428,0.112343578078282
15,1.25150545009053,1.26734765128593,1.76452469851765,4.08520567665903,4.54904550767847,0.817508003916234,0.0463385933720204,0.00181899069906993,0.0536743060813774,0.0753506412403253
16,0.442957444577882,0.376326285713736,0.507258775232413,1.39108126376717,1.73828048994116,0.0351992502774734,0.183993361721006,0.0131160908548975,0.43144907601112,0.309865088182989
17,1.15076965735996,0.719396567984799,1.07818996354446,3.87458190507335,4.3374826601606,0.766942242367255,0.0383301911818625,0,0.064101908825329,0.133561241962422
18,1.15871996126419,0.77250134054228,1.14166051178674,3.89298251385249,4.25705764086456,0.79122372895591,0.0315757845960011,0,0.0556596607094175,0.100208915204839
19,1.33091324583562,1.11603645334867,2.12351820118806,4.0492092488641,4.48443624831856,0.832996646009941,0.0450837327425752,0.002014731697461,0.0508600124426682,0.0693412262680367
20,0.895498023096416,0.777486838527735,1.14782611262023,2.89718552678712,3.37062624273979,0.366785612202042,0.0787942575765514,0.00754982522399487,0.115222452391345,0.424565608285865
21,1.44757071503434,1.27407409107805,1.73723745955717,4.77973480483496,5.74466948489576,0.0164213192298994,0.0523069941551886,0.000780217034147755,0.0581507722650113,0.869974619366824
22,1.52651401978766,1.88856542323973,2.81829999150227,4.38616617567777,4.71374210687563,0.86152061496352,0.0462366773192446,0.00147095748650707,0.0383343229275363,0.0575056825779965
23,1.26308226983242,1.19369982812947,1.84496448610094,3.69163794259459,4.62058726120961,0.323321474682502,0.0623641297095618,0.000669458358050472,0.0507446903656547,0.555554511489485
24,1.60532918793482,1.22615637935377,3.1695490690075,4.60183862452853,4.91127197035059,0.897234492127581,0.0368942474600811,0,0.0333387128188596,0.0473934734252048
25,1.12457932975844,0.702852153617063,1.03744603219711,3.63091856103888,4.04171720176827,0.586222709711868,0.0353679126956752,0,0.0788976997698427,0.31532390359537
26,1.09220912353765,0.607038607333872,0.886603671710303,3.56936387018712,4.04287261500478,0.673471905181963,0.0472340393875922,0.00558226265049775,0.071869852448446,0.197709629021962
27,1.05713043856185,0.598478853732825,0.837645313985409,3.52976338505856,3.96868411761722,0.695097231755392,0.0323186310829302,0,0.0803045519322717,0.175870242204384
28,1.34778616294027,1.53669366508262,2.31831815330343,4.0220063264715,4.3268849351296,0.828870855730681,0.071717970637143,0,0.0472179409966797,0.0598025491715237
29,0.617743780817217,0.548744300006048,0.743065906113335,1.87442788490568,2.34920609195051,0.172297897839422,0.341474325446192,0.00918151721388737,0.234180562480907,0.224006877551159
30,1.2731005521896,1.40938095475936,1.9238754177664,3.81042926174788,4.73274934720241,0.167560222963798,0.0918725785458833,0.00383924830438019,0.0497566103379846,0.685116564716084
31,1.32284201984099,1.4826748518376,1.90789717538958,4.19402827402298,4.60892635578632,0.80031078077464,0.0545242076668159,0.00180929731017845,0.0457563864423635,0.0873568045904831
32,1.01832722324483,0.891406628375864,1.53019927185982,3.12590780705661,3.52225379575912,0.679200551137903,0.0606650811094456,0.00207172996584517,0.0786897363533596,0.170700421260639
33,1.18049689881209,1.07889572131268,1.50844959764966,4.02664530608995,4.45468544236223,0.749489344774998,0.0348900706909175,0,0.0623553047592305,0.12255223814119
34,1.13898231190512,1.28482471814845,1.89624397799922,3.52004249510437,3.90591028316161,0.78505713460063,0.0470126596733481,0,0.0666408863473713,0.121242530361939
35,1.05873488798392,0.836409617185265,1.13864429814018,3.66877732975313,4.21356044126489,0.630105886349186,0.0383652717702163,0,0.072901705634949,0.236824693070038
36,1.11631188507975,0.915350688057697,1.54051867664319,3.49070912781492,4.11168295910105,0.418131183492855,0.0478596883661829,0,0.0580721229114509,0.458917401570576
37,0.988957876192792,0.895558585464805,1.6133365382665,2.96581851958905,3.31781896202174,0.753670746085858,0.0501923824080274,0,0.0818880302068002,0.0816682945335218
38,1.60423419346929,1.49130503221693,2.66946759389542,4.69917891364151,5.04899603697411,0.85553514153076,0.0429747440119755,0,0.0324663335660397,0.0583275322304558
39,1.36495299869162,1.63370623274121,2.11621632327002,4.20710192432767,4.63111998167298,0.849657286966781,0.0503153017777949,0,0.0458767662386325,0.0704672949701136
40,1.46924374539825,1.51104933111577,2.20381615616141,4.52139723743038,4.88449515446512,0.814120020973527,0.0455068126609735,0.00128329783432193,0.0386114984211965,0.0893043336088963
41,1.28465653386975,1.35741007339877,1.8323725025619,4.13820797408142,4.49740325361632,0.842161387929437,0.0371154794460233,0,0.0479076945944735,0.0811555608305628
42,1.27730356692239,1.62721534866155,2.20004973888499,3.67151590685525,4.19085657752541,0.529801128149506,0.0583278803631655,0,0.0522294067766703,0.377056159075286
43,1.33786024898593,1.27953226731607,2.45512144325403,3.79047931603892,4.09726967589719,0.81580556597574,0.0535822689154932,0,0.0499674600092367,0.0886911591455772
44,0.749446642050242,0.605908866984047,0.819506192117391,2.39930559105013,3.1660793725723,0.315830651206982,0.446992545135945,0,0.153375638252969,0.0983577021770972
45,1.06380293512764,0.784989267647194,1.06017309875482,3.65278888210109,4.1528249488319,0.691282683836053,0.0470227340520556,0,0.070825369641559,0.164577936363059
