Dataset,X1.,X2.,X3.,X4.,X5.,X6.,X7.,X8.,X9.,X10.,X11.,X12.,X13.,X14.,X15.,X16.,X17.,X18.,X19.,X20.,X21.,X22.,X23.,X24.,X25.,X26.,X27.,X28.,X29.,X30.,X31.,X32.,X33.,X34.,X35.,X36.,X37.,X38.,X39.,X40.,X41.,X42.,X43.,X44.,X45.,X46.,X47.,X48.,X49.,X50.,X51.,X52.,X53.,X54.,X55.,X56.,X57.,X58.,X59.,X60.,X61.,X62.,X63.,X64.,X65.,X66.,X67.,X68.,X69.,X70.,X71.,X72.,X73.,X74.,X75.,X76.,X77.,X78.,X79.,X80.,X81.,X82.,X83.,X84.,X85.,X86.,X87.,X88.,X89.,X90.,X91.,X92.,X93.,X94.,X95.,X96.,X97.,X98.,X99.
138,-6.37553972116499,-6.16026097519615,-6.06785503379037,-5.99308112358798,-5.93532204054678,-5.88514279638034,-5.834019159945,-5.79141167375593,-5.75926359245117,-5.72065233691262,-5.69269467800993,-5.65625535808097,-5.63406654528674,-5.60489426426394,-5.57046870095903,-5.54665013160674,-5.51407172745984,-5.49074653431384,-5.44258294421891,-5.4208249006371,-5.39865089348098,-5.35824376734863,-5.32388708160878,-5.29134558314755,-5.263812184869,-5.23046506761183,-5.20436051587032,-5.17332714667855,-5.13881346149175,-5.112902842309,-5.08575475260277,-5.0597172054129,-5.03988417941587,-5.02073006444058,-5.00216490635032,-4.98159474767596,-4.95659626372324,-4.93951781211772,-4.91501744477383,-4.89925985605011,-4.87883825560048,-4.85987959082387,-4.83175390179404,-4.80822283836617,-4.78761621521419,-4.77403391232658,-4.75063930769471,-4.72948210593849,-4.71007050372083,-4.68142935801008,-4.66023008487567,-4.64097531680185,-4.62252155946414,-4.60209007405673,-4.58949331528249,-4.57374722054941,-4.5394366456771,-4.51127998965997,-4.49090296275552,-4.47097842219315,-4.44995151856562,-4.42655943732487,-4.4003261404181,-4.3735984919472,-4.34873838119481,-4.32879556473334,-4.29970712825759,-4.2617185678852,-4.23359261936914,-4.1987578109275,-4.15698649279849,-4.1083690455059,-4.03494966597242,-3.95919291767009,-3.79517104493306,-3.57708782932923,-3.21910690764719,-2.78996989722836,-2.58021635621767,-2.41133133470267,-2.252618026617,-2.14887583510324,-1.99569350704118,-1.90162503798206,-1.8032669786217,-1.71262137929166,-1.63946494590421,-1.57366022090702,-1.50877209222119,-1.40580378860311,-1.34191143184511,-1.26411358177163,-1.19887483855462,-1.13893615964125,-1.07365763621216,-0.989840445201746,-0.904874394538328,-0.812667397500349,-0.716635392468224
139,-5.90281669954096,-5.67855934153903,-5.58518132512781,-5.50942535754899,-5.46389646864729,-5.40847466635894,-5.36629697210695,-5.3318743973209,-5.30177948089786,-5.27344778623471,-5.24716712475028,-5.20500967880372,-5.17994908100625,-5.14528263368839,-5.11048295767444,-5.08226710303396,-5.04506686874852,-5.0276327826235,-4.99172405459242,-4.95779594538286,-4.92881092592532,-4.90060708480168,-4.86764562606857,-4.83339636696198,-4.77924343952113,-4.74405925643175,-4.70500583082221,-4.65652627993872,-4.61117915484132,-4.52758631567826,-4.45906244530632,-4.39229468762217,-4.29556290118686,-4.17148210219062,-4.09543203116418,-4.00888433767331,-3.94398754089808,-3.87193005717051,-3.7444659784373,-3.70081381051733,-3.64737719343259,-3.54500315557238,-3.47262108466861,-3.41085342672219,-3.35128264311369,-3.28549767939959,-3.2439574118146,-3.17264407384457,-3.11808304726909,-3.03948686205834,-2.9761000216611,-2.917294020013,-2.85159603270112,-2.79748548843313,-2.75329535137855,-2.70461573761529,-2.64360923340623,-2.59485487993221,-2.55415479836998,-2.50230908838435,-2.45423933086821,-2.4074761362485,-2.35012549837987,-2.29613935545032,-2.24914827128266,-2.20483842175814,-2.16582918599398,-2.12042697035713,-2.09731346768922,-2.04264794922924,-2.00578553834866,-1.97242091428977,-1.94047845179394,-1.91127852224129,-1.8668252654259,-1.82466986872141,-1.7969057395978,-1.76221644621695,-1.73657619205854,-1.70618059948414,-1.66627318950698,-1.63586382019814,-1.5911129285562,-1.55580437751905,-1.52611645094556,-1.49750739697976,-1.45076917514952,-1.420542865931,-1.37149741305847,-1.31897406976308,-1.28843964512574,-1.25498500876336,-1.2020007398874,-1.14763517000657,-1.09782272321881,-1.03706073680917,-0.969056984501296,-0.914905719790027,-0.786536450241852
140,-5.87728220096336,-5.74445058754438,-5.65473413054956,-5.589943544296,-5.55118220486501,-5.51237304241488,-5.47415080111085,-5.43477580186401,-5.40067772144767,-5.37476596896217,-5.35218877174094,-5.32497049263065,-5.3012538079421,-5.28985666430575,-5.27160349154568,-5.25050122146023,-5.22857375439767,-5.2052909410912,-5.19331759347364,-5.1694620534117,-5.15445610217595,-5.13343168977977,-5.11838690130044,-5.09534962647061,-5.07774018117801,-5.06369460162894,-5.0467886015564,-5.03131160268558,-5.01441499943022,-4.99322613619722,-4.97820783271277,-4.95948551787872,-4.93585483110551,-4.91975406114624,-4.89983619473546,-4.88483615076366,-4.86154207347254,-4.84364032880559,-4.82603248825381,-4.80028280035141,-4.77679927436715,-4.7528481254451,-4.72559545940983,-4.703499964536,-4.6808571332965,-4.6531631876234,-4.62541860647124,-4.58647776202393,-4.55327189261577,-4.52491553900665,-4.46854803634909,-4.41513664030539,-4.36594655026264,-4.29823581629348,-4.23744981654491,-4.18426797207411,-4.12464500268834,-4.04105858402733,-3.97107503206545,-3.8464105063596,-3.74635173920008,-3.68033121423539,-3.6094221147644,-3.52194032441144,-3.45738339531465,-3.39154104445781,-3.33280057831467,-3.2450459089649,-3.15415332871772,-3.08158524371035,-3.00829919901378,-2.90054075177958,-2.79379307114398,-2.677856379593,-2.57775410737615,-2.51813572568245,-2.44013599678458,-2.40138983214771,-2.35075531027439,-2.28188189272765,-2.23211199598266,-2.18152981121827,-2.10908016930101,-2.05267632003765,-1.98288325122527,-1.90747801743768,-1.83620754934114,-1.78028241404806,-1.73033974531744,-1.65673881730466,-1.6080394560578,-1.56005670615325,-1.49343933715945,-1.40818782368621,-1.35741010615053,-1.24677123444468,-1.14110783972196,-0.965371173569037,-0.817530877081622
141,-6.80086663123322,-6.65809346977305,-6.55444866016537,-6.50935166008143,-6.46398440525187,-6.41741045333109,-6.38954540752707,-6.3572975191933,-6.32299010490901,-6.29534325588759,-6.25947248963094,-6.23656444912069,-6.21144913544601,-6.18768316650512,-6.16869008782696,-6.14816716986535,-6.12728141252344,-6.11487239781342,-6.0979585505994,-6.08294301301931,-6.06969663698189,-6.04469612781774,-6.03040497163117,-6.01495860624322,-5.99494465916234,-5.97008305453711,-5.946159310757,-5.93172937169087,-5.91773160729034,-5.90220729826758,-5.87980710307896,-5.86470218847104,-5.84309932012447,-5.81625729270963,-5.80094410917859,-5.77508581172671,-5.75854545922639,-5.73297147383805,-5.71027760826808,-5.69297235595693,-5.67052476265853,-5.64736034657399,-5.6293314058929,-5.60160287545888,-5.57014560036888,-5.54753589247289,-5.5224812810655,-5.48426675621097,-5.44386525252142,-5.40338838573307,-5.35208763243378,-5.28964210964095,-5.21075612318827,-5.14028363160835,-5.0783974631064,-5.00973782211731,-4.9142242091959,-4.82541920835203,-4.72850796785727,-4.63798942302403,-4.58219663040344,-4.49682981313265,-4.43943891576948,-4.34150827309756,-4.2580836665017,-4.16678861285833,-4.11657117126587,-4.04449068852661,-3.95310091366727,-3.89538169807432,-3.83827052503682,-3.76615166149786,-3.69313973092055,-3.62443346029773,-3.54804073728197,-3.49901162283155,-3.40900678219411,-3.34548539761074,-3.24982667500992,-3.19118417649808,-3.14563396408253,-3.07241210853764,-3.00176908819216,-2.95583323685468,-2.90975582540583,-2.85712993414432,-2.79753177582127,-2.73265097375097,-2.68291909099975,-2.59846959994326,-2.56673910003471,-2.50121124688335,-2.43606143351161,-2.3549438888736,-2.28864646243856,-2.21852193757568,-2.13213279259789,-2.03451338449779,-1.73792335088439
142,-6.45481147265681,-6.32953948160588,-6.23485779167065,-6.17549304503103,-6.10867266200092,-6.04044203515236,-5.99496594678136,-5.96353876486273,-5.93550684495315,-5.88822598999509,-5.83966578742095,-5.81763584014667,-5.7911970465521,-5.75619870917466,-5.70478142299342,-5.65384914744332,-5.61445690810208,-5.58352473884868,-5.54152790031255,-5.47176505050913,-5.41558449305547,-5.37321047364316,-5.31654215050287,-5.25924297822735,-5.15001908289312,-5.06902439977107,-4.9069359789101,-4.76293828040185,-4.67542073371355,-4.55642575991528,-4.45078352490415,-4.36174082604317,-4.259991415901,-4.16774865662009,-4.12475109826228,-4.05685095357235,-3.98751309688108,-3.9471261998196,-3.87549364181814,-3.77600631746246,-3.73879783689771,-3.69227164644929,-3.63972048236053,-3.59550543786878,-3.54323852959915,-3.5065780031306,-3.46196932429285,-3.41965007047845,-3.39256745718062,-3.3449258935282,-3.30563609913603,-3.27078895728919,-3.22864556713676,-3.17976660955019,-3.12869535998971,-3.08457036545131,-3.03546147237705,-2.9923610362411,-2.94573960380173,-2.89941144881544,-2.85957201809049,-2.81749605096825,-2.77611476897282,-2.71314544082166,-2.66494083630406,-2.60510612703894,-2.54825482029187,-2.45245208913853,-2.38865119663709,-2.31682380118182,-2.2411439107989,-2.19435875482059,-2.11257886743987,-2.05010241494584,-1.96415146323158,-1.89775109972059,-1.835770693691,-1.77977374832332,-1.711358096943,-1.659621868564,-1.57656385642533,-1.50779927583852,-1.46635477104286,-1.39777372857362,-1.31036364337621,-1.24293246576656,-1.18058626960525,-1.13223648561188,-1.08734694690383,-1.02697338504031,-0.959272592126599,-0.904278573558341,-0.828237686322302,-0.748011318300359,-0.661705573031792,-0.608591684671537,-0.53944188766049,-0.445442721465608,-0.352263909382999
143,-6.41521467416665,-6.17785853505889,-6.08940269525279,-6.02988889291291,-5.9765399080051,-5.94600435121477,-5.90935314673295,-5.86404010975979,-5.82349086294624,-5.79386565334519,-5.76515927019878,-5.73880965908457,-5.71718062093343,-5.68965274777309,-5.66373904324923,-5.62803886662006,-5.60524303175068,-5.5786280587424,-5.56098971668542,-5.53737727196733,-5.51535008113194,-5.48813438045747,-5.46901701825621,-5.45300106375539,-5.42712298360688,-5.40569721714873,-5.37820231474671,-5.35174177901518,-5.33637878248885,-5.30584661852388,-5.27613893888035,-5.24534788570073,-5.21748577765024,-5.18550886133296,-5.15937147886264,-5.12331508030471,-5.09128654343678,-5.04836410374439,-4.98785007418636,-4.91194577062385,-4.82152318740192,-4.76562678489667,-4.69645612073532,-4.58896540562185,-4.4748101041633,-4.34047885715769,-4.27372559534114,-4.17334097368434,-4.08256077696406,-3.98427774383698,-3.88533687128406,-3.74438954467955,-3.66148198306079,-3.54732360873423,-3.42207146458644,-3.33421424853726,-3.2484641870168,-3.17216372937386,-3.11571397077428,-3.05402303885279,-3.01546106140357,-2.97620459576093,-2.93467007192438,-2.89768131607352,-2.84161332554667,-2.78548837965128,-2.73862866909679,-2.69605456481971,-2.66116112770964,-2.62637077603789,-2.60024382242823,-2.5581967587757,-2.52817798897269,-2.49766830882772,-2.4710905432238,-2.44588760636636,-2.40251386910681,-2.36615270940881,-2.34281151251924,-2.31999912538923,-2.29348407272293,-2.25336552439934,-2.21699861367159,-2.18375545991695,-2.14350189434874,-2.11318790323635,-2.06362059599485,-2.03219355513834,-1.99756807889693,-1.96031665967135,-1.91475933605338,-1.88023050877917,-1.83771046887308,-1.78083435819787,-1.71564695042539,-1.66353750503832,-1.57484224791994,-1.46235112194646,-1.2433845738042
144,-6.96048469978231,-6.2449187745072,-5.56072758335144,-4.91267568029278,-4.63075472992168,-4.4771121840714,-4.40985007839087,-4.30819162218588,-4.21473431427551,-4.15659617648735,-4.1031341776583,-4.03487033334232,-3.97848310916385,-3.93702269283278,-3.88238978023883,-3.83418016245954,-3.78775954357695,-3.73635301713156,-3.68794395667378,-3.660834036241,-3.6053267090368,-3.57370166786059,-3.53052765518996,-3.47504027486489,-3.42905785702392,-3.38837181774775,-3.35380101968708,-3.29912311747595,-3.24502390217044,-3.19621454669067,-3.14115634556061,-3.08920281244063,-3.02916414130344,-2.97457516502742,-2.92423945567289,-2.8610835816209,-2.79765797879903,-2.72193403514222,-2.63865381850833,-2.57854327347053,-2.50172895192892,-2.44617486360786,-2.39871330711936,-2.32337596031847,-2.25861064164835,-2.20251828886392,-2.14648271795155,-2.09569938615925,-2.03035579022232,-1.98641669517389,-1.91745484584473,-1.83760684377861,-1.77026378467203,-1.70416368087215,-1.64824841886302,-1.59171295475168,-1.53074410592926,-1.47800232473528,-1.39998934358488,-1.35423572448096,-1.31469859145298,-1.27374145076886,-1.21509855559585,-1.16144490795199,-1.09010107223925,-1.041639794759,-1.01764794669768,-0.971010092433737,-0.917028133023931,-0.876588308710182,-0.83026858721012,-0.787567070094796,-0.758517703120765,-0.725884221292516,-0.682487949053327,-0.634267729405356,-0.59053571850793,-0.533749349886058,-0.486371866513451,-0.445114387001455,-0.412647356211777,-0.345679142033211,-0.297180846306014,-0.262341120122602,-0.222837833209476,-0.181383508378242,-0.151432489493469,-0.0953805778404691,-0.0513253883500369,-0.00922399678420046,0.0731305068635217,0.121640513585412,0.169897388117862,0.255162927553523,0.319777595340716,0.403695871199891,0.470331021007153,0.567812096326791,0.65213960701539
145,-5.91234182687939,-5.75090323588222,-5.63128102483271,-5.54237897266954,-5.49130171963151,-5.44231443967802,-5.39432989669702,-5.36346852548275,-5.32676202211525,-5.27736017964755,-5.20255667521983,-5.13681138977804,-5.10723123693125,-5.03687776248419,-4.98617053723601,-4.90279518921011,-4.84769340731744,-4.80116634311513,-4.73461727412974,-4.67854701243731,-4.63665698349761,-4.58399022694324,-4.54194759067574,-4.49072580709417,-4.4453196894214,-4.40643710455509,-4.36167365672925,-4.300680563381,-4.2689594422769,-4.21579577041075,-4.16203043664342,-4.10281625327545,-4.06958796967852,-4.0210535484564,-3.92666475660904,-3.83698131811336,-3.74395299397795,-3.61949684189476,-3.44776243747072,-3.22489694525994,-3.00482108050807,-2.82848305621762,-2.70370458624171,-2.61815028502793,-2.50780642509279,-2.43478488212993,-2.3853137972462,-2.33973175172166,-2.29129197004219,-2.24049423316756,-2.20858177597205,-2.17473029890255,-2.13081866438744,-2.09103789321904,-2.05738054714634,-2.02081605929364,-1.9739680912433,-1.93702922402852,-1.89349565041695,-1.84889061328469,-1.81598508739809,-1.77592905360362,-1.74915680573093,-1.71458832127675,-1.66939407579526,-1.62412323077088,-1.59842522195365,-1.55904992159971,-1.54126787103893,-1.50953148301,-1.48170328274826,-1.43929407880008,-1.40713297305866,-1.37573842869613,-1.34465686532862,-1.31829449187521,-1.28407225231947,-1.24532983102624,-1.22383164878775,-1.18635671361638,-1.15891914730409,-1.12250952621096,-1.08759507488435,-1.03775877677856,-1.00725818745391,-0.977157233270084,-0.935179756960728,-0.913807205198492,-0.88031715614342,-0.838518938588369,-0.806008418368649,-0.759336849401544,-0.707459881061066,-0.666970259545799,-0.583956734834744,-0.536738253446993,-0.484066046007962,-0.40171449062577,-0.28088119124541
146,-5.51490511362361,-5.34814957754192,-5.17570644573052,-5.10593361113498,-5.05927176340506,-5.00523739695209,-4.963655606252,-4.92616114162925,-4.89899836026982,-4.87115823535653,-4.8422640836406,-4.81847878160707,-4.79615166850522,-4.77323713096298,-4.75209186586863,-4.73544011868589,-4.72080260757167,-4.70699591502501,-4.68751659615273,-4.66812799113331,-4.65266616933328,-4.64122578321716,-4.62636333919973,-4.61416142996366,-4.59904721423527,-4.58568573131877,-4.57074224576876,-4.5595331184311,-4.54651302300736,-4.53229181013027,-4.5185065946713,-4.50582659364232,-4.49295282550015,-4.47770882933325,-4.46386510664767,-4.45473627440681,-4.44256690817938,-4.42838360218189,-4.40929492677916,-4.3982803054461,-4.38568729066747,-4.37334262081496,-4.35969113005001,-4.34719890828605,-4.33169172117765,-4.31586411750929,-4.30443005915854,-4.28765066360675,-4.2753347730245,-4.26167379162558,-4.24004244029248,-4.22901167220258,-4.21487983514549,-4.2010710697136,-4.18524553125358,-4.16895974638971,-4.15207748930944,-4.13885675034871,-4.11861053748761,-4.09748114114096,-4.07958166530477,-4.06304498410857,-4.04879315616498,-4.02881437264213,-4.00318410003726,-3.98012609825777,-3.95728985696666,-3.94393753192975,-3.91908523415488,-3.89859756950447,-3.8698893845875,-3.82240622702691,-3.78708999031817,-3.74290480250051,-3.66670163605494,-3.60950693866044,-3.53171308534147,-3.33166254071722,-2.80131798106742,-2.29706051199294,-1.95541283898546,-1.75888038107037,-1.5784217064597,-1.42939166177135,-1.27419785323774,-1.15365357745408,-1.02269973930182,-0.942196166035977,-0.814324178832444,-0.73334774730422,-0.624933777045065,-0.538030569170963,-0.476159114897041,-0.412339478988064,-0.320790318807888,-0.223736756267392,-0.0693872583051127,0.0906876699315491,0.208975746399963
147,-7.19611404083704,-6.67157163219389,-6.255218243411,-5.98120564920021,-5.81896213408821,-5.70371941279775,-5.59455285931053,-5.54176447452336,-5.48239439396291,-5.41678051053787,-5.36583243830279,-5.3272192159972,-5.28403328905382,-5.24617185115112,-5.19925619160572,-5.17303609013944,-5.13452714184174,-5.10847660959223,-5.07917385421236,-5.04530990250683,-5.014859222567,-4.98427118608641,-4.95892267112979,-4.91774464668093,-4.89709563757957,-4.86339630581317,-4.8306441132082,-4.80842007412957,-4.79142787561936,-4.76023354173855,-4.74409573459685,-4.71635654847319,-4.69206963734247,-4.67458630760699,-4.64514723456362,-4.62508601384882,-4.60962231555983,-4.59001300007004,-4.57025888210985,-4.55662564918738,-4.53885951820721,-4.51947249376446,-4.49926437430775,-4.47588849793351,-4.45376692874692,-4.43784422560333,-4.41923432588369,-4.38803010759118,-4.36347315907293,-4.32981548303703,-4.30667644094811,-4.28492201326584,-4.26890733055412,-4.24745413754591,-4.22448918274099,-4.18988064731277,-4.17533970110656,-4.15245309146477,-4.1207073594965,-4.08025481452036,-4.04869075683839,-4.02574793303023,-4.00042476800612,-3.96632959466565,-3.94487673000289,-3.91147125590948,-3.87641441393948,-3.84678651717791,-3.803526206764,-3.75006863624697,-3.68510703505147,-3.63568511452983,-3.58642713691012,-3.53860935595228,-3.48731974124431,-3.42592582269183,-3.36402603030881,-3.29605313843486,-3.22251650929709,-3.18234759317705,-3.13330283504823,-3.08693332146056,-3.00211438880922,-2.93361381910572,-2.8515720251717,-2.76223400970489,-2.68000790858038,-2.55077369128332,-2.43921315366118,-2.33841612875209,-2.23573771595957,-2.150060723002,-2.03365468627763,-1.89769918347552,-1.74939708908201,-1.62114187039804,-1.47860728095164,-1.33646842588683,-0.976425770886955
148,-5.79811246345643,-5.68353025176196,-5.53638821782448,-5.45258659696805,-5.39873275586612,-5.33830683726724,-5.29508086816224,-5.2583761229804,-5.22236060490418,-5.19287691573172,-5.16580192832959,-5.13115189122842,-5.09615124599449,-5.0690626580699,-5.03452860886906,-5.01382727276473,-4.98712357342344,-4.94531753013716,-4.91284821565131,-4.89148205001432,-4.86517655643355,-4.84180144468736,-4.81840886214732,-4.79318624176006,-4.77058057024738,-4.74307917919522,-4.72764044548728,-4.71430037401284,-4.69847478768885,-4.67799129734316,-4.65838742193683,-4.63179733854029,-4.605940982092,-4.588564109491,-4.56561588062834,-4.54089519337764,-4.50761934825415,-4.49284382923329,-4.47315550570004,-4.45168808277968,-4.43335791408502,-4.41378543648843,-4.39363167602196,-4.37391681470706,-4.34743282655978,-4.32660007241339,-4.29790150059481,-4.26900731553689,-4.2493970842106,-4.22260311434669,-4.2028974848172,-4.18150858286579,-4.15673737605564,-4.12370701888774,-4.10059223414628,-4.08563679710583,-4.06615017388124,-4.01937939828004,-3.98168379416069,-3.95663386567942,-3.91915873503314,-3.87363400904624,-3.83733613201458,-3.7938008704602,-3.74549569403816,-3.66187042543641,-3.58729320910757,-3.51421455979029,-3.40927406220527,-3.29544217069426,-3.17758320902501,-3.09823249316123,-2.99790725055153,-2.9199504672973,-2.82765159978738,-2.72300964553823,-2.65696262980548,-2.58835269977921,-2.52275153781231,-2.4710760988169,-2.38116363896776,-2.27302117131469,-2.22183346564848,-2.11071684773518,-2.03282683112756,-1.96403144218078,-1.90698782623596,-1.81445320079502,-1.72935942568169,-1.64950764282742,-1.59642520888867,-1.52919952630326,-1.43400519013714,-1.3144715828454,-1.22672132884008,-1.12837016670163,-1.00781258290107,-0.860875544801122,-0.614969079136846
149,-5.29236419804122,-5.11770445761422,-4.92502109285061,-4.84913422192834,-4.78987817538212,-4.72512208549378,-4.67306384401018,-4.63949553146951,-4.59863948484625,-4.57036452897688,-4.54832986340575,-4.52417181906185,-4.50100270447804,-4.46477181395593,-4.43166504398118,-4.40287579008058,-4.36969685395312,-4.33886614198775,-4.31610628285547,-4.28142810083171,-4.26094591910149,-4.23425439029285,-4.2150678280972,-4.19265151203217,-4.17087359866808,-4.14214365072384,-4.12616153674307,-4.10815403548221,-4.08254331282705,-4.05935133891817,-4.04330186334539,-4.02461141365866,-4.01085273061182,-3.9916984194687,-3.97628578952506,-3.96321479454136,-3.95010195130012,-3.93547500181258,-3.91771910183404,-3.90318576163522,-3.89245166565446,-3.88112783044904,-3.86645079403696,-3.84511903843064,-3.82065131537944,-3.80652059346233,-3.78720673575075,-3.77636328524158,-3.76133322932908,-3.74563288583163,-3.72920948791253,-3.71213939771128,-3.69358269337167,-3.67849501253536,-3.66606388711855,-3.64488006485603,-3.62994775579069,-3.6125155088002,-3.59659656085014,-3.57405693899415,-3.55416197446216,-3.53294179704769,-3.5179695810047,-3.49932296182443,-3.47785168175671,-3.45764626352248,-3.42575717171865,-3.39762939041123,-3.38086098301281,-3.3539753517321,-3.3200989916381,-3.28639564588764,-3.25416896533062,-3.20477600724146,-3.14163857516175,-3.06705018153067,-2.96710639272672,-2.83965455293174,-2.65364466906589,-2.23506536141063,-1.96225274939504,-1.72526012176431,-1.58503260720204,-1.43431611745229,-1.27840472064516,-1.15656404506832,-1.0398238367668,-0.931782157794704,-0.847154677020623,-0.741665707389027,-0.628286036151816,-0.538163282290945,-0.464417023548134,-0.329117493652739,-0.239812065382705,-0.134351597976518,-0.048672725981227,0.0922219946500978,0.301742430069853
150,-8.07542187697079,-7.5033420567837,-7.09776686226711,-6.57214519363801,-6.17757845090613,-5.94795912160664,-5.80215635925512,-5.63968365841856,-5.53651880905172,-5.43979800381688,-5.36167508653713,-5.27550348048181,-5.19151198869835,-5.09917297608493,-5.04155309968342,-4.99142305847852,-4.94316075571408,-4.88275993278888,-4.81736889754708,-4.77482480936606,-4.74213128646221,-4.6913715081608,-4.63882280780635,-4.57775193545638,-4.54267972048616,-4.49443008611917,-4.46340688433058,-4.42365683957646,-4.39024236028793,-4.35660183602536,-4.30875345537484,-4.28035404329232,-4.24943978550711,-4.20265156520003,-4.15990595336819,-4.13049598549063,-4.08333631942726,-4.05524395704219,-4.01082666598202,-3.97617252150405,-3.94770550629285,-3.9183019417156,-3.88769393200993,-3.84969116068736,-3.82087799733492,-3.7814438719651,-3.74645964949516,-3.70860292902066,-3.67216819022939,-3.64252700901734,-3.60471816245954,-3.56904129474649,-3.54135546291483,-3.50673525805508,-3.48183013330451,-3.43573738282449,-3.39987480002792,-3.35301578845989,-3.32197042637968,-3.29491139587695,-3.25067247067998,-3.1986146768872,-3.15031981380775,-3.08575997087887,-3.03541280999822,-2.99082168619608,-2.94996195424107,-2.91614190308919,-2.86450025175225,-2.78541240841298,-2.75181064795655,-2.70648201648697,-2.6173591343574,-2.56832226548649,-2.50789405564333,-2.45947628052454,-2.38481016148778,-2.29873305693746,-2.24438496024618,-2.15766935748682,-2.05853850502095,-1.98865383302769,-1.88597440224305,-1.80528393564381,-1.72893697017455,-1.67434664694324,-1.59972232700849,-1.52436155406602,-1.44438733760381,-1.38745638141395,-1.33834589771187,-1.27910534563656,-1.18669466391679,-1.14867421119218,-1.08664455501319,-1.00236437398352,-0.880915754713896,-0.778807657621499,-0.632220182990716
151,-4.51745074083324,-4.35954545247624,-4.23749049523502,-4.17699046782781,-4.08203608653271,-4.02020172865983,-3.93065391315585,-3.87499301622079,-3.80311175603437,-3.70962163589053,-3.62709955151411,-3.54362433114944,-3.4081035671622,-3.34886956203064,-3.2759126419579,-3.20365675824174,-3.14730849346917,-3.09478385371349,-3.0520465132636,-3.00311602986888,-2.96302246034387,-2.91268245629809,-2.8670535477519,-2.84402280560157,-2.79901517995092,-2.74325896759636,-2.69466288956875,-2.64310451819079,-2.60959457575854,-2.56483469587304,-2.5184765124554,-2.46524393273584,-2.43505987676057,-2.39693874404989,-2.35678288665423,-2.30511722570458,-2.25456077394883,-2.20650663166924,-2.11997265768027,-2.04737063951209,-1.96570800722598,-1.87419216807593,-1.74813041911898,-1.64438277304315,-1.54879522694391,-1.44505699910508,-1.37599009515132,-1.32700525096305,-1.25610691265809,-1.17505611102326,-1.12081547824814,-1.05709167047759,-1.00362426416445,-0.967727463543201,-0.922716502246625,-0.846784214051951,-0.795542148350014,-0.761607338723838,-0.712876189676379,-0.675620340029063,-0.630670510659308,-0.59115707251992,-0.54873881730399,-0.503983850435607,-0.467318173597039,-0.443772596416964,-0.403757784134717,-0.371414989193666,-0.337460114765731,-0.298645183956226,-0.263811133070784,-0.22121399955805,-0.195576114644303,-0.162512739511986,-0.136075617066647,-0.0982556296623635,-0.0627569846923016,-0.0332765178493126,-0.00430886275961727,0.0223893185833821,0.0551686303776834,0.0932068900439864,0.126857129373346,0.160732755764004,0.196151926117605,0.228603903892658,0.26312793601507,0.307999023915718,0.345213880990343,0.367979441907432,0.402801365094906,0.466698536369068,0.509273423068692,0.540541964369355,0.579298135166525,0.628195659143339,0.727283008308975,0.805771461919631,1.02881386206911
152,-6.54249789394236,-5.80648676940475,-5.34664572936524,-5.0395162022441,-4.89011411637437,-4.82107265200127,-4.73741008520154,-4.68010397533488,-4.62609265364861,-4.59509395413955,-4.56253290538379,-4.52837903542635,-4.49800483871099,-4.46244472127489,-4.4359419505028,-4.40767161279606,-4.37895782495653,-4.35258410043691,-4.32879608067726,-4.30334875473005,-4.28190964207216,-4.25374339004144,-4.234949148002,-4.21380313135746,-4.18571384922628,-4.16658225526589,-4.14075339370764,-4.11976143794465,-4.10085879656806,-4.07328232956597,-4.04340602969755,-4.02142618708092,-4.00014869865734,-3.96902436758228,-3.94829501646516,-3.92147087321915,-3.89733986655801,-3.87408904506708,-3.84813358406057,-3.82795319582358,-3.806318959504,-3.7837188136929,-3.75906939632134,-3.73202383561904,-3.698664843967,-3.66841172493657,-3.639482632198,-3.60510765071587,-3.57726770783703,-3.54698225510706,-3.49984653129912,-3.45196093016316,-3.41090569588739,-3.38515516479371,-3.33114982810437,-3.29061071448746,-3.25303457144649,-3.21049943347686,-3.14711730194317,-3.06594821589568,-3.01928051545373,-2.96797495045681,-2.88934156220214,-2.84717078660344,-2.77651039286236,-2.71537776170895,-2.63609420236441,-2.58879702658661,-2.5169910088934,-2.41696124938881,-2.3025228040449,-2.23781512617789,-2.18170086937353,-2.13342595086455,-2.06077274557186,-1.95734631060196,-1.89255734913504,-1.83274525721911,-1.77168166373966,-1.71732670225378,-1.66132686389819,-1.61052560510197,-1.56066069130792,-1.50345145164062,-1.43672325586277,-1.36183186028528,-1.29724204670001,-1.21800881413109,-1.17909679891012,-1.10446616324248,-1.01361026220367,-0.939009092065592,-0.882307889139782,-0.8020535199659,-0.714541478137447,-0.652172036711922,-0.567224016401344,-0.448678287029895,-0.322531516983879
